feature_id,label,source_name,MQScore,SharedPeaks,MZErrorPPM,library_precursor_mz,library_rt_seconds,curated_name,Compound_Name,name_key,Class,SubClass,Sub_subclass,condition,retain,exclusion_reason
3766,3766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
5782,5782,2-Amino-4-tert-butylphenol,0.690442,4,0,148.112,198.775,NA,2-Amino-4-tert-butylphenol,2-Amino-4-tert-butylphenol,NA,NA,NA,CTL,FALSE,unclassified_annotation
3170,3170,2-Methyl-N-(4-Methylphenyl)alanine,0.815516,5,0,148.112,116.657,NA,2-Methyl-N-(4-Methylphenyl)alanine,2-Methyl-N-(4-Methylphenyl)alanine,NA,NA,NA,CTL,FALSE,unclassified_annotation
3775,3775,2-Methyl-N-(4-Methylphenyl)alanine,0.828368,5,0,148.112,148.073,NA,2-Methyl-N-(4-Methylphenyl)alanine,2-Methyl-N-(4-Methylphenyl)alanine,NA,NA,NA,CTL,FALSE,unclassified_annotation
12377,12377,"3,4-Dihydroxymandelic acid",0.96119,6,0,149.023,263.287,NA,"3,4-Dihydroxymandelic acid","3,4-Dihydroxymandelic acid",NA,NA,NA,CTL,FALSE,unclassified_annotation
3797,3797,Buphedrone,0.773788,4,0,160.112,148.182,NA,Buphedrone,Buphedrone,NA,NA,NA,CTL,FALSE,unclassified_annotation
2892,2892,N-Acetyl-L-phenylalanine,0.634864,3,0,162.091,73.499,NA,N-Acetyl-L-phenylalanine,N-Acetyl-L-phenylalanine,NA,NA,NA,CTL,FALSE,unclassified_annotation
12355,12355,Di(2-nonyl) phthalate,0.842053,4,0.63946,167.034,263.285,NA,Di(2-nonyl) phthalate,Di(2-nonyl) phthalate,NA,NA,NA,CTL,FALSE,unclassified_annotation
7968,7968,Massbank:LU071701 epsilon-Decalactone|7-butyloxepan-2-one,0.901813,5,22.201,171.138,220.357,NA,epsilon-Decalactone|7-butyloxepan-2-one,epsilon-Decalactone|7-butyloxepan-2-one,NA,NA,NA,CTL,FALSE,unclassified_annotation
7957,7957,Massbank:LU071701 epsilon-Decalactone|7-butyloxepan-2-one,0.883945,5,1.15909,171.138,220.216,NA,epsilon-Decalactone|7-butyloxepan-2-one,epsilon-Decalactone|7-butyloxepan-2-one,NA,NA,NA,CTL,FALSE,unclassified_annotation
10230,10230,"5-Androstene-3.beta.,17.beta.-diol",0.861444,7,0.616935,173.133,238.663,NA,"5-Androstene-3.beta.,17.beta.-diol","5-Androstene-3.beta.,17.beta.-diol",Steroid,Androgen,NA,CTL,TRUE,NA
2667,2667,Massbank:EA028712 Atrazine-desisopropyl|Deisopropylatrazine|(4-amino-6-chloro-s-triazin-2-yl)-ethyl-amine,0.874603,8,0.526002,174.054,63.876,NA,Atrazine-desisopropyl|Deisopropylatrazine|(4-amino-6-chloro-s-triazin-2-yl)-ethyl-amine,Atrazine-desisopropyl|Deisopropylatrazine|(4-amino-6-chloro-s-triazin-2-yl)-ethyl-amine,NA,NA,NA,CTL,FALSE,unclassified_annotation
10000,10000,.alpha.-Ionone,0.833016,6,0,175.148,238.802,NA,.alpha.-Ionone,.alpha.-Ionone,Terpenoid,Monoterpenoid,Cyclic monoterpenoid,CTL,TRUE,NA
2664,2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13069,13069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
8202,8202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4004,4004,Massbank:LU035906 Dibenzylamine|N-benzyl-1-phenylmethanamine,0.981455,4,1.5403,198.128,155.608,NA,Dibenzylamine|N-benzyl-1-phenylmethanamine,Dibenzylamine|N-benzyl-1-phenylmethanamine,NA,NA,NA,CTL,FALSE,unclassified_annotation
2853,2853,Massbank:LU035906 Dibenzylamine|N-benzyl-1-phenylmethanamine,0.945245,3,1.00119,198.128,69.494,NA,Dibenzylamine|N-benzyl-1-phenylmethanamine,Dibenzylamine|N-benzyl-1-phenylmethanamine,NA,NA,NA,CTL,FALSE,unclassified_annotation
2683,2683,Massbank:EA027906 Atrazine-2-hydroxy|2-Hydroxyatrazine|2-(ethylamino)-6-(isopropylamino)-1H-s-triazin-4-one,0.951921,6,1.00116,198.135,64.126,NA,Atrazine-2-hydroxy|2-Hydroxyatrazine|2-(ethylamino)-6-(isopropylamino)-1H-s-triazin-4-one,Atrazine-2-hydroxy|2-Hydroxyatrazine|2-(ethylamino)-6-(isopropylamino)-1H-s-triazin-4-one,NA,NA,NA,CTL,FALSE,unclassified_annotation
2470,2470,Metazachlor,0.564237,3,0.508462,210.068,60.992,NA,Metazachlor,Metazachlor,NA,NA,NA,CTL,FALSE,unclassified_annotation
3762,3762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
2669,2669,"Massbank:EA028805 Atrazine|6-chloro-N-ethyl-N'-isopropyl-1,3,5-triazine-2,4-diamine|6-chloranyl-N4-ethyl-N2-propan-2-yl-1,3,5-triazine-2,4-diamine",0.967135,10,0,216.101,63.468,NA,"Atrazine|6-chloro-N-ethyl-N'-isopropyl-1,3,5-triazine-2,4-diamine|6-chloranyl-N4-ethyl-N2-propan-2-yl-1,3,5-triazine-2,4-diamine","Atrazine|6-chloro-N-ethyl-N'-isopropyl-1,3,5-triazine-2,4-diamine|6-chloranyl-N4-ethyl-N2-propan-2-yl-1,3,5-triazine-2,4-diamine",NA,NA,NA,CTL,FALSE,unclassified_annotation
2670,2670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
2661,2661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
5835,5835,Acetochlor,0.860895,7,0.408565,224.084,198.279,NA,Acetochlor,Acetochlor,NA,NA,NA,CTL,FALSE,unclassified_annotation
3124,3124,Acetochlor,0.885724,7,0.408565,224.084,116.463,NA,Acetochlor,Acetochlor,NA,NA,NA,CTL,FALSE,unclassified_annotation
3776,3776,Acetochlor,0.847167,7,0,224.084,148.02,NA,Acetochlor,Acetochlor,NA,NA,NA,CTL,FALSE,unclassified_annotation
3770,3770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3119,3119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
5819,5819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
2869,2869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3028,3028,"Massbank:EA274105 Propazine|6-chloranyl-N2,N4-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",0.948663,7,1.32618,230.117,97.778,NA,"Propazine|6-chloranyl-N2,N4-di(propan-2-yl)-1,3,5-triazine-2,4-diamine","Propazine|6-chloranyl-N2,N4-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",NA,NA,NA,CTL,FALSE,unclassified_annotation
3916,3916,"""N,N-Dimethyldodecylamine N-oxide""",0.963091,5,0.861524,230.248,157.504,NA,"N,N-Dimethyldodecylamine N-oxide","N,N-Dimethyldodecylamine N-oxide",NA,NA,NA,CTL,FALSE,unclassified_annotation
3029,3029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
2991,2991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
2895,2895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
2685,2685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
2890,2890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
8715,8715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
5936,5936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3952,3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3505,3505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
10077,10077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
38484,38484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4541,4541,Metolachlor,0.470034,5,0.423662,252.115,178.478,NA,Metolachlor,Metolachlor,NA,NA,NA,CTL,FALSE,unclassified_annotation
10170,10170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12112,12112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
16189,16189,Monolaurin,0.942312,9,0,257.211,311.862,NA,Monolaurin,Monolaurin,NA,NA,NA,CTL,FALSE,unclassified_annotation
8495,8495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3987,3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
2851,2851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4283,4283,MassbankEU:SM876601 Lauric isopropanolamide|N-(2-hydroxypropyl)dodecanamide,0.910769,5,1.18174,258.243,171.794,NA,Lauric isopropanolamide|N-(2-hydroxypropyl)dodecanamide,Lauric isopropanolamide|N-(2-hydroxypropyl)dodecanamide,NA,NA,NA,CTL,FALSE,unclassified_annotation
6980,6980,Stearidonic acid,0.565555,6,0.353205,259.206,215.737,FA(18:4),FA(18:4),FA(18:4),Fatty acid,NA,NA,CTL,TRUE,NA
2855,2855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12364,12364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4825,4825,.gamma.-Linolenoyl ethanolamide,0.727772,6,0,261.221,185.128,N-gamma-Linolenoylethanolamine,N-gamma-Linolenoylethanolamine,N-gamma-Linolenoylethanolamine,N-acylethanolamine,NA,NA,CTL,TRUE,NA
3013,3013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4759,4759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3200,3200,6PPD,0.885549,7,2.60735,269.202,120.439,NA,6PPD,6PPD,NA,NA,NA,CTL,FALSE,unclassified_annotation
3750,3750,MassbankEU:SM848201 Acetochlor|2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,0.93521,12,1.80761,270.125,147.869,Acetochlor,Acetochlor,Acetochlor,NA,NA,NA,CTL,FALSE,unclassified_annotation
6577,6577,n-Octadecylamine,0.859756,3,0,270.315,206.121,NA,n-Octadecylamine,n-Octadecylamine,NA,NA,NA,CTL,FALSE,unclassified_annotation
10081,10081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
6854,6854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4613,4613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3747,3747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3445,3445,Spectral Match to 9-OxoOTrE from NIST14,0.761948,9,1.77428,275.2,117.137,NA,9-OxoOTrE,9-OxoOTrE,NA,NA,NA,CTL,FALSE,unclassified_annotation
2971,2971,"9-Oxo-10E,12Z,15Z-octadecatrienoic acid",0.784891,7,0.665353,275.201,91.233,NA,"9-Oxo-10E,12Z,15Z-octadecatrienoic acid","9-Oxo-10E,12Z,15Z-octadecatrienoic acid",NA,NA,NA,CTL,FALSE,unclassified_annotation
5906,5906,Spectral Match to 9-OxoOTrE from NIST14,0.813097,10,1.4416,275.2,198.228,NA,9-OxoOTrE,9-OxoOTrE,NA,NA,NA,CTL,FALSE,unclassified_annotation
4581,4581,"9-Oxo-10E,12Z,15Z-octadecatrienoic acid",0.848588,8,0.332676,275.201,175.984,NA,"9-Oxo-10E,12Z,15Z-octadecatrienoic acid","9-Oxo-10E,12Z,15Z-octadecatrienoic acid",NA,NA,NA,CTL,FALSE,unclassified_annotation
4171,4171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12362,12362,MoNA:936698 DBP,0.78687,7,0,279.159,263.284,Dibutyl Phthalate,Dibutyl Phthalate,Dibutyl Phthalate,NA,NA,NA,CTL,FALSE,unclassified_annotation
3579,3579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
8905,8905,Ethylhexadecyldimethylammonium cation,0.509595,3,0.429324,284.331,224.484,NA,Ethylhexadecyldimethylammonium cation,Ethylhexadecyldimethylammonium cation,NA,NA,NA,CTL,FALSE,unclassified_annotation
6423,6423,Hexadecyltrimethylammonium cation,0.969515,6,0.429324,284.331,204.431,NA,Hexadecyltrimethylammonium cation,Hexadecyltrimethylammonium cation,NA,NA,NA,CTL,FALSE,unclassified_annotation
4482,4482,Pentadecanoyl ethanolamide,0.503952,4,0.426411,286.274,177.142,NA,Pentadecanoyl ethanolamide,Pentadecanoyl ethanolamide,NA,NA,NA,CTL,FALSE,unclassified_annotation
5151,5151,"MassbankEU:SM837601 Tribenzylamine|N,N-dibenzyl-1-phenylmethanamine",0.92341,8,1.37669,288.175,188.863,NA,"Tribenzylamine|N,N-dibenzyl-1-phenylmethanamine","Tribenzylamine|N,N-dibenzyl-1-phenylmethanamine",NA,NA,NA,CTL,FALSE,unclassified_annotation
2882,2882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4168,4168,"3-Cyclopentene-1-octanoic acid, 2-(3-hydroxy-1-penten-1-yl)-5-oxo-",0.635647,5,1.67682,291.195,160.05,NA,"3-Cyclopentene-1-octanoic acid, 2-(3-hydroxy-1-penten-1-yl)-5-oxo-","3-Cyclopentene-1-octanoic acid, 2-(3-hydroxy-1-penten-1-yl)-5-oxo-",Fatty acid derivative,NA,NA,CTL,TRUE,NA
3759,3759,Acetochlor,0.657394,4,0.417895,292.108,148.022,NA,Acetochlor,Acetochlor,NA,NA,NA,CTL,FALSE,unclassified_annotation
4402,4402,Spectral Match to 9(S)-HpOTrE from NIST14,0.720226,7,1.66529,293.211,175.569,NA,9(S)-HpOTrE,9(S)-HpOTrE,NA,NA,NA,CTL,FALSE,unclassified_annotation
3099,3099,"9-Hydroperoxy-10E,12Z,15Z-octadecatrienoic acid",0.569434,4,0.624483,293.211,116.901,NA,"9-Hydroperoxy-10E,12Z,15Z-octadecatrienoic acid","9-Hydroperoxy-10E,12Z,15Z-octadecatrienoic acid",NA,NA,NA,CTL,FALSE,unclassified_annotation
3756,3756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
8844,8844,Dimethyldioctadecylammonium cation,0.979275,3,0,298.347,225.284,NA,Dimethyldioctadecylammonium cation,Dimethyldioctadecylammonium cation,Glycerolipid,Triacylglycerol,NA,CTL,TRUE,NA
5143,5143,Dimethyldioctadecylammonium cation,0.651561,3,0.306867,298.347,188.957,NA,Dimethyldioctadecylammonium cation,Dimethyldioctadecylammonium cation,Glycerolipid,Triacylglycerol,NA,CTL,TRUE,NA
4646,4646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3501,3501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
5811,5811,D-erythro-Sphinganine,0.873112,9,0.302848,302.305,192.836,NA,D-erythro-Sphinganine,D-erythro-Sphinganine,NA,NA,NA,CTL,FALSE,unclassified_annotation
3113,3113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4328,4328,Oxandrolone,0.453881,4,0.993324,307.227,173.784,NA,Oxandrolone,Oxandrolone,Steroid,Androgen,NA,CTL,TRUE,NA
3752,3752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4479,4479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
6874,6874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
11310,11310,Oleoyl ethylamide,0.56581,5,0,310.31,250.787,NA,Oleoyl ethylamide,Oleoyl ethylamide,NA,NA,NA,CTL,FALSE,unclassified_annotation
4325,4325,Avobenzone,0.852376,6,0.980755,311.164,173.063,NA,Avobenzone,Avobenzone,NA,NA,NA,CTL,FALSE,unclassified_annotation
7446,7446,Avobenzone,0.833438,7,0.686528,311.164,214.429,NA,Avobenzone,Avobenzone,NA,NA,NA,CTL,FALSE,unclassified_annotation
10556,10556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4564,4564,Monopalmitolein (9c),0.638302,4,0.588275,311.258,181.573,MG(16:1),MG(16:1),MG(16:1),Glycerolipid,Monoacylglycerol,NA,CTL,TRUE,NA
13851,13851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
28013,28013,1-Palmitoyl-2-linoleoyl-rac-glycerol,0.7143,9,0,313.274,498.249,DG(16:0/18:2),DG(16:0/18:2),DG(16:0/18:2),Glycerolipid,Diacylglycerol,DG,CTL,TRUE,NA
24385,24385,2-Palmitoyl-rac-glycerol,0.667991,6,0.38966,313.274,441.173,MG(0:0/16:0),MG(0:0/16:0),MG(0:0/16:0),NA,NA,NA,CTL,FALSE,unclassified_annotation
26212,26212,1-Palmitoyl-2-linoleoyl-rac-glycerol,0.972521,9,0,313.274,470.274,DG(16:0/18:2),DG(16:0/18:2),DG(16:0/18:2),Glycerolipid,Diacylglycerol,DG,CTL,TRUE,NA
5037,5037,1-Palmitoyl-2-linoleoyl-rac-glycerol,0.894485,9,0.292245,313.274,188.28,DG(16:0/18:2),DG(16:0/18:2),DG(16:0/18:2),Glycerolipid,Diacylglycerol,DG,CTL,TRUE,NA
17162,17162,1-Palmitoyl-2-linoleoyl-rac-glycerol,0.785146,8,0,313.274,329.993,DG(16:0/18:2),DG(16:0/18:2),DG(16:0/18:2),Glycerolipid,Diacylglycerol,DG,CTL,TRUE,NA
22244,22244,1-Palmitoyl-2-linoleoyl-rac-glycerol,0.772686,9,0,313.274,395.958,DG(16:0/18:2),DG(16:0/18:2),DG(16:0/18:2),Glycerolipid,Diacylglycerol,DG,CTL,TRUE,NA
19428,19428,1-Palmitoyl-2-linoleoyl-rac-glycerol,0.825276,9,0,313.274,367.158,DG(16:0/18:2),DG(16:0/18:2),DG(16:0/18:2),Glycerolipid,Diacylglycerol,DG,CTL,TRUE,NA
7290,7290,Ala-C15:0,0.563109,3,0.679746,314.269,209.889,NA,Ala-C15:0,Ala-C15:0,NA,NA,NA,CTL,FALSE,unclassified_annotation
3734,3734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
2859,2859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4384,4384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3744,3744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4953,4953,Phytosphingosine,0.866709,10,0.28763,318.3,185.614,NA,Phytosphingosine,Phytosphingosine,Sphingolipid,Sphingolipid,NA,CTL,TRUE,NA
6155,6155,Spectral Match to Phytosphingosine from NIST14,0.489669,4,0.958768,318.3,192.302,NA,Phytosphingosine,Phytosphingosine,Sphingolipid,Sphingolipid,NA,CTL,TRUE,NA
4255,4255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13631,13631,cis-13-Docosenoic acid,0.893003,11,0,321.315,279.952,NA,cis-13-Docosenoic acid,cis-13-Docosenoic acid,NA,NA,NA,CTL,FALSE,unclassified_annotation
3575,3575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
5270,5270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4468,4468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4521,4521,Medroxyprogesterone,0.543566,5,0,327.232,173.58,NA,Medroxyprogesterone,Medroxyprogesterone,Steroid,Progestogen,NA,CTL,TRUE,NA
2897,2897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3115,3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4662,4662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
6671,6671,Palmitoylserinol,0.650747,5,0,330.3,206.876,NA,Palmitoylserinol,Palmitoylserinol,Fatty acid amide derivative,NA,NA,CTL,TRUE,NA
4197,4197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4246,4246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
10581,10581,"(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide",0.60245,5,1.46056,334.31,242.007,NA,"(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide","(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide",Fatty acid,Fatty acid,NA,CTL,TRUE,NA
13979,13979,"Monolinolenin (9c,12c,15c)",0.738822,5,0,335.258,288.785,NA,"Monolinolenin (9c,12c,15c)","Monolinolenin (9c,12c,15c)",NA,NA,NA,CTL,FALSE,unclassified_annotation
4143,4143,"Monolinolenin (9c,12c,15c)",0.850425,6,0.273081,335.258,165.624,NA,"Monolinolenin (9c,12c,15c)","Monolinolenin (9c,12c,15c)",NA,NA,NA,CTL,FALSE,unclassified_annotation
4779,4779,"Monolinolenin (9c,12c,15c)",0.850501,10,0.273081,335.258,184.423,NA,"Monolinolenin (9c,12c,15c)","Monolinolenin (9c,12c,15c)",NA,NA,NA,CTL,FALSE,unclassified_annotation
16921,16921,"Monolinolenin (9c,12c,15c)",0.804606,5,0.273081,335.258,318.507,NA,"Monolinolenin (9c,12c,15c)","Monolinolenin (9c,12c,15c)",NA,NA,NA,CTL,FALSE,unclassified_annotation
20434,20434,"Monolinolenin (9c,12c,15c)",0.858896,10,0,335.258,366.691,NA,"Monolinolenin (9c,12c,15c)","Monolinolenin (9c,12c,15c)",NA,NA,NA,CTL,FALSE,unclassified_annotation
18892,18892,"Spectral Match to Monolinolenin (9c,12c,15c) from NIST14",0.857753,8,0.273081,335.258,343.301,NA,"Monolinolenin (9c,12c,15c)","Monolinolenin (9c,12c,15c)",NA,NA,NA,CTL,FALSE,unclassified_annotation
7084,7084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12560,12560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
26214,26214,1-Palmitoyl-2-linoleoyl-rac-glycerol,0.839055,9,0.361932,337.274,470.789,DG(16:0/18:2),DG(16:0/18:2),DG(16:0/18:2),Glycerolipid,Diacylglycerol,DG,CTL,TRUE,NA
5278,5278,1-Monolinoleoyl-rac-glycerol,0.682956,7,0.361932,337.274,192.001,Glyceryl monolinoleate,Glyceryl monolinoleate,Glyceryl monolinoleate,Glycerolipid,Monoacylglycerol,MG,CTL,TRUE,NA
22347,22347,1-Palmitoyl-2-linoleoyl-rac-glycerol,0.717656,8,0.271449,337.274,396.188,DG(16:0/18:2),DG(16:0/18:2),DG(16:0/18:2),Glycerolipid,Diacylglycerol,DG,CTL,TRUE,NA
19066,19066,1-Palmitoyl-2-linoleoyl-rac-glycerol,0.884766,9,0.271449,337.274,344.014,DG(16:0/18:2),DG(16:0/18:2),DG(16:0/18:2),Glycerolipid,Diacylglycerol,DG,CTL,TRUE,NA
14165,14165,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",0.759381,9,2.34514,338.341,279.943,NA,"13-Docosenamide, (Z)-","13-Docosenamide, (Z)-",NA,NA,NA,CTL,FALSE,unclassified_annotation
12482,12482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
11369,11369,1-Oleoyl-2-palmitoyl-rac-glycerol,0.876757,7,3.23804,339.289,244.218,NA,1-Oleoyl-2-palmitoyl-rac-glycerol,1-Oleoyl-2-palmitoyl-rac-glycerol,NA,NA,NA,CTL,FALSE,unclassified_annotation
16629,16629,Docosanamide,0.744505,6,0,340.357,314.639,NA,Docosanamide,Docosanamide,NA,NA,NA,CTL,FALSE,unclassified_annotation
13437,13437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
10798,10798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
29601,29601,1-Stearoyl-rac-glycerol,0.80918,9,0,341.305,547.858,MG(18:0),MG(18:0),MG(18:0),Glycerolipid,Monoacylglycerol,NA,CTL,TRUE,NA
32225,32225,1-Stearoyl-rac-glycerol,0.794733,8,0,341.305,590.467,MG(18:0),MG(18:0),MG(18:0),Glycerolipid,Monoacylglycerol,NA,CTL,TRUE,NA
3951,3951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4450,4450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12296,12296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3902,3902,Iloprost,0.451805,5,0.266741,343.227,150.63,NA,Iloprost,Iloprost,Terpenoid,Diterpenoid,Prostanoid analog,CTL,TRUE,NA
3097,3097,Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium,0.865709,3,1.68902,343.296,114.628,NA,Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium,Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium,NA,NA,NA,CTL,FALSE,unclassified_annotation
