Ontology	Layer	Condition	Class	Term	GO	Genes	Background	Intervals	Fold	q_gene	q_LD	Overlap_genes
MF	Individual lipid species	LIN	AEG	single-stranded RNA binding	GO:0003727	4	219	3	5.05	0.0862	0.045	SORBI_3001G261464;SORBI_3001G261472;SORBI_3008G082150;SORBI_3009G133201
MF	Individual lipid species	LIN	DG	protein serine/threonine phosphatase activity	GO:0004722	2	124	2	15.5	0.0856	0.0419	SORBI_3001G312500;SORBI_3004G096300
MF	Individual lipid species	LIN	FA	transmembrane transporter activity	GO:0022857	18	402	9	1.9	0.0856	0.00816	SORBI_3001G028400;SORBI_3001G031700;SORBI_3001G032200;SORBI_3001G099400;SORBI_3001G169100;SORBI_3002G185300;SORBI_3002G185400;SORBI_3002G185500;SORBI_3002G185600;SORBI_3002G185800;SORBI_3003G076200;SORBI_3004G009200;SORBI_3004G009400;SORBI_3004G009500;SORBI_3004G009900;SORBI_3004G311000;SORBI_3008G081400;SORBI_3008G081500
MF	Individual lipid species	LIN	FA	nucleic acid binding	GO:0003676	26	970	18	1.14	0.569	0.0122	SORBI_3001G028100;SORBI_3001G028200;SORBI_3001G032550;SORBI_3001G034000;SORBI_3001G034600;SORBI_3001G039700;SORBI_3001G099800;SORBI_3001G105200;SORBI_3001G402300;SORBI_3002G262700;SORBI_3002G264200;SORBI_3002G265100;SORBI_3003G087200;SORBI_3003G122500;SORBI_3003G420100;SORBI_3004G004100;SORBI_3004G009000;SORBI_3004G010050;SORBI_3005G117801;SORBI_3005G119950;SORBI_3005G120301;SORBI_3006G183800;SORBI_3006G192000;SORBI_3007G180000;SORBI_3007G212300;SORBI_3010G224300
MF	Individual lipid species	LIN	FA	calmodulin binding	GO:0005516	5	48	5	4.43	0.0743	0.0207	SORBI_3001G031600;SORBI_3003G385100;SORBI_3003G420500;SORBI_3004G061400;SORBI_3008G126200
MF	Individual lipid species	LIN	FA	P-type calcium transporter activity	GO:0005388	3	16	3	7.97	0.0785	0.0213	SORBI_3001G103300;SORBI_3003G420500;SORBI_3004G061400
MF	Individual lipid species	LIN	FA	aldehyde oxygenase (deformylating) activity	GO:0071771	4	27	2	6.29	0.061	0.0213	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3004G342000
MF	Individual lipid species	LIN	FA	ATP binding	GO:0005524	51	2232	30	0.97	0.826	0.0221	SORBI_3001G026000;SORBI_3001G028100;SORBI_3001G028200;SORBI_3001G032300;SORBI_3001G032400;SORBI_3001G033400;SORBI_3001G037400;SORBI_3001G039500;SORBI_3001G060100;SORBI_3001G103300;SORBI_3001G105200;SORBI_3001G211500;SORBI_3001G403200;SORBI_3002G166150;SORBI_3002G186300;SORBI_3002G187400;SORBI_3002G262600;SORBI_3002G262850;SORBI_3002G263700;SORBI_3003G077900;SORBI_3003G088100;SORBI_3003G383100;SORBI_3003G420500;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000;SORBI_3004G009600;SORBI_3004G028600;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G047200;SORBI_3004G059200;SORBI_3004G060900;SORBI_3004G061400;SORBI_3004G066900;SORBI_3004G181500;SORBI_3005G175500;SORBI_3006G187000;SORBI_3006G190300;SORBI_3006G195500;SORBI_3006G216800;SORBI_3006G219300;SORBI_3006G278500;SORBI_3007G059600;SORBI_3007G162400;SORBI_3008G081900;SORBI_3010G213900;SORBI_3010G215300;SORBI_3010G217200;SORBI_3010G217400
MF	Individual lipid species	LIN	FA	helicase activity	GO:0004386	6	59	3	4.32	0.0497	0.0247	SORBI_3001G028100;SORBI_3006G190900;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G195500
MF	Individual lipid species	LIN	FA	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	11.59	0.0374	0.0258	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Individual lipid species	LIN	FA	nitrate transmembrane transporter activity	GO:0015112	3	5	2	25.49	0.00529	0.045	SORBI_3004G009200;SORBI_3004G009400;SORBI_3004G009500
MF	Individual lipid species	LIN	FA	nucleotide transmembrane transporter activity	GO:0015215	2	4	1	21.24	0.0591	0.045	SORBI_3001G100800;SORBI_3001G101100
MF	Individual lipid species	LIN	FA	mRNA binding	GO:0003729	12	474	9	1.08	0.695	0.045	SORBI_3001G036600;SORBI_3001G039400;SORBI_3002G262700;SORBI_3003G122500;SORBI_3003G236701;SORBI_3003G420100;SORBI_3004G047500;SORBI_3004G309900;SORBI_3004G310300;SORBI_3005G119950;SORBI_3005G120301;SORBI_3006G278600
MF	Individual lipid species	LIN	MGDG	pentosyltransferase activity	GO:0016763	3	31	2	33.1	0.00473	0.0213	SORBI_3010G143900;SORBI_3010G144400;SORBI_3010G152500
MF	Individual lipid species	LIN	MGDG	glycosyltransferase activity	GO:0016757	4	270	3	5.07	0.0862	0.0213	SORBI_3010G135300;SORBI_3010G143900;SORBI_3010G144400;SORBI_3010G152500
MF	Individual lipid species	LIN	MGDG	zinc ion binding	GO:0008270	8	909	6	3.01	0.0697	0.0258	SORBI_3010G123500;SORBI_3010G123750;SORBI_3010G134801;SORBI_3010G144050;SORBI_3010G151200;SORBI_3010G151325;SORBI_3010G153600;SORBI_3010G154000
MF	Individual lipid species	LIN	MGDG	DNA-binding transcription factor activity	GO:0003700	5	909	4	1.88	0.423	0.0419	SORBI_3010G110100;SORBI_3010G111800;SORBI_3010G116200;SORBI_3010G148800;SORBI_3010G152700
MF	Individual lipid species	LIN	PC	DNA binding	GO:0003677	63	1166	43	1.34	0.0987	0.00106	SORBI_3001G102300;SORBI_3001G127800;SORBI_3001G210000;SORBI_3001G211500;SORBI_3001G227900;SORBI_3001G233600;SORBI_3001G286700;SORBI_3001G290400;SORBI_3001G338800;SORBI_3001G528200;SORBI_3001G531100;SORBI_3002G026500;SORBI_3002G027401;SORBI_3002G115900;SORBI_3002G116300;SORBI_3002G121600;SORBI_3002G251700;SORBI_3002G253000;SORBI_3002G380200;SORBI_3003G096300;SORBI_3003G105800;SORBI_3003G328700;SORBI_3003G369200;SORBI_3003G370300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800;SORBI_3004G043750;SORBI_3004G102500;SORBI_3004G102700;SORBI_3004G181500;SORBI_3006G017800;SORBI_3006G118150;SORBI_3006G118200;SORBI_3006G120301;SORBI_3006G120400;SORBI_3007G181500;SORBI_3008G071200;SORBI_3008G101300;SORBI_3009G024700;SORBI_3009G024800;SORBI_3009G039000;SORBI_3009G039100;SORBI_3009G039200;SORBI_3009G039600;SORBI_3009G057600;SORBI_3009G083900;SORBI_3009G086800;SORBI_3009G087000;SORBI_3009G087300;SORBI_3009G111200;SORBI_3009G153400;SORBI_3009G172950;SORBI_3009G173400;SORBI_3009G184300;SORBI_3009G237400;SORBI_3009G245500;SORBI_3010G137600;SORBI_3010G215100;SORBI_3010G221400;SORBI_3010G221500;SORBI_3010G224200
MF	Individual lipid species	LIN	PC	ATP binding	GO:0005524	91	2232	63	1.01	0.702	0.00106	SORBI_3001G000400;SORBI_3001G002000;SORBI_3001G037400;SORBI_3001G103300;SORBI_3001G129000;SORBI_3001G168400;SORBI_3001G191500;SORBI_3001G211500;SORBI_3001G228200;SORBI_3001G230000;SORBI_3001G257800;SORBI_3001G258000;SORBI_3001G273500;SORBI_3001G384500;SORBI_3001G435201;SORBI_3001G457800;SORBI_3001G527700;SORBI_3001G527800;SORBI_3002G026300;SORBI_3002G027600;SORBI_3002G027700;SORBI_3002G107900;SORBI_3002G114700;SORBI_3002G114800;SORBI_3002G116200;SORBI_3002G117100;SORBI_3002G155400;SORBI_3002G156400;SORBI_3002G253800;SORBI_3002G307300;SORBI_3003G106000;SORBI_3003G370100;SORBI_3003G370300;SORBI_3003G372200;SORBI_3003G373500;SORBI_3003G375800;SORBI_3003G383100;SORBI_3003G413201;SORBI_3004G011700;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G047200;SORBI_3004G066900;SORBI_3004G104800;SORBI_3004G104900;SORBI_3004G131040;SORBI_3004G181500;SORBI_3004G183800;SORBI_3004G252200;SORBI_3005G098800;SORBI_3005G225800;SORBI_3005G226000;SORBI_3006G163401;SORBI_3006G216800;SORBI_3006G219300;SORBI_3006G228200;SORBI_3006G243700;SORBI_3006G243800;SORBI_3007G038000;SORBI_3007G039400;SORBI_3007G089300;SORBI_3007G090900;SORBI_3007G091400;SORBI_3007G149700;SORBI_3007G149800;SORBI_3007G149900;SORBI_3007G215900;SORBI_3008G099300;SORBI_3008G099600;SORBI_3008G101300;SORBI_3009G011700;SORBI_3009G018450;SORBI_3009G018600;SORBI_3009G019200;SORBI_3009G024800;SORBI_3009G026800;SORBI_3009G038900;SORBI_3009G082200;SORBI_3009G082600;SORBI_3009G084000;SORBI_3009G087000;SORBI_3009G087200;SORBI_3009G129400;SORBI_3009G129700;SORBI_3009G172950;SORBI_3009G173100;SORBI_3009G184200;SORBI_3009G200800;SORBI_3009G251500;SORBI_3009G251800;SORBI_3010G215300
MF	Individual lipid species	LIN	PC	protein kinase activity	GO:0004672	54	1279	43	1.05	0.662	0.00458	SORBI_3001G002000;SORBI_3001G037400;SORBI_3001G168400;SORBI_3001G258000;SORBI_3001G273500;SORBI_3001G384500;SORBI_3001G435201;SORBI_3001G527700;SORBI_3002G027600;SORBI_3002G027700;SORBI_3002G107900;SORBI_3002G114800;SORBI_3002G117100;SORBI_3002G155400;SORBI_3002G307300;SORBI_3003G106000;SORBI_3003G370100;SORBI_3003G372200;SORBI_3003G375800;SORBI_3003G383100;SORBI_3003G413201;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G066900;SORBI_3004G104800;SORBI_3004G104900;SORBI_3004G252200;SORBI_3005G226000;SORBI_3006G163401;SORBI_3006G228200;SORBI_3006G243700;SORBI_3006G243800;SORBI_3007G038000;SORBI_3007G089300;SORBI_3007G149700;SORBI_3007G149800;SORBI_3007G149900;SORBI_3007G215900;SORBI_3008G099300;SORBI_3008G099600;SORBI_3009G011700;SORBI_3009G018450;SORBI_3009G018600;SORBI_3009G019200;SORBI_3009G026800;SORBI_3009G038900;SORBI_3009G082200;SORBI_3009G082600;SORBI_3009G087200;SORBI_3009G129700;SORBI_3009G173100;SORBI_3009G200800;SORBI_3009G251800;SORBI_3010G215300
MF	Individual lipid species	LIN	PC	RNA binding	GO:0003723	40	940	35	1.06	0.662	0.00816	SORBI_3001G001200;SORBI_3001G128200;SORBI_3001G249200;SORBI_3001G312700;SORBI_3001G436600;SORBI_3001G526300;SORBI_3001G527800;SORBI_3002G251800;SORBI_3002G253600;SORBI_3002G380500;SORBI_3003G045200;SORBI_3003G231900;SORBI_3003G374850;SORBI_3003G375000;SORBI_3003G388300;SORBI_3004G019900;SORBI_3004G045300;SORBI_3004G349700;SORBI_3005G018050;SORBI_3006G118300;SORBI_3006G231700;SORBI_3007G014800;SORBI_3007G091600;SORBI_3007G180000;SORBI_3007G183700;SORBI_3007G216401;SORBI_3008G098700;SORBI_3008G099900;SORBI_3008G100000;SORBI_3008G100300;SORBI_3008G100400;SORBI_3008G103900;SORBI_3008G110000;SORBI_3008G179000;SORBI_3009G010300;SORBI_3009G042500;SORBI_3009G083400;SORBI_3009G092900;SORBI_3009G238100;SORBI_3010G224300
MF	Individual lipid species	LIN	PC	nucleotide binding	GO:0000166	46	1133	36	1.01	0.727	0.0139	SORBI_3001G002000;SORBI_3001G103300;SORBI_3001G168400;SORBI_3001G273500;SORBI_3001G384500;SORBI_3001G527700;SORBI_3002G107900;SORBI_3002G114800;SORBI_3002G117100;SORBI_3002G155400;SORBI_3002G253800;SORBI_3003G369200;SORBI_3003G370100;SORBI_3003G373500;SORBI_3003G375800;SORBI_3003G383100;SORBI_3003G413201;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G066900;SORBI_3004G104800;SORBI_3004G104900;SORBI_3004G252200;SORBI_3005G226000;SORBI_3006G228200;SORBI_3006G243700;SORBI_3006G243800;SORBI_3007G037900;SORBI_3007G038000;SORBI_3007G039400;SORBI_3007G089300;SORBI_3007G215900;SORBI_3008G099300;SORBI_3008G099600;SORBI_3008G101300;SORBI_3009G011700;SORBI_3009G018600;SORBI_3009G019200;SORBI_3009G026800;SORBI_3009G038900;SORBI_3009G082200;SORBI_3009G082600;SORBI_3009G129400;SORBI_3009G129700;SORBI_3009G173100;SORBI_3010G215300
MF	Individual lipid species	LIN	PC	steroid Delta-isomerase activity	GO:0004769	5	6	1	20.74	0.000127	0.0213	SORBI_3003G106300;SORBI_3003G106400;SORBI_3003G106600;SORBI_3003G106800;SORBI_3003G107600
MF	Individual lipid species	LIN	PC	cholestenol delta-isomerase activity	GO:0047750	5	6	1	20.74	0.000127	0.0213	SORBI_3003G106300;SORBI_3003G106400;SORBI_3003G106600;SORBI_3003G106800;SORBI_3003G107600
MF	Individual lipid species	LIN	PC	phospholipid scramblase activity	GO:0017128	2	3	2	16.59	0.0697	0.0213	SORBI_3001G192000;SORBI_3001G436900
MF	Individual lipid species	LIN	PC	ATP hydrolysis activity	GO:0016887	22	430	21	1.27	0.447	0.0213	SORBI_3001G000400;SORBI_3001G103300;SORBI_3001G129000;SORBI_3001G229850;SORBI_3001G230000;SORBI_3002G116200;SORBI_3002G156400;SORBI_3002G253800;SORBI_3004G011700;SORBI_3004G047200;SORBI_3004G131040;SORBI_3004G183800;SORBI_3005G098800;SORBI_3005G225800;SORBI_3006G216800;SORBI_3006G219300;SORBI_3007G039300;SORBI_3007G090900;SORBI_3009G087000;SORBI_3009G172950;SORBI_3009G184200;SORBI_3009G251500
MF	Individual lipid species	LIN	PC	single-stranded DNA binding	GO:0003697	6	64	6	2.33	0.265	0.0391	SORBI_3001G528350;SORBI_3003G369200;SORBI_3008G101300;SORBI_3009G024800;SORBI_3009G087000;SORBI_3009G172950
MF	Individual lipid species	LIN	PC	L-aspartate:2-oxoglutarate transaminase activity	GO:0004069	2	5	2	9.95	0.137	0.0419	SORBI_3003G370800;SORBI_3004G104700
MF	Individual lipid species	LIN	PC	serine-type endopeptidase inhibitor activity	GO:0004867	8	72	6	2.76	0.0862	0.045	SORBI_3001G100200;SORBI_3001G168600;SORBI_3004G021600;SORBI_3009G009900;SORBI_3009G010000;SORBI_3009G010150;SORBI_3009G107600;SORBI_3010G132200
MF	Individual lipid species	LIN	PC	calmodulin binding	GO:0005516	5	48	4	2.59	0.265	0.045	SORBI_3002G253800;SORBI_3003G385100;SORBI_3004G181600;SORBI_3004G181700;SORBI_3005G098800
MF	Individual lipid species	LIN	PC	transmembrane transporter activity	GO:0022857	20	402	16	1.24	0.498	0.045	SORBI_3001G099400;SORBI_3001G169100;SORBI_3001G454100;SORBI_3002G116100;SORBI_3002G306300;SORBI_3003G371400;SORBI_3003G371600;SORBI_3003G372100;SORBI_3004G311000;SORBI_3005G088500;SORBI_3008G104500;SORBI_3008G105500;SORBI_3008G106100;SORBI_3008G111100;SORBI_3008G111300;SORBI_3009G084400;SORBI_3009G136100;SORBI_3009G136600;SORBI_3009G152800;SORBI_3010G159400
MF	Individual lipid species	LIN	PC	protein serine/threonine kinase activity	GO:0004674	29	690	23	1.05	0.687	0.045	SORBI_3001G168400;SORBI_3001G273500;SORBI_3001G384500;SORBI_3001G527700;SORBI_3002G027600;SORBI_3002G107900;SORBI_3002G114800;SORBI_3002G155400;SORBI_3003G370100;SORBI_3003G372200;SORBI_3003G413201;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G104800;SORBI_3004G104900;SORBI_3004G252200;SORBI_3005G226000;SORBI_3006G228200;SORBI_3007G038000;SORBI_3007G149700;SORBI_3007G149800;SORBI_3007G149900;SORBI_3009G011700;SORBI_3009G019000;SORBI_3009G019200;SORBI_3009G026800;SORBI_3009G082600;SORBI_3009G087200;SORBI_3009G173100
MF	Individual lipid species	LIN	SQDG	zinc ion binding	GO:0008270	24	909	20	2.46	0.0025	0.00181	SORBI_3010G107901;SORBI_3010G108500;SORBI_3010G113150;SORBI_3010G120500;SORBI_3010G123500;SORBI_3010G123750;SORBI_3010G127550;SORBI_3010G134801;SORBI_3010G136450;SORBI_3010G137333;SORBI_3010G140150;SORBI_3010G140550;SORBI_3010G140575;SORBI_3010G140750;SORBI_3010G141700;SORBI_3010G144050;SORBI_3010G145300;SORBI_3010G151200;SORBI_3010G151325;SORBI_3010G152250;SORBI_3010G153600;SORBI_3010G154000;SORBI_3010G161050;SORBI_3010G164900
MF	Individual lipid species	LIN	SQDG	nucleic acid binding	GO:0003676	23	970	20	2.21	0.0116	0.00211	SORBI_3003G033400;SORBI_3008G091300;SORBI_3010G107901;SORBI_3010G113150;SORBI_3010G123750;SORBI_3010G127550;SORBI_3010G134500;SORBI_3010G134801;SORBI_3010G136450;SORBI_3010G137333;SORBI_3010G140150;SORBI_3010G140550;SORBI_3010G140575;SORBI_3010G140750;SORBI_3010G144050;SORBI_3010G145300;SORBI_3010G145800;SORBI_3010G147250;SORBI_3010G147300;SORBI_3010G147350;SORBI_3010G152250;SORBI_3010G153300;SORBI_3010G161050
MF	Individual lipid species	LIN	SQDG	aspartic-type endopeptidase activity	GO:0004190	8	96	6	7.75	0.000783	0.00282	SORBI_3010G112200;SORBI_3010G126100;SORBI_3010G126700;SORBI_3010G127600;SORBI_3010G128000;SORBI_3010G128800;SORBI_3010G129100;SORBI_3010G129300
MF	Individual lipid species	LIN	SQDG	ATP binding	GO:0005524	25	2232	21	1.04	0.695	0.00458	SORBI_3001G257800;SORBI_3006G025300;SORBI_3008G091300;SORBI_3010G107000;SORBI_3010G119300;SORBI_3010G124700;SORBI_3010G124800;SORBI_3010G126800;SORBI_3010G127200;SORBI_3010G127300;SORBI_3010G133400;SORBI_3010G134000;SORBI_3010G136900;SORBI_3010G137300;SORBI_3010G137400;SORBI_3010G138000;SORBI_3010G138500;SORBI_3010G139100;SORBI_3010G139600;SORBI_3010G143500;SORBI_3010G153300;SORBI_3010G155401;SORBI_3010G163800;SORBI_3010G165300;SORBI_3010G165500
MF	Individual lipid species	LIN	SQDG	pentosyltransferase activity	GO:0016763	5	31	3	15	0.00131	0.0213	SORBI_3010G143900;SORBI_3010G144400;SORBI_3010G152300;SORBI_3010G152400;SORBI_3010G152500
MF	Individual lipid species	LIN	SQDG	ubiquitin protein ligase activity	GO:0061630	12	392	8	2.85	0.0304	0.0213	SORBI_3010G116300;SORBI_3010G125500;SORBI_3010G131900;SORBI_3010G140500;SORBI_3010G154000;SORBI_3010G156800;SORBI_3010G157300;SORBI_3010G157500;SORBI_3010G158100;SORBI_3010G158400;SORBI_3010G158500;SORBI_3010G164900
MF	Individual lipid species	LIN	SQDG	mRNA binding	GO:0003729	15	474	15	2.94	0.0077	0.0265	SORBI_3003G033100;SORBI_3010G113150;SORBI_3010G116600;SORBI_3010G127550;SORBI_3010G134801;SORBI_3010G136450;SORBI_3010G137333;SORBI_3010G140150;SORBI_3010G140550;SORBI_3010G140575;SORBI_3010G140750;SORBI_3010G144050;SORBI_3010G150575;SORBI_3010G152250;SORBI_3010G161050
MF	Individual lipid species	LIN	SQDG	DNA-binding transcription factor activity	GO:0003700	11	909	9	1.13	0.662	0.0273	SORBI_3001G271100;SORBI_3003G033500;SORBI_3010G110100;SORBI_3010G111800;SORBI_3010G116200;SORBI_3010G133566;SORBI_3010G148600;SORBI_3010G148800;SORBI_3010G152700;SORBI_3010G163900;SORBI_3010G164800
MF	Individual lipid species	LIN	SQDG	lactoperoxidase activity	GO:0140825	6	143	5	3.9	0.0697	0.0419	SORBI_3010G128300;SORBI_3010G128400;SORBI_3010G128700;SORBI_3010G140700;SORBI_3010G161600;SORBI_3010G162000
MF	Individual lipid species	LIN	SQDG	glycosyltransferase activity	GO:0016757	6	270	4	2.07	0.331	0.0419	SORBI_3010G135300;SORBI_3010G143900;SORBI_3010G144400;SORBI_3010G152300;SORBI_3010G152400;SORBI_3010G152500
MF	Individual lipid species	LIN	SQDG	protein serine/threonine kinase activity	GO:0004674	10	690	8	1.35	0.52	0.0419	SORBI_3010G119300;SORBI_3010G124700;SORBI_3010G124800;SORBI_3010G127200;SORBI_3010G127300;SORBI_3010G137300;SORBI_3010G137400;SORBI_3010G138500;SORBI_3010G139100;SORBI_3010G163800
MF	Individual lipid species	LIN	SQDG	nucleotide binding	GO:0000166	13	1133	11	1.07	0.695	0.0425	SORBI_3010G107000;SORBI_3010G119300;SORBI_3010G124700;SORBI_3010G124800;SORBI_3010G126800;SORBI_3010G127200;SORBI_3010G127300;SORBI_3010G138500;SORBI_3010G139100;SORBI_3010G139600;SORBI_3010G155401;SORBI_3010G163800;SORBI_3010G165300
MF	Individual lipid species	LIN	SQDG	carbohydrate binding	GO:0030246	6	153	4	3.65	0.0807	0.045	SORBI_3010G119300;SORBI_3010G124700;SORBI_3010G124800;SORBI_3010G126800;SORBI_3010G127200;SORBI_3010G127300
MF	Individual lipid species	LIN	SQDG	peroxidase activity	GO:0004601	6	173	5	3.23	0.105	0.045	SORBI_3010G128300;SORBI_3010G128400;SORBI_3010G128700;SORBI_3010G140700;SORBI_3010G161600;SORBI_3010G162000
MF	Individual lipid species	LIN	SQDG	metal ion binding	GO:0046872	9	566	8	1.48	0.457	0.045	SORBI_3003G033500;SORBI_3010G128300;SORBI_3010G128400;SORBI_3010G128700;SORBI_3010G131900;SORBI_3010G140700;SORBI_3010G146800;SORBI_3010G161600;SORBI_3010G162000
MF	Individual lipid species	LIN	SQDG	FAD binding	GO:0071949	5	72	2	6.46	0.0302	0.0471	SORBI_3010G138000;SORBI_3010G162101;SORBI_3010G162500;SORBI_3010G162800;SORBI_3010G162900
MF	Individual lipid species	LIN	TG	calmodulin binding	GO:0005516	8	48	7	6.19	0.00231	0.00106	SORBI_3001G031600;SORBI_3002G253800;SORBI_3003G083200;SORBI_3003G385100;SORBI_3004G181600;SORBI_3004G181700;SORBI_3008G123100;SORBI_3010G170550
MF	Individual lipid species	LIN	TG	ATP binding	GO:0005524	68	2232	45	1.13	0.447	0.00106	SORBI_3001G009600;SORBI_3001G032300;SORBI_3001G032400;SORBI_3001G033400;SORBI_3001G041800;SORBI_3001G103300;SORBI_3001G105200;SORBI_3001G113800;SORBI_3001G115400;SORBI_3001G117200;SORBI_3001G129000;SORBI_3001G211500;SORBI_3001G251200;SORBI_3002G111900;SORBI_3002G114700;SORBI_3002G114800;SORBI_3002G116200;SORBI_3002G117100;SORBI_3002G253800;SORBI_3002G274600;SORBI_3002G321300;SORBI_3003G041700;SORBI_3003G079800;SORBI_3003G081100;SORBI_3003G082401;SORBI_3003G083500;SORBI_3003G107500;SORBI_3003G267700;SORBI_3003G268900;SORBI_3003G269000;SORBI_3003G271300;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G047200;SORBI_3004G087700;SORBI_3004G089200;SORBI_3004G089300;SORBI_3004G089400;SORBI_3004G127400;SORBI_3004G181500;SORBI_3004G183800;SORBI_3005G175500;SORBI_3005G183900;SORBI_3005G187900;SORBI_3005G191200;SORBI_3006G243700;SORBI_3006G243800;SORBI_3007G210500;SORBI_3008G015600;SORBI_3008G016200;SORBI_3008G081900;SORBI_3008G082500;SORBI_3008G088200;SORBI_3008G101300;SORBI_3008G123000;SORBI_3009G026800;SORBI_3009G038900;SORBI_3009G055600;SORBI_3009G077300;SORBI_3009G083300;SORBI_3009G084000;SORBI_3010G032500;SORBI_3010G073700;SORBI_3010G074000;SORBI_3010G107000;SORBI_3010G155401;SORBI_3010G170150;SORBI_3010G171000
MF	Individual lipid species	LIN	TG	transmembrane transporter activity	GO:0022857	22	402	15	2.03	0.0329	0.00181	SORBI_3001G031700;SORBI_3001G032200;SORBI_3001G133900;SORBI_3001G223100;SORBI_3002G116100;SORBI_3002G185300;SORBI_3002G185400;SORBI_3002G185500;SORBI_3002G185600;SORBI_3003G185100;SORBI_3004G260500;SORBI_3004G311000;SORBI_3008G015700;SORBI_3008G015800;SORBI_3008G016000;SORBI_3008G081200;SORBI_3008G081400;SORBI_3008G081500;SORBI_3008G105500;SORBI_3009G084400;SORBI_3010G133100;SORBI_3010G175900
MF	Individual lipid species	LIN	TG	ATP hydrolysis activity	GO:0016887	23	430	19	1.99	0.0331	0.00181	SORBI_3001G009600;SORBI_3001G103300;SORBI_3001G129000;SORBI_3001G251200;SORBI_3002G116200;SORBI_3002G253800;SORBI_3002G321300;SORBI_3003G267700;SORBI_3003G271300;SORBI_3004G047200;SORBI_3004G087700;SORBI_3004G089200;SORBI_3004G089300;SORBI_3004G089400;SORBI_3004G151000;SORBI_3004G183800;SORBI_3005G183900;SORBI_3007G210500;SORBI_3008G081900;SORBI_3008G088200;SORBI_3008G123000;SORBI_3009G083300;SORBI_3010G171000
MF	Individual lipid species	LIN	TG	nucleotide binding	GO:0000166	37	1133	27	1.21	0.427	0.00458	SORBI_3001G032300;SORBI_3001G032400;SORBI_3001G033400;SORBI_3001G103300;SORBI_3001G113800;SORBI_3001G115400;SORBI_3001G251200;SORBI_3002G111900;SORBI_3002G114800;SORBI_3002G117100;SORBI_3002G253800;SORBI_3002G274600;SORBI_3003G079800;SORBI_3003G081100;SORBI_3003G082401;SORBI_3003G268900;SORBI_3003G269000;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G127400;SORBI_3005G175500;SORBI_3006G243700;SORBI_3006G243800;SORBI_3008G015600;SORBI_3008G016200;SORBI_3008G082500;SORBI_3008G101300;SORBI_3008G123000;SORBI_3009G026800;SORBI_3009G038900;SORBI_3009G055600;SORBI_3009G077300;SORBI_3010G032500;SORBI_3010G107000;SORBI_3010G155401;SORBI_3010G170150;SORBI_3010G171000
MF	Individual lipid species	LIN	TG	DNA binding	GO:0003677	36	1166	23	1.15	0.526	0.00818	SORBI_3001G009700;SORBI_3001G030800;SORBI_3001G034300;SORBI_3001G036800;SORBI_3001G040900;SORBI_3001G102300;SORBI_3001G106000;SORBI_3001G106200;SORBI_3001G127800;SORBI_3001G183200;SORBI_3001G183300;SORBI_3001G211500;SORBI_3001G286700;SORBI_3002G115900;SORBI_3002G116300;SORBI_3002G253000;SORBI_3004G043750;SORBI_3004G140501;SORBI_3004G181500;SORBI_3004G223600;SORBI_3005G204600;SORBI_3006G055300;SORBI_3007G013800;SORBI_3008G072800;SORBI_3008G072900;SORBI_3008G101300;SORBI_3008G148600;SORBI_3008G148700;SORBI_3008G148900;SORBI_3008G149100;SORBI_3008G149650;SORBI_3009G039000;SORBI_3009G039100;SORBI_3009G039200;SORBI_3009G039600;SORBI_3010G170600
MF	Individual lipid species	LIN	TG	ABC-type transporter activity	GO:0140359	10	117	6	3.18	0.031	0.0207	SORBI_3002G321300;SORBI_3003G267700;SORBI_3003G271300;SORBI_3004G087700;SORBI_3004G089200;SORBI_3004G089300;SORBI_3004G089400;SORBI_3005G183900;SORBI_3007G210500;SORBI_3009G083300
MF	Individual lipid species	LIN	TG	ATPase-coupled transmembrane transporter activity	GO:0042626	3	16	1	6.97	0.0862	0.045	SORBI_3004G089200;SORBI_3004G089300;SORBI_3004G089400
MF	Individual lipid species	LIN	TG	UDP-glycosyltransferase activity	GO:0008194	11	200	6	2.04	0.169	0.045	SORBI_3001G030500;SORBI_3001G030600;SORBI_3002G085400;SORBI_3002G085700;SORBI_3002G085800;SORBI_3002G311300;SORBI_3002G311400;SORBI_3004G089000;SORBI_3004G191000;SORBI_3004G191100;SORBI_3008G149000
