Analysis	source	term_id	term_name	FDR	Fold_Enrichment	query	significant	p_value	term_size	query_size	intersection_size	precision	recall	effective_domain_size	source_order	parents	evidence_codes	intersection
CTL_individual	GO:BP	GO:0009407	toxin catabolic process	0.16974160898167648	4.256737588652482	query_1	TRUE	0.16974160898167648	45	564	6	0.010638297872340425	0.13333333333333333	18006	3316		IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3001G318000,SORBI_3001G318500,SORBI_3001G318700,SORBI_3001G319500,SORBI_3003G426500,SORBI_3003G426600
CTL_individual	GO:BP	GO:0006570	tyrosine metabolic process	0.16974160898167648	6.721164613661814	query_1	TRUE	0.16974160898167648	19	564	4	0.0070921985815602835	0.21052631578947367	18006	2173		IBA,IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3002G104200,SORBI_3005G152200
CTL_individual	GO:BP	GO:0019365	pyridine nucleotide salvage	0.17613273787647984	21.28368794326241	query_1	TRUE	0.17613273787647984	3	564	2	0.0035460992907801418	0.6666666666666666	18006	5386		IBA IEA,IEA	SORBI_3001G021000,SORBI_3004G208000
CTL_individual	GO:BP	GO:0048518	positive regulation of biological process	0.1766174432033871	1.5402668906308326	query_1	TRUE	0.1766174432033871	912	564	44	0.07801418439716312	0.04824561403508772	18006	11952		IBA IEA,IBA,IBA,IBA,IEA,IEA,IEA,IBA,IBA IEA,IEA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IEA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IEA,IEA	SORBI_3001G021800,SORBI_3001G221850,SORBI_3001G248100,SORBI_3001G261700,SORBI_3001G261900,SORBI_3001G295600,SORBI_3003G368300,SORBI_3004G137601,SORBI_3004G175700,SORBI_3005G061500,SORBI_3005G110463,SORBI_3006G033001,SORBI_3006G034225,SORBI_3006G036632,SORBI_3006G039800,SORBI_3006G040201,SORBI_3006G040301,SORBI_3006G040800,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3006G208800,SORBI_3007G086032,SORBI_3007G090400,SORBI_3007G103350,SORBI_3007G103732,SORBI_3007G106800,SORBI_3007G112301,SORBI_3008G088887,SORBI_3008G094500,SORBI_3008G103132,SORBI_3008G103500,SORBI_3009G095480,SORBI_3009G095560,SORBI_3010G127550,SORBI_3010G134801,SORBI_3010G140150,SORBI_3010G140750,SORBI_3010G141700,SORBI_3010G143600,SORBI_3010G194600
CTL_individual	GO:BP	GO:0006749	glutathione metabolic process	0.19783626248456346	2.752201027146002	query_1	TRUE	0.19783626248456346	116	564	10	0.01773049645390071	0.08620689655172414	18006	2321		IBA IEA,IBA IEA,IBA IEA,IBA IEA,IBA IEA,IBA IEA,IBA IEA,IBA IEA,IBA IEA,IBA IEA	SORBI_3001G318000,SORBI_3001G318500,SORBI_3001G318600,SORBI_3001G318700,SORBI_3001G319000,SORBI_3001G319300,SORBI_3001G319500,SORBI_3003G426300,SORBI_3003G426500,SORBI_3003G426600
CTL_individual	GO:BP	GO:0016054	organic acid catabolic process	0.19901283269084521	2.5633638763783195	query_1	TRUE	0.19901283269084521	137	564	11	0.01950354609929078	0.08029197080291971	18006	4844		IBA,IEA,IBA,IBA,IBA,IBA,IBA,IBA,IBA IEA,IBA IEA,IEA	SORBI_3001G023200,SORBI_3001G260701,SORBI_3002G041100,SORBI_3002G041200,SORBI_3002G042400,SORBI_3002G104200,SORBI_3005G152200,SORBI_3008G062200,SORBI_3008G062500,SORBI_3009G111400,SORBI_3010G141600
CTL_individual	GO:BP	GO:0009404	toxin metabolic process	0.19901283269084521	3.9092488059053405	query_1	TRUE	0.19901283269084521	49	564	6	0.010638297872340425	0.12244897959183673	18006	3315		IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3001G318000,SORBI_3001G318500,SORBI_3001G318700,SORBI_3001G319500,SORBI_3003G426500,SORBI_3003G426600
CTL_individual	GO:BP	GO:0046395	carboxylic acid catabolic process	0.19901283269084521	2.5633638763783195	query_1	TRUE	0.19901283269084521	137	564	11	0.01950354609929078	0.08029197080291971	18006	11315		IBA,IEA,IBA,IBA,IBA,IBA,IBA,IBA,IBA IEA,IBA IEA,IEA	SORBI_3001G023200,SORBI_3001G260701,SORBI_3002G041100,SORBI_3002G041200,SORBI_3002G042400,SORBI_3002G104200,SORBI_3005G152200,SORBI_3008G062200,SORBI_3008G062500,SORBI_3009G111400,SORBI_3010G141600
CTL_individual	GO:BP	GO:0048522	positive regulation of cellular process	0.19901283269084521	1.553553864471709	query_1	TRUE	0.19901283269084521	822	564	40	0.07092198581560284	0.04866180048661801	18006	11956		IBA IEA,IBA,IBA,IBA,IEA,IEA,IEA,IBA,IBA IEA,IBA,IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3001G021800,SORBI_3001G221850,SORBI_3001G248100,SORBI_3001G261700,SORBI_3001G261900,SORBI_3001G295600,SORBI_3003G368300,SORBI_3004G137601,SORBI_3004G175700,SORBI_3005G110463,SORBI_3006G033001,SORBI_3006G034225,SORBI_3006G036632,SORBI_3006G040201,SORBI_3006G040301,SORBI_3006G040800,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3006G208800,SORBI_3007G086032,SORBI_3007G090400,SORBI_3007G103350,SORBI_3007G103732,SORBI_3007G106800,SORBI_3007G112301,SORBI_3008G088887,SORBI_3008G094500,SORBI_3008G103132,SORBI_3008G103500,SORBI_3009G095480,SORBI_3009G095560,SORBI_3010G127550,SORBI_3010G134801,SORBI_3010G140150,SORBI_3010G140750,SORBI_3010G141700
CTL_individual	GO:BP	GO:0001732	formation of cytoplasmic translation initiation complex	0.2086576281371712	5.804642166344294	query_1	TRUE	0.2086576281371712	22	564	4	0.0070921985815602835	0.18181818181818182	18006	398		IEA,IEA,IBA,IEA	SORBI_3002G044000,SORBI_3006G044600,SORBI_3008G095500,SORBI_3009G234400
