Analysis	source	term_id	term_name	FDR	Fold_Enrichment	query	significant	p_value	term_size	query_size	intersection_size	precision	recall	effective_domain_size	source_order	parents	evidence_codes	intersection
CTL_individual__20pct__recurrent	GO:BP	GO:0006112	energy reserve metabolic process	0.41196373047671886	5.2282229965156795	query_1	TRUE	0.41196373047671886	28	123	1	0.008130081300813009	0.03571428571428571	18006	1870		IEA	SORBI_3007G101500
CTL_individual__20pct__recurrent	GO:BP	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	0.41196373047671886	2.6616407982261645	query_1	TRUE	0.41196373047671886	110	123	2	0.016260162601626018	0.01818181818181818	18006	2413		IBA,IBA IEA	SORBI_3001G357400,SORBI_3005G114800
CTL_individual__20pct__recurrent	GO:BP	GO:0006534	cysteine metabolic process	0.41196373047671886	5.2282229965156795	query_1	TRUE	0.41196373047671886	28	123	1	0.008130081300813009	0.03571428571428571	18006	2143		IEA	SORBI_3001G357300
CTL_individual__20pct__recurrent	GO:BP	GO:0046474	glycerophospholipid biosynthetic process	0.41196373047671886	2.71093044263776	query_1	TRUE	0.41196373047671886	108	123	2	0.016260162601626018	0.018518518518518517	18006	11352		IEA,IEA	SORBI_3008G062300,SORBI_3008G062400
CTL_individual__20pct__recurrent	GO:BP	GO:0019684	photosynthesis, light reaction	0.41196373047671886	2.6616407982261645	query_1	TRUE	0.41196373047671886	110	123	2	0.016260162601626018	0.01818181818181818	18006	5600		IEA,IEA	SORBI_3007G071500,SORBI_3008G131700
CTL_individual__20pct__recurrent	GO:BP	GO:0016116	carotenoid metabolic process	0.41196373047671886	5.2282229965156795	query_1	TRUE	0.41196373047671886	28	123	1	0.008130081300813009	0.03571428571428571	18006	4888		IBA IEA	SORBI_3006G049200
CTL_individual__20pct__recurrent	GO:BP	GO:0048653	anther development	0.41196373047671886	5.2282229965156795	query_1	TRUE	0.41196373047671886	28	123	1	0.008130081300813009	0.03571428571428571	18006	12062		IEA	SORBI_3001G222700
CTL_individual__20pct__recurrent	GO:BP	GO:0010256	endomembrane system organization	0.41257205452763	2.6376620522961987	query_1	TRUE	0.41257205452763	111	123	2	0.016260162601626018	0.018018018018018018	18006	3861		IBA,IBA	SORBI_3001G357400,SORBI_3006G046700
CTL_individual__20pct__recurrent	GO:BP	GO:0008152	metabolic process	0.41690248043930217	1.0580782375788318	query_1	TRUE	0.41690248043930217	12867	123	93	0.7560975609756098	0.007227792026113313	18006	2985		IBA,IEA,IEA,IBA IEA,IEA,IEA,IBA,IBA,IBA IEA,IBA,IEA,IBA,IBA,IBA,IEA,IEA,IBA IEA,IBA IEA,IBA IEA,IBA,IBA IEA,IBA IEA,IEA,IBA IEA,IBA IEA,IEA,IBA,IBA,IEA,IEA,IBA,IBA,IBA IEA,IBA,IBA,IEA,IEA,IBA,IBA IEA,IBA,IEA,IBA,IBA IEA,IBA,IEA,IBA,IBA IEA,IBA,IEA,IEA,IEA,IBA IEA,IEA,IBA IEA,IEA,IEA,IEA,IBA,IEA,IBA,IEA,IBA IEA,IBA IEA,IBA IEA,IEA,IEA,IEA,IEA,IBA,IBA IEA,IBA IEA,IBA IEA,IBA IEA,IEA,IBA,IBA,IBA,IBA IEA,IBA IEA,IBA IEA,IEA,IEA,IBA IEA,IBA,IBA IEA,IEA,IEA,IEA,IBA,IBA,IEA,IEA,IBA IEA	SORBI_3001G222200,SORBI_3001G222300,SORBI_3001G222600,SORBI_3001G222700,SORBI_3001G224000,SORBI_3001G225700,SORBI_3001G254200,SORBI_3001G259000,SORBI_3001G318000,SORBI_3001G355000,SORBI_3001G356300,SORBI_3001G356500,SORBI_3001G356600,SORBI_3001G357200,SORBI_3001G357300,SORBI_3001G357900,SORBI_3002G039600,SORBI_3002G041100,SORBI_3002G041200,SORBI_3002G041800,SORBI_3002G042400,SORBI_3002G042500,SORBI_3002G042600,SORBI_3002G043000,SORBI_3002G044000,SORBI_3002G044100,SORBI_3002G044700,SORBI_3002G044800,SORBI_3002G148166,SORBI_3004G130001,SORBI_3004G137601,SORBI_3005G110463,SORBI_3005G152200,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G042500,SORBI_3006G042900,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G047200,SORBI_3006G047400,SORBI_3006G048925,SORBI_3006G049200,SORBI_3006G049450,SORBI_3006G049600,SORBI_3006G049666,SORBI_3006G049900,SORBI_3006G080300,SORBI_3006G248100,SORBI_3006G277700,SORBI_3006G277900,SORBI_3006G278500,SORBI_3006G278600,SORBI_3006G279100,SORBI_3006G279400,SORBI_3007G071000,SORBI_3007G071100,SORBI_3007G071200,SORBI_3007G071300,SORBI_3007G071400,SORBI_3007G071500,SORBI_3007G071600,SORBI_3007G090412,SORBI_3007G090421,SORBI_3007G101500,SORBI_3007G110500,SORBI_3007G110700,SORBI_3007G112100,SORBI_3008G062200,SORBI_3008G062300,SORBI_3008G062400,SORBI_3008G062500,SORBI_3008G095500,SORBI_3008G096200,SORBI_3008G096300,SORBI_3008G105800,SORBI_3008G106200,SORBI_3008G131300,SORBI_3008G131400,SORBI_3008G131500,SORBI_3008G131651,SORBI_3008G131700,SORBI_3008G131800,SORBI_3008G132600,SORBI_3008G132700,SORBI_3008G133100,SORBI_3008G133200,SORBI_3009G092100,SORBI_3009G095480,SORBI_3009G095560,SORBI_3009G111000,SORBI_3009G111200,SORBI_3009G111400
CTL_individual__20pct__recurrent	GO:BP	GO:0006084	acetyl-CoA metabolic process	0.41690248043930217	5.047939444911691	query_1	TRUE	0.41690248043930217	29	123	1	0.008130081300813009	0.034482758620689655	18006	1848		IBA	SORBI_3008G132700
CTL_individual__20pct__recurrent	GO:BP	GO:0016036	cellular response to phosphate starvation	0.41690248043930217	5.047939444911691	query_1	TRUE	0.41690248043930217	29	123	1	0.008130081300813009	0.034482758620689655	18006	4830		IEA	SORBI_3001G259100
CTL_individual__20pct__recurrent	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	0.41690248043930217	5.047939444911691	query_1	TRUE	0.41690248043930217	29	123	1	0.008130081300813009	0.034482758620689655	18006	15826		IEA	SORBI_3001G222300
CTL_individual__20pct__recurrent	GO:BP	GO:0170041	non-proteinogenic amino acid metabolic process	0.4265039027698316	4.879674796747968	query_1	TRUE	0.4265039027698316	30	123	1	0.008130081300813009	0.03333333333333333	18006	19050		IEA	SORBI_3001G357300
CTL_individual__20pct__recurrent	GO:BP	GO:0009744	response to sucrose	0.4265039027698316	4.879674796747968	query_1	TRUE	0.4265039027698316	30	123	1	0.008130081300813009	0.03333333333333333	18006	3481		IEA	SORBI_3006G044600
CTL_individual__20pct__recurrent	GO:BP	GO:0051129	negative regulation of cellular component organization	0.4308598755544542	4.722265932336743	query_1	TRUE	0.4308598755544542	31	123	1	0.008130081300813009	0.03225806451612903	18006	12628		IBA	SORBI_3002G039600
CTL_individual__20pct__recurrent	GO:BP	GO:0034285	response to disaccharide	0.4308598755544542	4.722265932336743	query_1	TRUE	0.4308598755544542	31	123	1	0.008130081300813009	0.03225806451612903	18006	7969		IEA	SORBI_3006G044600
CTL_individual__20pct__recurrent	GO:BP	GO:0043484	regulation of RNA splicing	0.4308598755544542	4.722265932336743	query_1	TRUE	0.4308598755544542	31	123	1	0.008130081300813009	0.03225806451612903	18006	10051		IBA	SORBI_3001G356500
CTL_individual__20pct__recurrent	GO:BP	GO:0033043	regulation of organelle organization	0.4308598755544542	2.5023973316656245	query_1	TRUE	0.4308598755544542	117	123	2	0.016260162601626018	0.017094017094017096	18006	7482		IBA,IBA	SORBI_3002G039600,SORBI_3006G050000
CTL_individual__20pct__recurrent	GO:BP	GO:0098754	detoxification	0.4308598755544542	1.7690663915702602	query_1	TRUE	0.4308598755544542	331	123	4	0.032520325203252036	0.012084592145015106	18006	17633		IBA,IEA,IEA,IEA	SORBI_3001G318000,SORBI_3002G042400,SORBI_3006G277550,SORBI_3006G277700
CTL_individual__20pct__recurrent	GO:BP	GO:0015914	phospholipid transport	0.43496866786198596	4.57469512195122	query_1	TRUE	0.43496866786198596	32	123	1	0.008130081300813009	0.03125	18006	4771		IBA IEA	SORBI_3006G040500
CTL_individual__20pct__recurrent	GO:BP	GO:0009081	branched-chain amino acid metabolic process	0.43496866786198596	4.57469512195122	query_1	TRUE	0.43496866786198596	32	123	1	0.008130081300813009	0.03125	18006	3106		IBA	SORBI_3008G062200
CTL_individual__20pct__recurrent	GO:BP	GO:0009636	response to toxic substance	0.43496866786198596	1.7479432107753914	query_1	TRUE	0.43496866786198596	335	123	4	0.032520325203252036	0.011940298507462687	18006	3397		IBA,IEA,IEA,IEA	SORBI_3001G318000,SORBI_3002G042400,SORBI_3006G277550,SORBI_3006G277700
CTL_individual__20pct__recurrent	GO:BP	GO:1901568	fatty acid derivative metabolic process	0.43496866786198596	4.57469512195122	query_1	TRUE	0.43496866786198596	32	123	1	0.008130081300813009	0.03125	18006	20164		IEA	SORBI_3001G222700
CTL_individual__20pct__recurrent	GO:BP	GO:0030422	siRNA processing	0.43496866786198596	4.57469512195122	query_1	TRUE	0.43496866786198596	32	123	1	0.008130081300813009	0.03125	18006	6356		IBA	SORBI_3002G043000
CTL_individual__20pct__recurrent	GO:BP	GO:0050790	regulation of catalytic activity	0.43499991829141443	2.439837398373984	query_1	TRUE	0.43499991829141443	120	123	2	0.016260162601626018	0.016666666666666666	18006	12398		IEA,IBA	SORBI_3001G222300,SORBI_3006G050000
CTL_individual__20pct__recurrent	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.43884451250025097	4.436067997043607	query_1	TRUE	0.43884451250025097	33	123	1	0.008130081300813009	0.030303030303030304	18006	1297		IEA	SORBI_3006G039800
CTL_individual__20pct__recurrent	GO:BP	GO:0032103	positive regulation of response to external stimulus	0.43884451250025097	4.436067997043607	query_1	TRUE	0.43884451250025097	33	123	1	0.008130081300813009	0.030303030303030304	18006	6889		IEA	SORBI_3006G039800
CTL_individual__20pct__recurrent	GO:BP	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	0.43884451250025097	4.436067997043607	query_1	TRUE	0.43884451250025097	33	123	1	0.008130081300813009	0.030303030303030304	18006	3182		IBA IEA	SORBI_3006G278500
CTL_individual__20pct__recurrent	GO:BP	GO:0009127	purine nucleoside monophosphate biosynthetic process	0.43884451250025097	4.436067997043607	query_1	TRUE	0.43884451250025097	33	123	1	0.008130081300813009	0.030303030303030304	18006	3144		IBA IEA	SORBI_3006G278500
CTL_individual__20pct__recurrent	GO:BP	GO:0033044	regulation of chromosome organization	0.4393171496939833	4.305595408895266	query_1	TRUE	0.4393171496939833	34	123	1	0.008130081300813009	0.029411764705882353	18006	7483		IBA	SORBI_3002G039600
CTL_individual__20pct__recurrent	GO:BP	GO:0016926	protein desumoylation	0.4393171496939833	4.305595408895266	query_1	TRUE	0.4393171496939833	34	123	1	0.008130081300813009	0.029411764705882353	18006	5007		IBA	SORBI_3008G131500
CTL_individual__20pct__recurrent	GO:BP	GO:0017004	cytochrome complex assembly	0.4393171496939833	4.305595408895266	query_1	TRUE	0.4393171496939833	34	123	1	0.008130081300813009	0.029411764705882353	18006	5014		IEA	SORBI_3008G096300
CTL_individual__20pct__recurrent	GO:BP	GO:0019252	starch biosynthetic process	0.4393171496939833	4.305595408895266	query_1	TRUE	0.4393171496939833	34	123	1	0.008130081300813009	0.029411764705882353	18006	5298		IEA	SORBI_3007G101500
CTL_individual__20pct__recurrent	GO:BP	GO:0065009	regulation of molecular function	0.4393171496939833	2.3803291691453503	query_1	TRUE	0.4393171496939833	123	123	2	0.016260162601626018	0.016260162601626018	18006	14786		IEA,IBA	SORBI_3001G222300,SORBI_3006G050000
CTL_individual__20pct__recurrent	GO:BP	GO:0031647	regulation of protein stability	0.4393171496939833	4.305595408895266	query_1	TRUE	0.4393171496939833	34	123	1	0.008130081300813009	0.029411764705882353	18006	6794		IBA	SORBI_3002G042600
CTL_individual__20pct__recurrent	GO:BP	GO:0031349	positive regulation of defense response	0.4393171496939833	4.305595408895266	query_1	TRUE	0.4393171496939833	34	123	1	0.008130081300813009	0.029411764705882353	18006	6684		IEA	SORBI_3006G039800
CTL_individual__20pct__recurrent	GO:BP	GO:1990748	cellular detoxification	0.4427976227171678	1.8929772918418841	query_1	TRUE	0.4427976227171678	232	123	3	0.024390243902439025	0.01293103448275862	18006	23423		IEA,IEA,IEA	SORBI_3002G042400,SORBI_3006G277550,SORBI_3006G277700
CTL_individual__20pct__recurrent	GO:BP	GO:0009167	purine ribonucleoside monophosphate metabolic process	0.4427976227171678	4.182578397212544	query_1	TRUE	0.4427976227171678	35	123	1	0.008130081300813009	0.02857142857142857	18006	3181		IBA IEA	SORBI_3006G278500
CTL_individual__20pct__recurrent	GO:BP	GO:0009126	purine nucleoside monophosphate metabolic process	0.4427976227171678	4.182578397212544	query_1	TRUE	0.4427976227171678	35	123	1	0.008130081300813009	0.02857142857142857	18006	3143		IBA IEA	SORBI_3006G278500
CTL_individual__20pct__recurrent	GO:BP	GO:0006635	fatty acid beta-oxidation	0.4427976227171678	4.182578397212544	query_1	TRUE	0.4427976227171678	35	123	1	0.008130081300813009	0.02857142857142857	18006	2224		IBA IEA	SORBI_3009G111400
CTL_individual__20pct__recurrent	GO:BP	GO:0097237	cellular response to toxic substance	0.4427976227171678	1.8929772918418841	query_1	TRUE	0.4427976227171678	232	123	3	0.024390243902439025	0.01293103448275862	18006	17331		IEA,IEA,IEA	SORBI_3002G042400,SORBI_3006G277550,SORBI_3006G277700
CTL_individual__20pct__recurrent	GO:BP	GO:0048466	androecium development	0.4445387132907612	4.06639566395664	query_1	TRUE	0.4445387132907612	36	123	1	0.008130081300813009	0.027777777777777776	18006	11918		IEA	SORBI_3001G222700
CTL_individual__20pct__recurrent	GO:BP	GO:0048443	stamen development	0.4445387132907612	4.06639566395664	query_1	TRUE	0.4445387132907612	36	123	1	0.008130081300813009	0.027777777777777776	18006	11895		IEA	SORBI_3001G222700
CTL_individual__20pct__recurrent	GO:BP	GO:0019395	fatty acid oxidation	0.4445387132907612	4.06639566395664	query_1	TRUE	0.4445387132907612	36	123	1	0.008130081300813009	0.027777777777777776	18006	5411		IBA IEA	SORBI_3009G111400
CTL_individual__20pct__recurrent	GO:BP	GO:0045017	glycerolipid biosynthetic process	0.4445387132907612	2.28734756097561	query_1	TRUE	0.4445387132907612	128	123	2	0.016260162601626018	0.015625	18006	10472		IEA,IEA	SORBI_3008G062300,SORBI_3008G062400
CTL_individual__20pct__recurrent	GO:BP	GO:0043254	regulation of protein-containing complex assembly	0.4445387132907612	4.06639566395664	query_1	TRUE	0.4445387132907612	36	123	1	0.008130081300813009	0.027777777777777776	18006	9920		IBA	SORBI_3006G046700
CTL_individual__20pct__recurrent	GO:BP	GO:0006091	generation of precursor metabolites and energy	0.4445387132907612	1.5673473651224734	query_1	TRUE	0.4445387132907612	467	123	5	0.04065040650406504	0.010706638115631691	18006	1853		IEA,IEA,IEA,IEA,IEA	SORBI_3002G044100,SORBI_3007G071500,SORBI_3007G101500,SORBI_3008G131700,SORBI_3008G132700
CTL_individual__20pct__recurrent	GO:BP	GO:0035672	oligopeptide transmembrane transport	0.452268714037133	3.956493078444298	query_1	TRUE	0.452268714037133	37	123	1	0.008130081300813009	0.02702702702702703	18006	8561		IEA	SORBI_3001G223100
CTL_individual__20pct__recurrent	GO:BP	GO:0006541	glutamine metabolic process	0.452268714037133	3.956493078444298	query_1	TRUE	0.452268714037133	37	123	1	0.008130081300813009	0.02702702702702703	18006	2148		IEA	SORBI_3006G278500
CTL_individual__20pct__recurrent	GO:BP	GO:0000096	sulfur amino acid metabolic process	0.4613951870641073	3.852374839537869	query_1	TRUE	0.4613951870641073	38	123	1	0.008130081300813009	0.02631578947368421	18006	41		IEA	SORBI_3001G357300
CTL_individual__20pct__recurrent	GO:BP	GO:0015031	protein transport	0.4623818098458442	1.4566193423128262	query_1	TRUE	0.4623818098458442	603	123	6	0.04878048780487805	0.009950248756218905	18006	4557		IBA,IBA IEA,IEA,IEA,IEA,IBA	SORBI_3001G357400,SORBI_3002G043300,SORBI_3005G114800,SORBI_3006G046700,SORBI_3006G047100,SORBI_3006G050000
CTL_individual__20pct__recurrent	GO:BP	GO:0006826	iron ion transport	0.4681219085712322	3.753595997498437	query_1	TRUE	0.4681219085712322	39	123	1	0.008130081300813009	0.02564102564102564	18006	2373		IEA	SORBI_3008G096300
CTL_individual__20pct__recurrent	GO:BP	GO:0008610	lipid biosynthetic process	0.4681219085712322	1.4470205328082935	query_1	TRUE	0.4681219085712322	607	123	6	0.04878048780487805	0.009884678747940691	18006	3066		IEA,IEA,IEA,IEA,IEA,IBA	SORBI_3001G222700,SORBI_3007G071600,SORBI_3007G112100,SORBI_3008G062300,SORBI_3008G062400,SORBI_3008G132700
CTL_individual__20pct__recurrent	GO:BP	GO:0006338	chromatin remodeling	0.4694686244003092	1.7852468768590126	query_1	TRUE	0.4694686244003092	246	123	3	0.024390243902439025	0.012195121951219513	18006	2018		IEA,IEA,IBA	SORBI_3002G043100,SORBI_3006G080300,SORBI_3008G132600
CTL_individual__20pct__recurrent	GO:BP	GO:0048583	regulation of response to stimulus	0.47042306903218056	1.6086839989279016	query_1	TRUE	0.47042306903218056	364	123	4	0.032520325203252036	0.01098901098901099	18006	12005		IBA IEA,IBA IEA,IEA,IEA	SORBI_3001G259400,SORBI_3001G259600,SORBI_3002G041400,SORBI_3006G039800
CTL_individual__20pct__recurrent	GO:BP	GO:0080135	regulation of cellular response to stress	0.47281355339963876	3.659756097560976	query_1	TRUE	0.47281355339963876	40	123	1	0.008130081300813009	0.025	18006	16634		IEA	SORBI_3002G041400
CTL_individual__20pct__recurrent	GO:BP	GO:0072522	purine-containing compound biosynthetic process	0.47706312756764163	2.121597737716508	query_1	TRUE	0.47706312756764163	138	123	2	0.016260162601626018	0.014492753623188406	18006	16246		IBA IEA,IBA	SORBI_3006G278500,SORBI_3008G132700
CTL_individual__20pct__recurrent	GO:BP	GO:0009062	fatty acid catabolic process	0.4798418949731538	3.5704937537180252	query_1	TRUE	0.4798418949731538	41	123	1	0.008130081300813009	0.024390243902439025	18006	3098		IBA IEA	SORBI_3009G111400
CTL_individual__20pct__recurrent	GO:BP	GO:0006414	translational elongation	0.48670846864364714	3.48548199767712	query_1	TRUE	0.48670846864364714	42	123	1	0.008130081300813009	0.023809523809523808	18006	2064		IBA IEA	SORBI_3008G131800
CTL_individual__20pct__recurrent	GO:BP	GO:0007030	Golgi organization	0.48670846864364714	3.48548199767712	query_1	TRUE	0.48670846864364714	42	123	1	0.008130081300813009	0.023809523809523808	18006	2502		IBA	SORBI_3001G357400
CTL_individual__20pct__recurrent	GO:BP	GO:0009640	photomorphogenesis	0.4950453654466136	3.404424276800908	query_1	TRUE	0.4950453654466136	43	123	1	0.008130081300813009	0.023255813953488372	18006	3401		IEA	SORBI_3002G043100
CTL_individual__20pct__recurrent	GO:BP	GO:0000723	telomere maintenance	0.5080230415709824	3.2531165311653116	query_1	TRUE	0.5080230415709824	45	123	1	0.008130081300813009	0.022222222222222223	18006	199		IBA IEA	SORBI_3002G039600
CTL_individual__20pct__recurrent	GO:BP	GO:0009407	toxin catabolic process	0.5080230415709824	3.2531165311653116	query_1	TRUE	0.5080230415709824	45	123	1	0.008130081300813009	0.022222222222222223	18006	3316		IBA	SORBI_3001G318000
CTL_individual__20pct__recurrent	GO:BP	GO:0032200	telomere organization	0.5080230415709824	3.2531165311653116	query_1	TRUE	0.5080230415709824	45	123	1	0.008130081300813009	0.022222222222222223	18006	6907		IBA IEA	SORBI_3002G039600
CTL_individual__20pct__recurrent	GO:BP	GO:0033993	response to lipid	0.5080230415709824	1.5328821351040738	query_1	TRUE	0.5080230415709824	382	123	4	0.032520325203252036	0.010471204188481676	18006	7811		IEA,IBA IEA,IBA IEA,IEA	SORBI_3001G222700,SORBI_3001G259400,SORBI_3001G259600,SORBI_3006G044600
CTL_individual__20pct__recurrent	GO:BP	GO:0006650	glycerophospholipid metabolic process	0.5258190411539968	1.9389436278468748	query_1	TRUE	0.5258190411539968	151	123	2	0.016260162601626018	0.013245033112582781	18006	2237		IEA,IEA	SORBI_3008G062300,SORBI_3008G062400
CTL_individual__20pct__recurrent	GO:BP	GO:0044085	cellular component biogenesis	0.5259347147967054	1.2358347528218183	query_1	TRUE	0.5259347147967054	1303	123	11	0.08943089430894309	0.00844205679201842	18006	10211		IEA,IBA,IBA,IEA,IEA,IBA,IEA,IEA,IBA,IEA,IEA	SORBI_3001G222700,SORBI_3001G355000,SORBI_3001G357200,SORBI_3002G044000,SORBI_3006G044600,SORBI_3006G046700,SORBI_3007G071500,SORBI_3008G062000,SORBI_3008G095500,SORBI_3008G096300,SORBI_3008G131700
CTL_individual__20pct__recurrent	GO:BP	GO:0005982	starch metabolic process	0.5280721113353413	3.0497967479674797	query_1	TRUE	0.5280721113353413	48	123	1	0.008130081300813009	0.020833333333333332	18006	1767		IEA	SORBI_3007G101500
CTL_individual__20pct__recurrent	GO:BP	GO:0015994	chlorophyll metabolic process	0.5280721113353413	3.0497967479674797	query_1	TRUE	0.5280721113353413	48	123	1	0.008130081300813009	0.020833333333333332	18006	4824		IBA IEA	SORBI_3006G049200
CTL_individual__20pct__recurrent	GO:BP	GO:0006081	aldehyde metabolic process	0.5280721113353413	3.0497967479674797	query_1	TRUE	0.5280721113353413	48	123	1	0.008130081300813009	0.020833333333333332	18006	1845		IEA	SORBI_3002G042400
CTL_individual__20pct__recurrent	GO:BP	GO:0009404	toxin metabolic process	0.5339189930374936	2.98755599800896	query_1	TRUE	0.5339189930374936	49	123	1	0.008130081300813009	0.02040816326530612	18006	3315		IBA	SORBI_3001G318000
CTL_individual__20pct__recurrent	GO:BP	GO:0034440	lipid oxidation	0.5339189930374936	2.98755599800896	query_1	TRUE	0.5339189930374936	49	123	1	0.008130081300813009	0.02040816326530612	18006	8060		IBA IEA	SORBI_3009G111400
CTL_individual__20pct__recurrent	GO:BP	GO:0051640	organelle localization	0.537298567338862	1.8648438713686502	query_1	TRUE	0.537298567338862	157	123	2	0.016260162601626018	0.012738853503184714	18006	12929		IBA,IBA	SORBI_3002G043300,SORBI_3006G046700
CTL_individual__20pct__recurrent	GO:BP	GO:0070918	regulatory ncRNA processing	0.537298567338862	2.927804878048781	query_1	TRUE	0.537298567338862	50	123	1	0.008130081300813009	0.02	18006	15242		IBA	SORBI_3002G043000
CTL_individual__20pct__recurrent	GO:BP	GO:0006637	acyl-CoA metabolic process	0.537298567338862	2.927804878048781	query_1	TRUE	0.537298567338862	50	123	1	0.008130081300813009	0.02	18006	2226		IBA	SORBI_3008G132700
CTL_individual__20pct__recurrent	GO:BP	GO:0006099	tricarboxylic acid cycle	0.537298567338862	2.927804878048781	query_1	TRUE	0.537298567338862	50	123	1	0.008130081300813009	0.02	18006	1858		IEA	SORBI_3008G132700
CTL_individual__20pct__recurrent	GO:BP	GO:0009156	ribonucleoside monophosphate biosynthetic process	0.5434980571652965	2.8703969392635105	query_1	TRUE	0.5434980571652965	51	123	1	0.008130081300813009	0.0196078431372549	18006	3173		IBA IEA	SORBI_3006G278500
CTL_individual__20pct__recurrent	GO:BP	GO:0008654	phospholipid biosynthetic process	0.5461304472205583	1.829878048780488	query_1	TRUE	0.5461304472205583	160	123	2	0.016260162601626018	0.0125	18006	3085		IEA,IEA	SORBI_3008G062300,SORBI_3008G062400
CTL_individual__20pct__recurrent	GO:BP	GO:0000272	polysaccharide catabolic process	0.5461304472205583	1.829878048780488	query_1	TRUE	0.5461304472205583	160	123	2	0.016260162601626018	0.0125	18006	74		IBA IEA,IEA	SORBI_3008G131300,SORBI_3009G111000
CTL_individual__20pct__recurrent	GO:BP	GO:0034605	cellular response to heat	0.5472341475433814	2.8151969981238274	query_1	TRUE	0.5472341475433814	52	123	1	0.008130081300813009	0.019230769230769232	18006	8110		IEA	SORBI_3002G041400
CTL_individual__20pct__recurrent	GO:BP	GO:0016579	protein deubiquitination	0.5542528069359954	2.7620800736309254	query_1	TRUE	0.5542528069359954	53	123	1	0.008130081300813009	0.018867924528301886	18006	5003		IEA	SORBI_3002G042600
CTL_individual__20pct__recurrent	GO:BP	GO:0045184	establishment of protein localization	0.5590069974229566	1.3109574080815434	query_1	TRUE	0.5590069974229566	670	123	6	0.04878048780487805	0.008955223880597015	18006	10552		IBA,IBA IEA,IEA,IEA,IEA,IBA	SORBI_3001G357400,SORBI_3002G043300,SORBI_3005G114800,SORBI_3006G046700,SORBI_3006G047100,SORBI_3006G050000
CTL_individual__20pct__recurrent	GO:BP	GO:0044087	regulation of cellular component biogenesis	0.5594424412285106	2.71093044263776	query_1	TRUE	0.5594424412285106	54	123	1	0.008130081300813009	0.018518518518518517	18006	10212		IBA	SORBI_3006G046700
CTL_individual__20pct__recurrent	GO:BP	GO:0009651	response to salt stress	0.5603444144310599	1.774427198817443	query_1	TRUE	0.5603444144310599	165	123	2	0.016260162601626018	0.012121212121212121	18006	3412		IEA,IEA	SORBI_3001G222600,SORBI_3001G222700
CTL_individual__20pct__recurrent	GO:BP	GO:0008104	intracellular protein localization	0.5603444144310599	1.3051136157721162	query_1	TRUE	0.5603444144310599	673	123	6	0.04878048780487805	0.008915304606240713	18006	2983		IBA,IBA IEA,IEA,IEA,IEA,IBA	SORBI_3001G357400,SORBI_3002G043300,SORBI_3005G114800,SORBI_3006G046700,SORBI_3006G047100,SORBI_3006G050000
CTL_individual__20pct__recurrent	GO:BP	GO:0090407	organophosphate biosynthetic process	0.5607535418818758	1.4109903026741113	query_1	TRUE	0.5607535418818758	415	123	4	0.032520325203252036	0.00963855421686747	18006	17064		IBA IEA,IEA,IEA,IBA	SORBI_3006G278500,SORBI_3008G062300,SORBI_3008G062400,SORBI_3008G132700
CTL_individual__20pct__recurrent	GO:BP	GO:0065008	regulation of biological quality	0.5607535418818758	1.4143984918110053	query_1	TRUE	0.5607535418818758	414	123	4	0.032520325203252036	0.00966183574879227	18006	14785		IEA,IBA,IBA IEA,IEA	SORBI_3002G042500,SORBI_3002G042600,SORBI_3006G040500,SORBI_3006G049900
CTL_individual__20pct__recurrent	GO:BP	GO:0045165	cell fate commitment	0.5607535418818758	2.6616407982261645	query_1	TRUE	0.5607535418818758	55	123	1	0.008130081300813009	0.01818181818181818	18006	10546		IBA	SORBI_3001G254700
CTL_individual__20pct__recurrent	GO:BP	GO:0009267	cellular response to starvation	0.5704457451481972	2.5239697224558455	query_1	TRUE	0.5704457451481972	58	123	1	0.008130081300813009	0.017241379310344827	18006	3276		IEA	SORBI_3001G259100
CTL_individual__20pct__recurrent	GO:BP	GO:0048438	floral whorl development	0.5704457451481972	2.5239697224558455	query_1	TRUE	0.5704457451481972	58	123	1	0.008130081300813009	0.017241379310344827	18006	11890		IEA	SORBI_3001G222700
CTL_individual__20pct__recurrent	GO:BP	GO:0009743	response to carbohydrate	0.5704457451481972	2.5682498930252464	query_1	TRUE	0.5704457451481972	57	123	1	0.008130081300813009	0.017543859649122806	18006	3480		IEA	SORBI_3006G044600
CTL_individual__20pct__recurrent	GO:BP	GO:0015833	peptide transport	0.5704457451481972	2.5239697224558455	query_1	TRUE	0.5704457451481972	58	123	1	0.008130081300813009	0.017241379310344827	18006	4704		IEA	SORBI_3001G223100
CTL_individual__20pct__recurrent	GO:BP	GO:0009725	response to hormone	0.5704457451481972	1.2557986609277856	query_1	TRUE	0.5704457451481972	816	123	7	0.056910569105691054	0.00857843137254902	18006	3463		IEA,IBA,IBA IEA,IBA IEA,IEA,IEA,IEA	SORBI_3001G222700,SORBI_3001G224000,SORBI_3001G259400,SORBI_3001G259600,SORBI_3006G044600,SORBI_3007G071500,SORBI_3009G111200
