Analysis	source	term_id	term_name	FDR	Fold_Enrichment	query	significant	p_value	term_size	query_size	intersection_size	precision	recall	effective_domain_size	source_order	parents	evidence_codes	intersection
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0010256	endomembrane system organization	0.6342294290276144	1.435541736426692	query_1	TRUE	0.6342294290276144	111	113	1	0.008849557522123894	0.009009009009009009	18006	3861		IBA	SORBI_3004G004300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009260	ribonucleotide biosynthetic process	0.6342294290276144	1.435541736426692	query_1	TRUE	0.6342294290276144	111	113	1	0.008849557522123894	0.009009009009009009	18006	3269		IEA	SORBI_3006G194150
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0098771	inorganic ion homeostasis	0.6409782733496201	1.410133918082857	query_1	TRUE	0.6409782733496201	113	113	1	0.008849557522123894	0.008849557522123894	18006	17646		IBA IEA	SORBI_3001G103300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009723	response to ethylene	0.6476059938247849	1.3856098499422855	query_1	TRUE	0.6476059938247849	115	113	1	0.008849557522123894	0.008695652173913044	18006	3461		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006749	glutathione metabolic process	0.6485141306084928	1.373664937442783	query_1	TRUE	0.6485141306084928	116	113	1	0.008849557522123894	0.008620689655172414	18006	2321		IBA	SORBI_3001G012500
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0040008	regulation of growth	0.6485141306084928	1.3619242114817336	query_1	TRUE	0.6485141306084928	117	113	1	0.008849557522123894	0.008547008547008548	18006	9262		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0046390	ribose phosphate biosynthetic process	0.6485141306084928	1.373664937442783	query_1	TRUE	0.6485141306084928	116	113	1	0.008849557522123894	0.008620689655172414	18006	11311		IEA	SORBI_3006G194150
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:1905392	plant organ morphogenesis	0.6485141306084928	1.3619242114817336	query_1	TRUE	0.6485141306084928	117	113	1	0.008849557522123894	0.008547008547008548	18006	22820		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0031347	regulation of defense response	0.6485141306084928	1.3619242114817336	query_1	TRUE	0.6485141306084928	117	113	1	0.008849557522123894	0.008547008547008548	18006	6682		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006261	DNA-templated DNA replication	0.6485141306084928	1.3619242114817336	query_1	TRUE	0.6485141306084928	117	113	1	0.008849557522123894	0.008547008547008548	18006	1973		IBA IEA	SORBI_3006G195500
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0045892	negative regulation of DNA-templated transcription	0.6489259497020187	1.3503824808759561	query_1	TRUE	0.6489259497020187	118	113	1	0.008849557522123894	0.00847457627118644	18006	10915		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0042274	ribosomal small subunit biogenesis	0.6489259497020187	1.3503824808759561	query_1	TRUE	0.6489259497020187	118	113	1	0.008849557522123894	0.00847457627118644	18006	9422		IBA IEA	SORBI_3004G011000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	0.6489259497020187	1.3503824808759561	query_1	TRUE	0.6489259497020187	118	113	1	0.008849557522123894	0.00847457627118644	18006	20894		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0007005	mitochondrion organization	0.6504127635284931	1.339034728935822	query_1	TRUE	0.6504127635284931	119	113	1	0.008849557522123894	0.008403361344537815	18006	2484		IBA IEA	SORBI_3001G042200
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006873	intracellular monoatomic ion homeostasis	0.6504127635284931	1.339034728935822	query_1	TRUE	0.6504127635284931	119	113	1	0.008849557522123894	0.008403361344537815	18006	2402		IBA	SORBI_3001G103300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009832	plant-type cell wall biogenesis	0.656609394500747	1.3169019234988664	query_1	TRUE	0.656609394500747	121	113	1	0.008849557522123894	0.008264462809917356	18006	3549		IBA	SORBI_3003G410800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006364	rRNA processing	0.6579823264656179	1.1182114578481601	query_1	TRUE	0.6579823264656179	285	113	2	0.017699115044247787	0.007017543859649123	18006	2032		IBA IEA,IBA IEA	SORBI_3001G104300,SORBI_3004G011000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0019725	cellular homeostasis	0.6652970720734391	1.0989319499542263	query_1	TRUE	0.6652970720734391	290	113	2	0.017699115044247787	0.006896551724137931	18006	5617		IBA,IEA	SORBI_3001G103300,SORBI_3001G104700
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0051253	negative regulation of RNA metabolic process	0.6652970720734391	1.2747610619469025	query_1	TRUE	0.6652970720734391	125	113	1	0.008849557522123894	0.008	18006	12702		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009793	embryo development ending in seed dormancy	0.6652970720734391	1.2747610619469025	query_1	TRUE	0.6652970720734391	125	113	1	0.008849557522123894	0.008	18006	3520		IEA	SORBI_3001G101700
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009894	regulation of catabolic process	0.6652970720734391	1.2747610619469025	query_1	TRUE	0.6652970720734391	125	113	1	0.008849557522123894	0.008	18006	3593		IEA	SORBI_3003G407300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009738	abscisic acid-activated signaling pathway	0.6673389641124993	1.2646439106616096	query_1	TRUE	0.6673389641124993	126	113	1	0.008849557522123894	0.007936507936507936	18006	3475		IEA	SORBI_3006G190800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0016072	rRNA metabolic process	0.6673389641124993	1.0914050187901563	query_1	TRUE	0.6673389641124993	292	113	2	0.017699115044247787	0.00684931506849315	18006	4856		IBA IEA,IBA IEA	SORBI_3001G104300,SORBI_3004G011000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0008033	tRNA processing	0.6757427896182274	1.2352335871578515	query_1	TRUE	0.6757427896182274	129	113	1	0.008849557522123894	0.007751937984496124	18006	2958		IBA IEA	SORBI_3001G042901
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009790	embryo development	0.6762447928438263	1.2257317903335603	query_1	TRUE	0.6762447928438263	130	113	1	0.008849557522123894	0.007692307692307693	18006	3517		IEA	SORBI_3001G101700
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009056	catabolic process	0.6762447928438263	0.9897213213873467	query_1	TRUE	0.6762447928438263	1932	113	12	0.10619469026548672	0.006211180124223602	18006	3092		IBA,IBA,IBA,IEA,IBA,IBA,IEA,IEA,IEA,IBA,IBA,IBA	SORBI_3001G026900,SORBI_3001G028200,SORBI_3001G040500,SORBI_3001G041900,SORBI_3001G045300,SORBI_3001G045400,SORBI_3003G087200,SORBI_3003G407300,SORBI_3004G004300,SORBI_3004G005000,SORBI_3005G105700,SORBI_3006G193000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:1901137	carbohydrate derivative biosynthetic process	0.6762447928438263	1.069430421096395	query_1	TRUE	0.6762447928438263	298	113	2	0.017699115044247787	0.006711409395973154	18006	19878		IEA,IEA	SORBI_3001G012400,SORBI_3006G194150
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0048229	gametophyte development	0.6779706843377051	1.2163750591096398	query_1	TRUE	0.6779706843377051	131	113	1	0.008849557522123894	0.007633587786259542	18006	11749		IEA	SORBI_3004G011000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006721	terpenoid metabolic process	0.6801682410988603	1.2071600965406275	query_1	TRUE	0.6801682410988603	132	113	1	0.008849557522123894	0.007575757575757576	18006	2303		IEA	SORBI_3003G087100
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0042742	defense response to bacterium	0.687728501607752	1.1803343166175024	query_1	TRUE	0.687728501607752	135	113	1	0.008849557522123894	0.007407407407407408	18006	9681		IEA	SORBI_3003G407300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0048589	developmental growth	0.687728501607752	1.1803343166175024	query_1	TRUE	0.687728501607752	135	113	1	0.008849557522123894	0.007407407407407408	18006	12011		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006812	monoatomic cation transport	0.6927484339766311	1.002170646184672	query_1	TRUE	0.6927484339766311	477	113	3	0.02654867256637168	0.006289308176100629	18006	2364		IBA IEA,IBA IEA,IEA	SORBI_3001G103300,SORBI_3003G089300,SORBI_3003G407300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009057	macromolecule catabolic process	0.6949993873579808	0.9758669546837618	query_1	TRUE	0.6949993873579808	1143	113	7	0.061946902654867256	0.006124234470691163	18006	3093		IBA,IBA,IBA,IBA,IEA,IBA,IBA	SORBI_3001G028200,SORBI_3001G040500,SORBI_3001G045300,SORBI_3001G045400,SORBI_3003G087200,SORBI_3004G005000,SORBI_3006G193000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0030154	cell differentiation	0.7004360017829746	1.0181797619384207	query_1	TRUE	0.7004360017829746	313	113	2	0.017699115044247787	0.006389776357827476	18006	6252		IBA,IEA	SORBI_3003G087600,SORBI_3004G115000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0000160	phosphorelay signal transduction system	0.7021572400796763	1.130107324421013	query_1	TRUE	0.7021572400796763	141	113	1	0.008849557522123894	0.0070921985815602835	18006	52		IEA	SORBI_3003G407300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0015711	organic anion transport	0.7029374659344704	1.122148822136358	query_1	TRUE	0.7029374659344704	142	113	1	0.008849557522123894	0.007042253521126761	18006	4592		IBA IEA	SORBI_3010G151000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0008299	isoprenoid biosynthetic process	0.7029374659344704	1.122148822136358	query_1	TRUE	0.7029374659344704	142	113	1	0.008849557522123894	0.007042253521126761	18006	3019		IEA	SORBI_3003G087100
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0055080	monoatomic cation homeostasis	0.7036933619189742	1.1143016275759638	query_1	TRUE	0.7036933619189742	143	113	1	0.008849557522123894	0.006993006993006993	18006	13258		IBA IEA	SORBI_3001G103300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0045454	cell redox homeostasis	0.7036933619189742	1.1143016275759638	query_1	TRUE	0.7036933619189742	143	113	1	0.008849557522123894	0.006993006993006993	18006	10615		IEA	SORBI_3001G104700
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0048869	cellular developmental process	0.7078773896532828	0.9959070796460177	query_1	TRUE	0.7078773896532828	320	113	2	0.017699115044247787	0.00625	18006	12259		IBA,IEA	SORBI_3003G087600,SORBI_3004G115000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006302	double-strand break repair	0.7104092993542672	1.0914050187901563	query_1	TRUE	0.7104092993542672	146	113	1	0.008849557522123894	0.00684931506849315	18006	2001		IBA	SORBI_3003G408800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009617	response to bacterium	0.7122151191190057	1.0839804948528085	query_1	TRUE	0.7122151191190057	147	113	1	0.008849557522123894	0.006802721088435374	18006	3386		IEA	SORBI_3003G407300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0019941	modification-dependent protein catabolic process	0.7137629476237034	0.9527362196912575	query_1	TRUE	0.7137629476237034	669	113	4	0.035398230088495575	0.005979073243647235	18006	5664		IBA,IBA,IBA,IBA	SORBI_3001G040500,SORBI_3001G045300,SORBI_3004G005000,SORBI_3006G193000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.7137629476237034	1.076656302320019	query_1	TRUE	0.7137629476237034	148	113	1	0.008849557522123894	0.006756756756756757	18006	10950		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0043632	modification-dependent macromolecule catabolic process	0.7137629476237034	0.9513142253335094	query_1	TRUE	0.7137629476237034	670	113	4	0.035398230088495575	0.005970149253731343	18006	10126		IBA,IBA,IBA,IBA	SORBI_3001G040500,SORBI_3001G045300,SORBI_3004G005000,SORBI_3006G193000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0055082	intracellular chemical homeostasis	0.7137629476237034	1.069430421096395	query_1	TRUE	0.7137629476237034	149	113	1	0.008849557522123894	0.006711409395973154	18006	13260		IBA	SORBI_3001G103300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0050832	defense response to fungus	0.7168517409073935	1.04832324173265	query_1	TRUE	0.7168517409073935	152	113	1	0.008849557522123894	0.006578947368421052	18006	12428		IEA	SORBI_3005G119250
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0098754	detoxification	0.7168517409073935	0.9628104697484159	query_1	TRUE	0.7168517409073935	331	113	2	0.017699115044247787	0.006042296072507553	18006	17633		IEA,IEA	SORBI_3001G012600,SORBI_3006G184400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006633	fatty acid biosynthetic process	0.7168517409073935	1.04832324173265	query_1	TRUE	0.7168517409073935	152	113	1	0.008849557522123894	0.006578947368421052	18006	2222		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009165	nucleotide biosynthetic process	0.7168517409073935	1.0552657797573697	query_1	TRUE	0.7168517409073935	151	113	1	0.008849557522123894	0.006622516556291391	18006	3179		IBA IEA	SORBI_3006G194150
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006401	RNA catabolic process	0.7168517409073935	1.04832324173265	query_1	TRUE	0.7168517409073935	152	113	1	0.008849557522123894	0.006578947368421052	18006	2054		IBA	SORBI_3001G028200
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009636	response to toxic substance	0.7233001696818765	0.9513142253335094	query_1	TRUE	0.7233001696818765	335	113	2	0.017699115044247787	0.005970149253731343	18006	3397		IEA,IEA	SORBI_3001G012600,SORBI_3006G184400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006575	modified amino acid metabolic process	0.7250776477305693	1.0214431586113002	query_1	TRUE	0.7250776477305693	156	113	1	0.008849557522123894	0.00641025641025641	18006	2178		IBA	SORBI_3001G012500
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0050801	monoatomic ion homeostasis	0.7254933403783326	1.0149371512316103	query_1	TRUE	0.7254933403783326	157	113	1	0.008849557522123894	0.006369426751592357	18006	12406		IBA IEA	SORBI_3001G103300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0051640	organelle localization	0.7254933403783326	1.0149371512316103	query_1	TRUE	0.7254933403783326	157	113	1	0.008849557522123894	0.006369426751592357	18006	12929		IEA	SORBI_3004G004300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0016567	protein ubiquitination	0.7278632531750546	0.9250805964781587	query_1	TRUE	0.7278632531750546	689	113	4	0.035398230088495575	0.005805515239477504	18006	5002		IBA,IBA,IEA,IBA	SORBI_3001G045300,SORBI_3006G188700,SORBI_3006G192400,SORBI_3006G194700
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009620	response to fungus	0.7300728077321866	0.9959070796460177	query_1	TRUE	0.7300728077321866	160	113	1	0.008849557522123894	0.00625	18006	3387		IEA	SORBI_3005G119250
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0000272	polysaccharide catabolic process	0.7300728077321866	0.9959070796460177	query_1	TRUE	0.7300728077321866	160	113	1	0.008849557522123894	0.00625	18006	74		IBA	SORBI_3001G045400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0070887	cellular response to chemical stimulus	0.730190428041979	0.921070131464525	query_1	TRUE	0.730190428041979	865	113	5	0.04424778761061947	0.005780346820809248	18006	15231		IEA,IBA,IBA,IBA,IEA	SORBI_3003G407300,SORBI_3004G009200,SORBI_3004G009400,SORBI_3004G009500,SORBI_3006G190800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:1901136	carbohydrate derivative catabolic process	0.7304023323709042	0.9897213213873468	query_1	TRUE	0.7304023323709042	161	113	1	0.008849557522123894	0.006211180124223602	18006	19877		IBA	SORBI_3001G026900
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0007049	cell cycle	0.7513584994664866	0.891857086250165	query_1	TRUE	0.7513584994664866	536	113	3	0.02654867256637168	0.005597014925373134	18006	2516		IBA,IEA,IBA	SORBI_3001G041700,SORBI_3002G227100,SORBI_3006G194400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006412	translation	0.7529150357116955	0.8962043461381486	query_1	TRUE	0.7529150357116955	889	113	5	0.04424778761061947	0.00562429696287964	18006	2062		IBA IEA,IBA,IBA,IBA,IBA IEA	SORBI_3004G008400,SORBI_3005G106432,SORBI_3005G119950,SORBI_3005G120301,SORBI_3010G150575
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0160307	protein biosynthetic process	0.7529150357116955	0.8962043461381486	query_1	TRUE	0.7529150357116955	889	113	5	0.04424778761061947	0.00562429696287964	18006	19039		IBA IEA,IBA,IBA,IBA,IBA IEA	SORBI_3004G008400,SORBI_3005G106432,SORBI_3005G119950,SORBI_3005G120301,SORBI_3010G150575
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0042743	hydrogen peroxide metabolic process	0.7559641280695123	0.921070131464525	query_1	TRUE	0.7559641280695123	173	113	1	0.008849557522123894	0.005780346820809248	18006	9682		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0032446	protein modification by small protein conjugation	0.7601866027881036	0.8815774978885911	query_1	TRUE	0.7601866027881036	723	113	4	0.035398230088495575	0.005532503457814661	18006	7073		IBA,IBA,IEA,IBA	SORBI_3001G045300,SORBI_3006G188700,SORBI_3006G192400,SORBI_3006G194700
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0042546	cell wall biogenesis	0.7631231397771084	0.9002549872506375	query_1	TRUE	0.7631231397771084	177	113	1	0.008849557522123894	0.005649717514124294	18006	9583		IBA	SORBI_3003G410800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009451	RNA modification	0.7784272950212996	0.8521130093227959	query_1	TRUE	0.7784272950212996	561	113	3	0.02654867256637168	0.0053475935828877	18006	3341		IBA,IBA,IBA IEA	SORBI_3001G042901,SORBI_3001G104300,SORBI_3006G192000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:1901135	carbohydrate derivative metabolic process	0.7811481574398628	0.8475804933157597	query_1	TRUE	0.7811481574398628	564	113	3	0.02654867256637168	0.005319148936170213	18006	19876		IEA,IBA,IEA	SORBI_3001G012400,SORBI_3001G026900,SORBI_3006G194150
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006508	proteolysis	0.7825333889594382	0.844585509240439	query_1	TRUE	0.7825333889594382	566	113	3	0.02654867256637168	0.00530035335689046	18006	2123		IBA,IEA,IEA	SORBI_3001G103900,SORBI_3004G010000,SORBI_3005G105850
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0044282	small molecule catabolic process	0.7918159495540024	0.8299225663716814	query_1	TRUE	0.7918159495540024	192	113	1	0.008849557522123894	0.005208333333333333	18006	10247		IBA	SORBI_3001G026900
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0016053	organic acid biosynthetic process	0.7986295935342123	0.8068107987005713	query_1	TRUE	0.7986295935342123	395	113	2	0.017699115044247787	0.005063291139240506	18006	4843		IEA,IEA	SORBI_3003G087100,SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0046394	carboxylic acid biosynthetic process	0.7986295935342123	0.8068107987005713	query_1	TRUE	0.7986295935342123	395	113	2	0.017699115044247787	0.005063291139240506	18006	11314		IEA,IEA	SORBI_3003G087100,SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0072593	reactive oxygen species metabolic process	0.7986295935342123	0.8088585418444814	query_1	TRUE	0.7986295935342123	197	113	1	0.008849557522123894	0.005076142131979695	18006	16278		IEA	SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0000271	polysaccharide biosynthetic process	0.8041656067314581	0.7927618544445911	query_1	TRUE	0.8041656067314581	201	113	1	0.008849557522123894	0.004975124378109453	18006	73		IBA	SORBI_3003G410800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0018193	peptidyl-amino acid modification	0.8041656067314581	0.7927618544445911	query_1	TRUE	0.8041656067314581	201	113	1	0.008849557522123894	0.004975124378109453	18006	5096		IEA	SORBI_3002G227200
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009259	ribonucleotide metabolic process	0.8049114420215694	0.7888372908087269	query_1	TRUE	0.8049114420215694	202	113	1	0.008849557522123894	0.0049504950495049506	18006	3268		IEA	SORBI_3006G194150
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	0.8052617810835805	0.7907947034410067	query_1	TRUE	0.8052617810835805	403	113	2	0.017699115044247787	0.004962779156327543	18006	9895		IBA,IBA	SORBI_3004G005000,SORBI_3006G193000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0043933	protein-containing complex organization	0.8108307256512078	0.7993902980436263	query_1	TRUE	0.8108307256512078	598	113	3	0.02654867256637168	0.005016722408026756	18006	10169		IBA,IEA,IBA IEA	SORBI_3003G089100,SORBI_3004G004300,SORBI_3006G191800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0005976	polysaccharide metabolic process	0.8111946129540647	0.7791938031460285	query_1	TRUE	0.8111946129540647	409	113	2	0.017699115044247787	0.004889975550122249	18006	1761		IBA,IBA	SORBI_3001G045400,SORBI_3003G410800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0019693	ribose phosphate metabolic process	0.8128750127275712	0.762416903078291	query_1	TRUE	0.8128750127275712	209	113	1	0.008849557522123894	0.004784688995215311	18006	5607		IEA	SORBI_3006G194150
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006811	monoatomic ion transport	0.8128750127275712	0.7927618544445912	query_1	TRUE	0.8128750127275712	603	113	3	0.02654867256637168	0.004975124378109453	18006	2363		IBA IEA,IBA IEA,IEA	SORBI_3001G103300,SORBI_3003G089300,SORBI_3003G407300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0032787	monocarboxylic acid metabolic process	0.8169961485699181	0.7660823689584751	query_1	TRUE	0.8169961485699181	416	113	2	0.017699115044247787	0.004807692307692308	18006	7321		IEA,IEA	SORBI_3003G087100,SORBI_3003G324400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0030163	protein catabolic process	0.8212454638918059	0.7977228172383621	query_1	TRUE	0.8212454638918059	799	113	4	0.035398230088495575	0.0050062578222778474	18006	6256		IBA,IBA,IBA,IBA	SORBI_3001G040500,SORBI_3001G045300,SORBI_3004G005000,SORBI_3006G193000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009719	response to endogenous stimulus	0.8338046232043401	0.7801475287312746	query_1	TRUE	0.8338046232043401	817	113	4	0.035398230088495575	0.004895960832313341	18006	3457		IEA,IEA,IEA,IEA	SORBI_3003G324400,SORBI_3003G407300,SORBI_3003G409000,SORBI_3006G190800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0009725	response to hormone	0.8338046232043401	0.7811035918792295	query_1	TRUE	0.8338046232043401	816	113	4	0.035398230088495575	0.004901960784313725	18006	3463		IEA,IEA,IEA,IEA	SORBI_3003G324400,SORBI_3003G407300,SORBI_3003G409000,SORBI_3006G190800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:1901293	nucleoside phosphate biosynthetic process	0.8338046232043401	0.7082005899705015	query_1	TRUE	0.8338046232043401	225	113	1	0.008849557522123894	0.0044444444444444444	18006	19980		IBA IEA	SORBI_3006G194150
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006468	protein phosphorylation	0.8338046232043401	0.8189544267280028	query_1	TRUE	0.8338046232043401	1362	113	7	0.061946902654867256	0.005139500734214391	18006	2098		IEA,IBA,IEA,IEA,IEA,IEA,IBA	SORBI_3002G227100,SORBI_3003G324600,SORBI_3004G005300,SORBI_3004G007800,SORBI_3005G106600,SORBI_3006G190300,SORBI_3006G194400
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0036211	protein modification process	0.8340301311846704	0.8595380604413764	query_1	TRUE	0.8340301311846704	2410	113	13	0.11504424778761062	0.0053941908713692945	18006	8878		IBA,IEA,IEA,IBA,IEA,IEA,IEA,IBA,IEA,IEA,IEA,IBA,IBA	SORBI_3001G045300,SORBI_3002G227100,SORBI_3002G227200,SORBI_3003G324600,SORBI_3004G005300,SORBI_3004G007800,SORBI_3005G106600,SORBI_3006G188700,SORBI_3006G190300,SORBI_3006G192200,SORBI_3006G192400,SORBI_3006G194400,SORBI_3006G194700
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0043687	post-translational protein modification	0.8361259251290437	0.768854681512004	query_1	TRUE	0.8361259251290437	829	113	4	0.035398230088495575	0.0048250904704463205	18006	10147		IBA,IBA,IEA,IBA	SORBI_3001G045300,SORBI_3006G188700,SORBI_3006G192400,SORBI_3006G194700
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0033365	protein localization to organelle	0.8361259251290437	0.6838846898856774	query_1	TRUE	0.8361259251290437	233	113	1	0.008849557522123894	0.004291845493562232	18006	7636		IBA	SORBI_3004G004300
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0070647	protein modification by small protein conjugation or removal	0.8361259251290437	0.774459940429467	query_1	TRUE	0.8361259251290437	823	113	4	0.035398230088495575	0.004860267314702308	18006	15108		IBA,IBA,IEA,IBA	SORBI_3001G045300,SORBI_3006G188700,SORBI_3006G192400,SORBI_3006G194700
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006399	tRNA metabolic process	0.8361259251290437	0.6898057694517871	query_1	TRUE	0.8361259251290437	231	113	1	0.008849557522123894	0.004329004329004329	18006	2052		IBA IEA	SORBI_3001G042901
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006996	organelle organization	0.8361259251290437	0.7987224698915429	query_1	TRUE	0.8361259251290437	1197	113	6	0.05309734513274336	0.005012531328320802	18006	2478		IBA IEA,IEA,IBA IEA,IBA,IBA IEA,IBA IEA	SORBI_3001G042200,SORBI_3002G226100,SORBI_3002G227500,SORBI_3003G089100,SORBI_3004G004300,SORBI_3006G191500
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0006511	ubiquitin-dependent protein catabolic process	0.8361259251290437	0.7504480348980982	query_1	TRUE	0.8361259251290437	637	113	3	0.02654867256637168	0.004709576138147566	18006	2125		IBA,IBA,IBA	SORBI_3001G040500,SORBI_3004G005000,SORBI_3006G193000
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0015979	photosynthesis	0.8361259251290437	0.6838846898856774	query_1	TRUE	0.8361259251290437	233	113	1	0.008849557522123894	0.004291845493562232	18006	4817		IEA	SORBI_3001G041800
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0055086	nucleobase-containing small molecule metabolic process	0.8381920537534936	0.7129536140642632	query_1	TRUE	0.8381920537534936	447	113	2	0.017699115044247787	0.0044742729306487695	18006	13262		IBA,IBA IEA	SORBI_3001G026900,SORBI_3006G194150
LIN_sum_ratio__20pct__recurrent	GO:BP	GO:0042254	ribosome biogenesis	0.8403924347852789	0.7082005899705015	query_1	TRUE	0.8403924347852789	450	113	2	0.017699115044247787	0.0044444444444444444	18006	9411		IBA IEA,IBA IEA	SORBI_3001G104300,SORBI_3004G011000
