condition	LayerGroup	GeneID	Recurrence
LIN	combined	SORBI_3010G131300	1
LIN	combined	SORBI_3010G131600	1
LIN	combined	SORBI_3010G131700	1
LIN	combined	SORBI_3010G131900	1
LIN	combined	SORBI_3010G133100	1
LIN	combined	SORBI_3010G133150	1
LIN	combined	SORBI_3010G133225	1
LIN	combined	SORBI_3010G133275	1
LIN	combined	SORBI_3010G133300	1
LIN	combined	SORBI_3010G133400	1
LIN	combined	SORBI_3010G133450	1
LIN	combined	SORBI_3010G133500	1
LIN	combined	SORBI_3010G133566	1
LIN	combined	SORBI_3010G133632	1
LIN	combined	SORBI_3010G133800	1
LIN	combined	SORBI_3010G134000	1
LIN	combined	SORBI_3010G134100	1
LIN	combined	SORBI_3010G134200	1
LIN	combined	SORBI_3010G134300	1
LIN	combined	SORBI_3010G134400	1
LIN	combined	SORBI_3010G134500	1
LIN	combined	SORBI_3010G135100	1
LIN	combined	SORBI_3010G135200	1
LIN	combined	SORBI_3010G135800	1
LIN	combined	SORBI_3010G136300	1
LIN	combined	SORBI_3010G136400	1
LIN	combined	SORBI_3010G136450	1
LIN	combined	SORBI_3010G136500	1
LIN	combined	SORBI_3010G136600	1
LIN	combined	SORBI_3010G136601	1
LIN	combined	SORBI_3010G136900	1
LIN	combined	SORBI_3010G136950	1
LIN	combined	SORBI_3010G137000	1
LIN	combined	SORBI_3010G137100	1
LIN	combined	SORBI_3010G137300	1
LIN	combined	SORBI_3010G137366	1
LIN	combined	SORBI_3010G137400	1
LIN	combined	SORBI_3010G137800	1
LIN	combined	SORBI_3010G138000	1
LIN	combined	SORBI_3010G138200	1
LIN	combined	SORBI_3010G138300	1
LIN	combined	SORBI_3010G138350	1
LIN	combined	SORBI_3010G138400	1
LIN	combined	SORBI_3010G138500	1
LIN	combined	SORBI_3010G138600	1
LIN	combined	SORBI_3010G138700	1
LIN	combined	SORBI_3010G138800	1
LIN	combined	SORBI_3010G138900	1
LIN	combined	SORBI_3010G138950	1
LIN	combined	SORBI_3010G139000	1
LIN	combined	SORBI_3010G140100	1
LIN	combined	SORBI_3010G140150	1
LIN	combined	SORBI_3010G140500	1
LIN	combined	SORBI_3010G140525	1
LIN	combined	SORBI_3010G140550	1
LIN	combined	SORBI_3010G140575	1
LIN	combined	SORBI_3010G140750	1
LIN	combined	SORBI_3010G140800	1
LIN	combined	SORBI_3010G141001	1
LIN	combined	SORBI_3010G141400	1
LIN	combined	SORBI_3010G141433	1
LIN	combined	SORBI_3010G141500	1
LIN	combined	SORBI_3010G141600	1
LIN	combined	SORBI_3010G141700	1
LIN	combined	SORBI_3010G141800	1
LIN	combined	SORBI_3010G141966	1
LIN	combined	SORBI_3010G142132	1
LIN	combined	SORBI_3010G142401	1
LIN	combined	SORBI_3010G142600	1
LIN	combined	SORBI_3010G142650	1
LIN	combined	SORBI_3010G143600	1
LIN	combined	SORBI_3010G143700	1
LIN	combined	SORBI_3010G143800	1
LIN	combined	SORBI_3010G144500	1
LIN	combined	SORBI_3010G144600	1
LIN	combined	SORBI_3010G144700	1
LIN	combined	SORBI_3010G144800	1
LIN	combined	SORBI_3010G144900	1
LIN	combined	SORBI_3010G145200	1
LIN	combined	SORBI_3010G145300	1
LIN	combined	SORBI_3010G145650	1
LIN	combined	SORBI_3010G145800	1
LIN	combined	SORBI_3010G146000	1
LIN	combined	SORBI_3010G146100	1
LIN	combined	SORBI_3010G146200	1
LIN	combined	SORBI_3010G146300	1
LIN	combined	SORBI_3010G146350	1
LIN	combined	SORBI_3010G146400	1
LIN	combined	SORBI_3010G146500	1
LIN	combined	SORBI_3010G146700	1
LIN	combined	SORBI_3010G146800	1
LIN	combined	SORBI_3010G146900	1
LIN	combined	SORBI_3010G147000	1
LIN	combined	SORBI_3010G147200	1
LIN	combined	SORBI_3010G147500	1
LIN	combined	SORBI_3010G147600	1
LIN	combined	SORBI_3010G147700	1
LIN	combined	SORBI_3010G147966	1
LIN	combined	SORBI_3010G148501	1
LIN	combined	SORBI_3010G148600	1
LIN	combined	SORBI_3010G149700	1
LIN	combined	SORBI_3010G150000	1
LIN	combined	SORBI_3010G151575	1
LIN	combined	SORBI_3010G151700	1
LIN	combined	SORBI_3010G151801	1
LIN	combined	SORBI_3010G151900	1
LIN	combined	SORBI_3010G152000	1
LIN	combined	SORBI_3010G152100	1
LIN	combined	SORBI_3010G152200	1
LIN	combined	SORBI_3010G152250	1
LIN	combined	SORBI_3010G152300	1
LIN	combined	SORBI_3010G152400	1
LIN	combined	SORBI_3010G157300	1
LIN	combined	SORBI_3010G157400	1
LIN	combined	SORBI_3010G158601	1
LIN	combined	SORBI_3010G159200	1
LIN	combined	SORBI_3010G159300	1
LIN	combined	SORBI_3010G159400	1
LIN	combined	SORBI_3010G159500	1
LIN	combined	SORBI_3010G161050	1
LIN	combined	SORBI_3010G161100	1
LIN	combined	SORBI_3010G161600	1
LIN	combined	SORBI_3010G162000	1
LIN	combined	SORBI_3010G162101	1
LIN	combined	SORBI_3010G162200	1
LIN	combined	SORBI_3010G162400	1
LIN	combined	SORBI_3010G162500	1
LIN	combined	SORBI_3010G162800	1
LIN	combined	SORBI_3010G162900	1
LIN	combined	SORBI_3010G163150	1
LIN	combined	SORBI_3010G163600	1
LIN	combined	SORBI_3010G163666	1
LIN	combined	SORBI_3010G163732	1
LIN	combined	SORBI_3010G163800	1
LIN	combined	SORBI_3010G163900	1
LIN	combined	SORBI_3010G164500	1
LIN	combined	SORBI_3010G164600	1
LIN	combined	SORBI_3010G164800	1
LIN	combined	SORBI_3010G164900	1
LIN	combined	SORBI_3010G165200	1
LIN	combined	SORBI_3010G165300	1
LIN	combined	SORBI_3010G165400	1
LIN	combined	SORBI_3010G165500	1
LIN	combined	SORBI_3010G166800	1
LIN	combined	SORBI_3010G168600	1
LIN	combined	SORBI_3010G171400	1
LIN	combined	SORBI_3010G171501	1
LIN	combined	SORBI_3010G171600	1
LIN	combined	SORBI_3010G171800	1
LIN	combined	SORBI_3010G171900	1
LIN	combined	SORBI_3010G173500	1
LIN	combined	SORBI_3010G173550	1
LIN	combined	SORBI_3010G174700	1
LIN	combined	SORBI_3010G179000	1
LIN	combined	SORBI_3010G179150	1
LIN	combined	SORBI_3010G179800	1
LIN	combined	SORBI_3010G179850	1
LIN	combined	SORBI_3010G179900	1
LIN	combined	SORBI_3010G180000	1
LIN	combined	SORBI_3010G180100	1
LIN	combined	SORBI_3010G180200	1
LIN	combined	SORBI_3010G180350	1
LIN	combined	SORBI_3010G180400	1
LIN	combined	SORBI_3010G180500	1
LIN	combined	SORBI_3010G180800	1
LIN	combined	SORBI_3010G181200	1
LIN	combined	SORBI_3010G182000	1
LIN	combined	SORBI_3010G182100	1
LIN	combined	SORBI_3010G182200	1
LIN	combined	SORBI_3010G182300	1
LIN	combined	SORBI_3010G182600	1
LIN	combined	SORBI_3010G183800	1
LIN	combined	SORBI_3010G183900	1
LIN	combined	SORBI_3010G184100	1
LIN	combined	SORBI_3010G185100	1
LIN	combined	SORBI_3010G222200	1
LIN	combined	SORBI_3010G279450	1
LIN	individual	SORBI_3010G064200	13
LIN	individual	SORBI_3003G169600	12
LIN	individual	SORBI_3007G102400	9
LIN	individual	SORBI_3010G150325	8
LIN	individual	SORBI_3010G150575	8
LIN	individual	SORBI_3010G150600	8
LIN	individual	SORBI_3010G150700	8
LIN	individual	SORBI_3010G150800	8
LIN	individual	SORBI_3010G150900	8
LIN	individual	SORBI_3010G151000	8
LIN	individual	SORBI_3002G115900	7
LIN	individual	SORBI_3001G187300	6
LIN	individual	SORBI_3001G187400	6
LIN	individual	SORBI_3001G187600	6
LIN	individual	SORBI_3001G187700	6
LIN	individual	SORBI_3001G187800	6
LIN	individual	SORBI_3001G187900	6
LIN	individual	SORBI_3001G188100	6
LIN	individual	SORBI_3001G188400	6
LIN	individual	SORBI_3001G188500	6
LIN	individual	SORBI_3001G188600	6
LIN	individual	SORBI_3001G188700	6
LIN	individual	SORBI_3001G188800	6
LIN	individual	SORBI_3001G188900	6
LIN	individual	SORBI_3001G189000	6
LIN	individual	SORBI_3001G189100	6
LIN	individual	SORBI_3001G189200	6
LIN	individual	SORBI_3001G189300	6
LIN	individual	SORBI_3001G189400	6
LIN	individual	SORBI_3001G189600	6
LIN	individual	SORBI_3002G114700	6
LIN	individual	SORBI_3002G114800	6
LIN	individual	SORBI_3002G114900	6
LIN	individual	SORBI_3002G115000	6
LIN	individual	SORBI_3002G115025	6
LIN	individual	SORBI_3002G115200	6
LIN	individual	SORBI_3002G115500	6
LIN	individual	SORBI_3002G116200	6
LIN	individual	SORBI_3002G116300	6
LIN	individual	SORBI_3002G116400	6
LIN	individual	SORBI_3002G116500	6
LIN	individual	SORBI_3002G116600	6
LIN	individual	SORBI_3002G116800	6
LIN	individual	SORBI_3002G117100	6
LIN	individual	SORBI_3002G117300	6
LIN	individual	SORBI_3002G117400	6
LIN	individual	SORBI_3004G181800	6
LIN	individual	SORBI_3004G181900	6
LIN	individual	SORBI_3004G182000	6
LIN	individual	SORBI_3004G182100	6
LIN	individual	SORBI_3004G182201	6
LIN	individual	SORBI_3010G170000	6
LIN	individual	SORBI_3001G103300	5
LIN	individual	SORBI_3001G103900	5
LIN	individual	SORBI_3001G104000	5
LIN	individual	SORBI_3001G104300	5
LIN	individual	SORBI_3001G104400	5
LIN	individual	SORBI_3001G104700	5
LIN	individual	SORBI_3001G104800	5
LIN	individual	SORBI_3001G105100	5
LIN	individual	SORBI_3001G188000	5
LIN	individual	SORBI_3001G384100	5
LIN	individual	SORBI_3001G384200	5
LIN	individual	SORBI_3001G384400	5
LIN	individual	SORBI_3001G384500	5
LIN	individual	SORBI_3002G116000	5
LIN	individual	SORBI_3002G116100	5
LIN	individual	SORBI_3002G116900	5
LIN	individual	SORBI_3002G117200	5
LIN	individual	SORBI_3003G082401	5
LIN	individual	SORBI_3003G082600	5
LIN	individual	SORBI_3003G082700	5
LIN	individual	SORBI_3003G083000	5
LIN	individual	SORBI_3003G083100	5
LIN	individual	SORBI_3004G044700	5
LIN	individual	SORBI_3004G044800	5
LIN	individual	SORBI_3004G045000	5
LIN	individual	SORBI_3004G045100	5
LIN	individual	SORBI_3004G045300	5
LIN	individual	SORBI_3004G045400	5
LIN	individual	SORBI_3004G045500	5
LIN	individual	SORBI_3004G045632	5
LIN	individual	SORBI_3004G045700	5
LIN	individual	SORBI_3004G046100	5
LIN	individual	SORBI_3004G046800	5
LIN	individual	SORBI_3004G047001	5
LIN	individual	SORBI_3004G047200	5
LIN	individual	SORBI_3004G048000	5
LIN	individual	SORBI_3004G048100	5
LIN	individual	SORBI_3004G048300	5
LIN	individual	SORBI_3004G048400	5
LIN	individual	SORBI_3004G048500	5
LIN	individual	SORBI_3004G048600	5
LIN	individual	SORBI_3007G183050	5
LIN	individual	SORBI_3008G100600	5
LIN	individual	SORBI_3008G100700	5
LIN	individual	SORBI_3008G100801	5
LIN	individual	SORBI_3008G100900	5
LIN	individual	SORBI_3008G100950	5
LIN	individual	SORBI_3008G101000	5
LIN	individual	SORBI_3008G101100	5
LIN	individual	SORBI_3008G101200	5
LIN	individual	SORBI_3010G107000	5
LIN	individual	SORBI_3010G170300	5
LIN	individual	SORBI_3010G170400	5
LIN	individual	SORBI_3010G170900	5
LIN	individual	SORBI_3001G056200	4
LIN	individual	SORBI_3001G101650	4
LIN	individual	SORBI_3001G101700	4
LIN	individual	SORBI_3001G101900	4
LIN	individual	SORBI_3001G102000	4
LIN	individual	SORBI_3001G102150	4
LIN	individual	SORBI_3001G102200	4
LIN	individual	SORBI_3001G102300	4
LIN	individual	SORBI_3001G186800	4
LIN	individual	SORBI_3001G186850	4
LIN	individual	SORBI_3001G186925	4
LIN	individual	SORBI_3001G187000	4
LIN	individual	SORBI_3001G187100	4
LIN	individual	SORBI_3001G187200	4
LIN	individual	SORBI_3001G187500	4
LIN	individual	SORBI_3001G189500	4
LIN	individual	SORBI_3001G190000	4
LIN	individual	SORBI_3001G190100	4
LIN	individual	SORBI_3001G191400	4
LIN	individual	SORBI_3001G191500	4
LIN	individual	SORBI_3001G218500	4
LIN	individual	SORBI_3001G218600	4
LIN	individual	SORBI_3001G218800	4
LIN	individual	SORBI_3001G219400	4
LIN	individual	SORBI_3001G311700	4
LIN	individual	SORBI_3001G311866	4
LIN	individual	SORBI_3001G311900	4
LIN	individual	SORBI_3001G384000	4
LIN	individual	SORBI_3002G112300	4
LIN	individual	SORBI_3002G113800	4
LIN	individual	SORBI_3002G113900	4
LIN	individual	SORBI_3002G114200	4
LIN	individual	SORBI_3002G114300	4
LIN	individual	SORBI_3002G116700	4
LIN	individual	SORBI_3003G048900	4
LIN	individual	SORBI_3003G082950	4
LIN	individual	SORBI_3003G173400	4
LIN	individual	SORBI_3003G201750	4
LIN	individual	SORBI_3003G201800	4
LIN	individual	SORBI_3003G201850	4
LIN	individual	SORBI_3003G201900	4
LIN	individual	SORBI_3004G006600	4
LIN	individual	SORBI_3004G130001	4
LIN	individual	SORBI_3004G181500	4
LIN	individual	SORBI_3004G183100	4
LIN	individual	SORBI_3004G183300	4
LIN	individual	SORBI_3004G183400	4
LIN	individual	SORBI_3004G183501	4
LIN	individual	SORBI_3004G183600	4
LIN	individual	SORBI_3004G183701	4
LIN	individual	SORBI_3004G183800	4
LIN	individual	SORBI_3004G183900	4
LIN	individual	SORBI_3004G184000	4
LIN	individual	SORBI_3004G184101	4
LIN	individual	SORBI_3004G184200	4
LIN	individual	SORBI_3004G184800	4
LIN	individual	SORBI_3005G120900	4
LIN	individual	SORBI_3005G121100	4
LIN	individual	SORBI_3006G243200	4
LIN	individual	SORBI_3007G179900	4
LIN	individual	SORBI_3008G021200	4
LIN	individual	SORBI_3008G106200	4
LIN	individual	SORBI_3008G106800	4
LIN	individual	SORBI_3010G032000	4
LIN	individual	SORBI_3010G032100	4
LIN	individual	SORBI_3010G032400	4
LIN	individual	SORBI_3010G032800	4
LIN	individual	SORBI_3010G106900	4
LIN	individual	SORBI_3010G107050	4
LIN	individual	SORBI_3010G170150	4
LIN	individual	SORBI_3010G170500	4
LIN	individual	SORBI_3010G170550	4
LIN	individual	SORBI_3010G170600	4
LIN	individual	SORBI_3010G170700	4
LIN	individual	SORBI_3010G172200	4
LIN	individual	SORBI_3001G012000	3
LIN	individual	SORBI_3001G012600	3
LIN	individual	SORBI_3001G021400	3
LIN	individual	SORBI_3001G030500	3
LIN	individual	SORBI_3001G030600	3
LIN	individual	SORBI_3001G030800	3
LIN	individual	SORBI_3001G031500	3
LIN	individual	SORBI_3001G031600	3
LIN	individual	SORBI_3001G031700	3
LIN	individual	SORBI_3001G031800	3
LIN	individual	SORBI_3001G031900	3
LIN	individual	SORBI_3001G032100	3
LIN	individual	SORBI_3001G032200	3
LIN	individual	SORBI_3001G032300	3
LIN	individual	SORBI_3001G032400	3
LIN	individual	SORBI_3001G032550	3
LIN	individual	SORBI_3001G032700	3
LIN	individual	SORBI_3001G032800	3
LIN	individual	SORBI_3001G032900	3
LIN	individual	SORBI_3001G033000	3
LIN	individual	SORBI_3001G033100	3
LIN	individual	SORBI_3001G033200	3
LIN	individual	SORBI_3001G033300	3
LIN	individual	SORBI_3001G033400	3
LIN	individual	SORBI_3001G033800	3
LIN	individual	SORBI_3001G034000	3
LIN	individual	SORBI_3001G034100	3
LIN	individual	SORBI_3001G034200	3
LIN	individual	SORBI_3001G034300	3
LIN	individual	SORBI_3001G034500	3
LIN	individual	SORBI_3001G034600	3
LIN	individual	SORBI_3001G034900	3
LIN	individual	SORBI_3001G035100	3
LIN	individual	SORBI_3001G035300	3
LIN	individual	SORBI_3001G035400	3
LIN	individual	SORBI_3001G035500	3
LIN	individual	SORBI_3001G035700	3
LIN	individual	SORBI_3001G035800	3
LIN	individual	SORBI_3001G035900	3
LIN	individual	SORBI_3001G036050	3
LIN	individual	SORBI_3001G036300	3
LIN	individual	SORBI_3001G036600	3
LIN	individual	SORBI_3001G036700	3
LIN	individual	SORBI_3001G036800	3
LIN	individual	SORBI_3001G036900	3
LIN	individual	SORBI_3001G037000	3
LIN	individual	SORBI_3001G037100	3
LIN	individual	SORBI_3001G040500	3
LIN	individual	SORBI_3001G040900	3
LIN	individual	SORBI_3001G041600	3
LIN	individual	SORBI_3001G041700	3
LIN	individual	SORBI_3001G041800	3
LIN	individual	SORBI_3001G041900	3
LIN	individual	SORBI_3001G042200	3
LIN	individual	SORBI_3001G042400	3
LIN	individual	SORBI_3001G042600	3
LIN	individual	SORBI_3001G042700	3
LIN	individual	SORBI_3001G042800	3
LIN	individual	SORBI_3001G042901	3
LIN	individual	SORBI_3001G044800	3
LIN	individual	SORBI_3001G045300	3
LIN	individual	SORBI_3001G045400	3
LIN	individual	SORBI_3001G051300	3
LIN	individual	SORBI_3001G052100	3
LIN	individual	SORBI_3001G052350	3
LIN	individual	SORBI_3001G052400	3
LIN	individual	SORBI_3001G052500	3
LIN	individual	SORBI_3001G052600	3
LIN	individual	SORBI_3001G052700	3
LIN	individual	SORBI_3001G052800	3
LIN	individual	SORBI_3001G053500	3
LIN	individual	SORBI_3001G098500	3
LIN	individual	SORBI_3001G098800	3
LIN	individual	SORBI_3001G099100	3
LIN	individual	SORBI_3001G099400	3
LIN	individual	SORBI_3001G099600	3
LIN	individual	SORBI_3001G099800	3
LIN	individual	SORBI_3001G100000	3
LIN	individual	SORBI_3001G100200	3
LIN	individual	SORBI_3001G100300	3
LIN	individual	SORBI_3001G100400	3
LIN	individual	SORBI_3001G100501	3
LIN	individual	SORBI_3001G100600	3
LIN	individual	SORBI_3001G100650	3
LIN	individual	SORBI_3001G100800	3
LIN	individual	SORBI_3001G100900	3
LIN	individual	SORBI_3001G101000	3
LIN	individual	SORBI_3001G101100	3
LIN	individual	SORBI_3001G101200	3
LIN	individual	SORBI_3001G101300	3
LIN	individual	SORBI_3001G101400	3
LIN	individual	SORBI_3001G104600	3
LIN	individual	SORBI_3001G105200	3
LIN	individual	SORBI_3001G105300	3
LIN	individual	SORBI_3001G105400	3
LIN	individual	SORBI_3001G105500	3
LIN	individual	SORBI_3001G105600	3
LIN	individual	SORBI_3001G105700	3
LIN	individual	SORBI_3001G168800	3
LIN	individual	SORBI_3001G169100	3
LIN	individual	SORBI_3001G171001	3
LIN	individual	SORBI_3001G171100	3
LIN	individual	SORBI_3001G186200	3
LIN	individual	SORBI_3001G186300	3
LIN	individual	SORBI_3001G191200	3
LIN	individual	SORBI_3001G211500	3
LIN	individual	SORBI_3001G211700	3
LIN	individual	SORBI_3001G212500	3
LIN	individual	SORBI_3001G218300	3
LIN	individual	SORBI_3001G251800	3
LIN	individual	SORBI_3001G251900	3
LIN	individual	SORBI_3001G252050	3
LIN	individual	SORBI_3001G252101	3
LIN	individual	SORBI_3001G252151	3
LIN	individual	SORBI_3001G252200	3
LIN	individual	SORBI_3001G252500	3
LIN	individual	SORBI_3001G252600	3
LIN	individual	SORBI_3001G256900	3
LIN	individual	SORBI_3001G257100	3
LIN	individual	SORBI_3001G257800	3
LIN	individual	SORBI_3001G259400	3
LIN	individual	SORBI_3001G259600	3
LIN	individual	SORBI_3001G311601	3
LIN	individual	SORBI_3001G312300	3
LIN	individual	SORBI_3001G312500	3
LIN	individual	SORBI_3001G360500	3
LIN	individual	SORBI_3001G384600	3
LIN	individual	SORBI_3001G398000	3
LIN	individual	SORBI_3001G400500	3
LIN	individual	SORBI_3001G435000	3
LIN	individual	SORBI_3001G435201	3
LIN	individual	SORBI_3001G435300	3
LIN	individual	SORBI_3001G435400	3
LIN	individual	SORBI_3001G479800	3
LIN	individual	SORBI_3002G112400	3
LIN	individual	SORBI_3002G112600	3
LIN	individual	SORBI_3002G112850	3
LIN	individual	SORBI_3003G079800	3
LIN	individual	SORBI_3003G081100	3
LIN	individual	SORBI_3003G081200	3
LIN	individual	SORBI_3003G082800	3
LIN	individual	SORBI_3003G082900	3
LIN	individual	SORBI_3003G083500	3
LIN	individual	SORBI_3003G084750	3
LIN	individual	SORBI_3003G106600	3
LIN	individual	SORBI_3003G113200	3
LIN	individual	SORBI_3003G201500	3
LIN	individual	SORBI_3003G323800	3
LIN	individual	SORBI_3003G323900	3
LIN	individual	SORBI_3003G324400	3
LIN	individual	SORBI_3003G324500	3
LIN	individual	SORBI_3003G324600	3
LIN	individual	SORBI_3003G372700	3
LIN	individual	SORBI_3003G372750	3
LIN	individual	SORBI_3003G372800	3
LIN	individual	SORBI_3003G372850	3
LIN	individual	SORBI_3003G373000	3
LIN	individual	SORBI_3003G373100	3
LIN	individual	SORBI_3003G373500	3
LIN	individual	SORBI_3003G373600	3
LIN	individual	SORBI_3003G373900	3
LIN	individual	SORBI_3003G374000	3
LIN	individual	SORBI_3003G374100	3
LIN	individual	SORBI_3003G374200	3
LIN	individual	SORBI_3003G374500	3
LIN	individual	SORBI_3003G374600	3
LIN	individual	SORBI_3003G374700	3
LIN	individual	SORBI_3003G374850	3
LIN	individual	SORBI_3003G375000	3
LIN	individual	SORBI_3003G375200	3
LIN	individual	SORBI_3003G375300	3
LIN	individual	SORBI_3003G375400	3
LIN	individual	SORBI_3003G375500	3
LIN	individual	SORBI_3003G375800	3
LIN	individual	SORBI_3003G375900	3
LIN	individual	SORBI_3003G376000	3
LIN	individual	SORBI_3004G006400	3
LIN	individual	SORBI_3004G006700	3
LIN	individual	SORBI_3004G006800	3
LIN	individual	SORBI_3004G006900	3
LIN	individual	SORBI_3004G006966	3
LIN	individual	SORBI_3004G007032	3
LIN	individual	SORBI_3004G007100	3
LIN	individual	SORBI_3004G007133	3
LIN	individual	SORBI_3004G007200	3
LIN	individual	SORBI_3004G007300	3
LIN	individual	SORBI_3004G007400	3
LIN	individual	SORBI_3004G007500	3
LIN	individual	SORBI_3004G007600	3
LIN	individual	SORBI_3004G007800	3
LIN	individual	SORBI_3004G008300	3
LIN	individual	SORBI_3004G008400	3
LIN	individual	SORBI_3004G008500	3
LIN	individual	SORBI_3004G008800	3
LIN	individual	SORBI_3004G008900	3
LIN	individual	SORBI_3004G009000	3
LIN	individual	SORBI_3004G009100	3
LIN	individual	SORBI_3004G009300	3
LIN	individual	SORBI_3004G009400	3
LIN	individual	SORBI_3004G009600	3
LIN	individual	SORBI_3004G010000	3
LIN	individual	SORBI_3004G010050	3
LIN	individual	SORBI_3004G010151	3
LIN	individual	SORBI_3004G010200	3
LIN	individual	SORBI_3004G010300	3
LIN	individual	SORBI_3004G010600	3
LIN	individual	SORBI_3004G010800	3
LIN	individual	SORBI_3004G010900	3
LIN	individual	SORBI_3004G011900	3
LIN	individual	SORBI_3004G017200	3
LIN	individual	SORBI_3004G043001	3
LIN	individual	SORBI_3004G043200	3
LIN	individual	SORBI_3004G043400	3
LIN	individual	SORBI_3004G043500	3
LIN	individual	SORBI_3004G043600	3
LIN	individual	SORBI_3004G043750	3
LIN	individual	SORBI_3004G044300	3
LIN	individual	SORBI_3004G047400	3
LIN	individual	SORBI_3004G047500	3
LIN	individual	SORBI_3004G047600	3
LIN	individual	SORBI_3004G047700	3
LIN	individual	SORBI_3004G048201	3
LIN	individual	SORBI_3004G115200	3
LIN	individual	SORBI_3004G115350	3
LIN	individual	SORBI_3004G181600	3
LIN	individual	SORBI_3004G223600	3
LIN	individual	SORBI_3004G225900	3
LIN	individual	SORBI_3004G311000	3
LIN	individual	SORBI_3006G033001	3
LIN	individual	SORBI_3006G217800	3
LIN	individual	SORBI_3006G218200	3
LIN	individual	SORBI_3006G243300	3
LIN	individual	SORBI_3006G243400	3
LIN	individual	SORBI_3006G243500	3
LIN	individual	SORBI_3006G243600	3
LIN	individual	SORBI_3006G243700	3
LIN	individual	SORBI_3006G243800	3
LIN	individual	SORBI_3006G243900	3
LIN	individual	SORBI_3006G244000	3
LIN	individual	SORBI_3006G244100	3
LIN	individual	SORBI_3006G244200	3
LIN	individual	SORBI_3006G245200	3
LIN	individual	SORBI_3007G017800	3
LIN	individual	SORBI_3007G041100	3
LIN	individual	SORBI_3007G041400	3
LIN	individual	SORBI_3007G041500	3
LIN	individual	SORBI_3007G041800	3
LIN	individual	SORBI_3007G041900	3
LIN	individual	SORBI_3007G042100	3
LIN	individual	SORBI_3007G042200	3
LIN	individual	SORBI_3007G179100	3
LIN	individual	SORBI_3007G179750	3
LIN	individual	SORBI_3007G180200	3
LIN	individual	SORBI_3007G180300	3
LIN	individual	SORBI_3007G180450	3
LIN	individual	SORBI_3007G180800	3
LIN	individual	SORBI_3007G182700	3
LIN	individual	SORBI_3007G201900	3
LIN	individual	SORBI_3007G202000	3
LIN	individual	SORBI_3007G202100	3
LIN	individual	SORBI_3007G202300	3
LIN	individual	SORBI_3007G202360	3
LIN	individual	SORBI_3007G202600	3
LIN	individual	SORBI_3007G205400	3
LIN	individual	SORBI_3007G207200	3
LIN	individual	SORBI_3007G207400	3
LIN	individual	SORBI_3007G207500	3
LIN	individual	SORBI_3007G207600	3
LIN	individual	SORBI_3007G210801	3
LIN	individual	SORBI_3008G015800	3
LIN	individual	SORBI_3008G016250	3
LIN	individual	SORBI_3008G019000	3
LIN	individual	SORBI_3008G022200	3
LIN	individual	SORBI_3008G022300	3
LIN	individual	SORBI_3008G022500	3
LIN	individual	SORBI_3008G022701	3
LIN	individual	SORBI_3008G023600	3
LIN	individual	SORBI_3008G076100	3
LIN	individual	SORBI_3008G076200	3
LIN	individual	SORBI_3008G076250	3
LIN	individual	SORBI_3008G081400	3
LIN	individual	SORBI_3008G081500	3
LIN	individual	SORBI_3008G081900	3
LIN	individual	SORBI_3008G082000	3
LIN	individual	SORBI_3008G090900	3
LIN	individual	SORBI_3008G092800	3
LIN	individual	SORBI_3008G096200	3
LIN	individual	SORBI_3008G096300	3
LIN	individual	SORBI_3008G098300	3
LIN	individual	SORBI_3008G098800	3
LIN	individual	SORBI_3008G098900	3
LIN	individual	SORBI_3008G099100	3
LIN	individual	SORBI_3008G101300	3
LIN	individual	SORBI_3008G105366	3
LIN	individual	SORBI_3008G105500	3
LIN	individual	SORBI_3008G105600	3
LIN	individual	SORBI_3008G105800	3
LIN	individual	SORBI_3008G106500	3
LIN	individual	SORBI_3008G106550	3
LIN	individual	SORBI_3008G106600	3
LIN	individual	SORBI_3008G106700	3
LIN	individual	SORBI_3009G021500	3
LIN	individual	SORBI_3009G021600	3
LIN	individual	SORBI_3009G073100	3
LIN	individual	SORBI_3009G119300	3
LIN	individual	SORBI_3009G119400	3
LIN	individual	SORBI_3009G119501	3
LIN	individual	SORBI_3009G119600	3
LIN	individual	SORBI_3009G119700	3
LIN	individual	SORBI_3009G119800	3
LIN	individual	SORBI_3010G029300	3
LIN	individual	SORBI_3010G029600	3
LIN	individual	SORBI_3010G029700	3
LIN	individual	SORBI_3010G029800	3
LIN	individual	SORBI_3010G032300	3
LIN	individual	SORBI_3010G032600	3
LIN	individual	SORBI_3010G032700	3
LIN	individual	SORBI_3010G053000	3
LIN	individual	SORBI_3010G053300	3
LIN	individual	SORBI_3010G053400	3
LIN	individual	SORBI_3010G053500	3
LIN	individual	SORBI_3010G053600	3
LIN	individual	SORBI_3010G053700	3
LIN	individual	SORBI_3010G053800	3
LIN	individual	SORBI_3010G053900	3
LIN	individual	SORBI_3010G054000	3
LIN	individual	SORBI_3010G054100	3
LIN	individual	SORBI_3010G054150	3
LIN	individual	SORBI_3010G054200	3
LIN	individual	SORBI_3010G054300	3
LIN	individual	SORBI_3010G054400	3
LIN	individual	SORBI_3010G054500	3
LIN	individual	SORBI_3010G054600	3
LIN	individual	SORBI_3010G054700	3
LIN	individual	SORBI_3010G054800	3
LIN	individual	SORBI_3010G054900	3
LIN	individual	SORBI_3010G055000	3
LIN	individual	SORBI_3010G055100	3
LIN	individual	SORBI_3010G055200	3
LIN	individual	SORBI_3010G055300	3
