"Phenotype","PhenotypeClean","N_SNPs","Min_P","Lambda","N_GenomeWide","N_Suggestive"
"Sum_MGDG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_MGDG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta4_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,4.360481e-16,0.503803855680143,1414,7190
"Sum_MGDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta9_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_MGDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta9_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,4.492284e-16,0.518233420408871,1610,7243
"Sum_DGDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta7_SAP_bialleles_MAF_0.05_11.assoc.txt","Sum_DGDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta7_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,4.513551e-16,1.02886523291842,1305,7370
"Sum_MG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta6_SAP_bialleles_MAF_0.05_4.assoc.txt","Sum_MG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part08_parta6_SAP_bialleles_MAF_0_05_4_assoc_txt",6106358,4.541839e-16,0.535199489239529,1373,7074
"Sum_MGDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_MGDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta6_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,4.709419e-16,0.534198241363793,1449,7331
"Sum_SQDG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_SQDG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta6_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,4.839088e-16,0.537916001169861,1057,6207
"Sum_MG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta10_SAP_bialleles_MAF_0.05_4.assoc.txt","Sum_MG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part08_parta10_SAP_bialleles_MAF_0_05_4_assoc_txt",6106358,5.096019e-16,0.522161661861355,1042,6440
"Sum_DGDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta3_SAP_bialleles_MAF_0.05_11.assoc.txt","Sum_DGDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta3_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,5.519354e-16,0.529470980161658,1239,6417
"Sum_MG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta5_SAP_bialleles_MAF_0.05_4.assoc.txt","Sum_MG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part08_parta5_SAP_bialleles_MAF_0_05_4_assoc_txt",6106358,5.523209e-16,0.77897119194061,1139,5038
"Sum_DGDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta8_SAP_bialleles_MAF_0.05_11.assoc.txt","Sum_DGDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta8_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,6.130143e-16,0.548899083501543,1608,6808
"Sum_MGDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_MGDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta7_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,6.158814e-16,0.523551182565276,1125,6359
"Sum_MG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_MG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta1_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,6.443253e-16,0.519207433212886,1156,7008
"Sum_DGDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_DGDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta2_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,6.474323e-16,0.53856606251771,1547,6886
"Sum_DGDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta4_SAP_bialleles_MAF_0.05_11.assoc.txt","Sum_DGDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta4_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,6.728832e-16,0.545296292542926,1659,6727
"Sum_MGDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_MGDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta2_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,8.036447e-16,0.523544821461411,1675,7127
"Sum_MG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta8_SAP_bialleles_MAF_0.05_4.assoc.txt","Sum_MG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part08_parta8_SAP_bialleles_MAF_0_05_4_assoc_txt",6106358,8.429754e-16,0.538758447385321,918,6192
"Sum_MGDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_MGDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta5_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,8.655307e-16,0.533100894582187,990,6381
"Sum_SQDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta4_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_SQDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta4_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,9.542053e-16,0.583937572875404,1266,5756
"Sum_SQDG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_SQDG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta10_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,9.753289e-16,0.536402525838011,1504,6490
"Sum_MGDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_MGDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta7_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,1.044189e-15,0.537067451089212,1379,6860
"Sum_DGDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05_11.assoc.txt","Sum_DGDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta1_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,1.115935e-15,0.526052069098538,1186,6615
"Sum_DGDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta2_SAP_bialleles_MAF_0.05_11.assoc.txt","Sum_DGDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta2_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,1.446696e-15,0.557074083007567,1384,6799
"Sum_SQDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_SQDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta5_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,1.510346e-15,0.603627528098752,1460,5402
"Sum_DGDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta3_SAP_bialleles_MAF_0.05_11.assoc.txt","Sum_DGDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta3_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,1.579055e-15,0.567216404919651,1314,6176
"Sum_SQDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_SQDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta8_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,1.973705e-15,0.806347604595056,1310,6720
"Sum_SQDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_SQDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta2_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,2.270017e-15,0.568195014135486,1022,5707
"Sum_SQDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_SQDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta2_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,2.339571e-15,0.571860938385844,955,5344
"Sum_MGDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_MGDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta8_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,3.101412e-15,0.570380995496233,943,5566
"Sum_SQDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_SQDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta3_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,6.056471e-15,0.599209646268267,1235,5649
"Sum_DGDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_DGDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta1_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,7.960259e-15,0.600683665005365,908,4882
"Sum_MG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4.assoc.txt","Sum_MG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part08_parta1_SAP_bialleles_MAF_0_05_4_assoc_txt",6106358,7.962476e-15,0.587571663689058,838,4956
"Sum_SQDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta9_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_SQDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta9_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,1.829779e-14,0.59912558041824,1230,5718
"Sum_SQDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12.assoc.txt","Sum_SQDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part02_parta4_SAP_bialleles_MAF_0_05_12_assoc_txt",6106358,2.483494e-14,0.613614032973126,1214,5453
"Sum_SQDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta3_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_SQDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta3_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,3.959181e-14,0.624526319021931,1052,7213
"Sum_FA_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta9_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,1.582682e-12,0.723615496590966,43,576
"Sum_FA_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta10_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta10_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,2.610312e-12,0.737872993008901,58,576
"Sum_FA_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta1_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,3.372004e-12,0.772922642679273,52,554
"Sum_FA_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta6_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta6_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,3.781448e-12,0.773382962136258,41,500
"Sum_FA_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta2_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,4.012638e-12,0.724999818413484,64,599
"Sum_FA_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta2_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,6.379745e-12,0.719408470142418,33,423
"Sum_FA_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta1_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,7.456883e-12,0.748466539095963,58,616
"Sum_FA_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta10_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta10_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,7.769421e-12,0.762520780953459,63,586
"Sum_SM_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_SM_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta2_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,9.105246e-12,0.655742254423906,83,720
"Sum_SM_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_SM_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta1_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,9.204722e-12,0.693422197850341,86,659
"Sum_FA_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta6_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta6_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,9.251239e-12,0.813310004958543,47,584
"Sum_SM_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta10_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_SM_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta10_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,1.252363e-11,0.695137637646808,89,637
"Sum_FA_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta3_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta3_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,1.667868e-11,0.769199768129399,49,493
"Sum_FA_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta8_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,1.850321e-11,0.803448274136809,52,612
"Sum_SM_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta3_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_SM_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta3_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,2.370962e-11,0.605179785509059,105,720
"PA_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05_11.assoc.txt","PA_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta1_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,2.813435e-11,0.996008829057953,193,2965
"Sum_SM_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_SM_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta9_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,2.825559e-11,0.71324763524093,94,856
"Sum_SM_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta2_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_SM_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta2_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,2.828963e-11,0.625854227346788,112,953
"Sum_SM_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta8_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_SM_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta8_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,2.958518e-11,0.726193117327533,131,990
"Sum_SM_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta6_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_SM_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta6_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,3.094556e-11,0.606526246152834,103,739
"Sum_FA_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta4_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta4_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,3.348387e-11,0.861563960925258,36,569
"Sum_FA_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta3_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta3_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,3.791758e-11,0.740361150736146,51,599
"Sum_SM_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta5_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_SM_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta5_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,4.065891e-11,0.68014584185296,112,960
"Sum_SM_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta7_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_SM_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta7_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,5.916019e-11,0.681443036757897,97,998
"Sum_SM_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_SM_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta1_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,6.427414e-11,0.685650016742261,49,423
"Sum_SM_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta9_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_SM_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta9_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,6.7627e-11,0.629740091104574,77,537
"Sum_SM_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_SM_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta8_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,8.96255e-11,0.641438268105278,51,465
"Sum_FA_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta7_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,9.127022e-11,0.783319741895695,48,633
"Sum_FA_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta5_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta5_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,1.050038e-10,0.823642736777676,33,482
"Sum_FA_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta5_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta5_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,1.068365e-10,0.761127660192083,34,519
"Sum_SM_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta4_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_SM_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta4_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,1.08191e-10,0.584405858564964,115,783
"Sum_SM_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta6_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_SM_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta6_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,1.489306e-10,0.727944728429953,154,1373
"Sum_SM_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_SM_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta7_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,1.824603e-10,0.763625617727747,127,939
"Sum_SM_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta5_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_SM_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta5_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,2.132188e-10,0.799782003117978,140,1356
"Sum_FA_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta4_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_FA_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta4_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,5.013153e-10,0.820237621405398,40,499
"FA_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta5_SAP_bialleles_MAF_0.05_11.assoc.txt","FA_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta5_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,5.457882e-10,1.10805552277725,5,433
"Sum_TG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_TG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta7_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,9.683964e-10,0.915757194139887,3,126
"Sum_TG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta3_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta3_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,2.914687e-09,1.06503328445827,10,170
"Sum_DG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta2_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta2_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,3.069138e-09,1.12487061371036,8,116
