"Phenotype","PhenotypeClean","N_SNPs","Min_P","Lambda","N_GenomeWide","N_Suggestive"
"TG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta8_SAP_bialleles_MAF_0.05_11.assoc.txt","TG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta8_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,3.857445e-09,0.906871789398478,40,890
"LPC_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta7_SAP_bialleles_MAF_0.05_11.assoc.txt","LPC_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta7_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,8.169349e-09,1.1092408526746,1,42
"Sum_PG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta6_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,8.954608e-09,0.880052288391169,1,41
"Sum_DG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta3_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta3_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.12688e-08,1.13458292705196,21,716
"Sum_DG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta8_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta8_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.236264e-08,1.00830634790862,3,43
"Sum_GalCer_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta4_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta4_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,1.570003e-08,0.969624625234347,3,185
"Sum_PE_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta7_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.578987e-08,1.00207540177477,1,41
"Sum_PG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta7_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.988405e-08,0.824828043719791,3,239
"Sum_DG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta3_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta3_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,2.216443e-08,0.684800650010555,5,115
"Sum_GalCer_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta2_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,2.474462e-08,0.945771062570919,3,197
"Sum_GalCer_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta10_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta10_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,2.825387e-08,0.818612616310295,3,41
"Sum_PA_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta10_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,3.162374e-08,0.950988114973566,5,789
"Sum_TG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta10_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta10_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,3.162374e-08,0.950988114973566,5,789
"Sum_LPE_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta6_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta6_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,3.409024e-08,1.00504148427041,3,118
"Sum_TG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_TG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta2_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,3.409024e-08,1.00504148427041,3,118
"Sum_DG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta2_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta2_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,3.727834e-08,0.652386570678802,1,28
"Sum_TG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta6_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta6_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,3.762179e-08,1.12482886937469,3,97
"Sum_LPC_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta6_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta6_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,3.787646e-08,0.955297585415725,3,29
"Sum_LPE_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta1_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,3.787646e-08,0.955297585415725,3,29
"Sum_GalCer_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta6_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta6_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,3.814947e-08,1.06010773342594,4,262
"Sum_Cer_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta7_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_Cer_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta7_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,3.815355e-08,0.784466888313324,1,12
"Sum_GalCer_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta10_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta10_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,3.977386e-08,0.859400542068769,2,21
"Sum_PE_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta1_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,4.283372e-08,1.18172641321285,1,124
"Sum_PA_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta1_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,4.536128e-08,1.11484072108445,7,224
"Sum_LPC_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta9_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta9_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,4.557584e-08,1.04219384113358,1,24
"Sum_TG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta8_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta8_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,4.623765e-08,0.859675371440802,3,47
"Sum_PG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta6_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,5.091833e-08,0.792910868891203,1,58
"Sum_PA_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta1_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,5.894726e-08,1.04162217913577,6,205
"Sum_PE_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta8_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,5.971773e-08,0.876555200225392,3,73
"Sum_TG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta7_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta7_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,6.295169e-08,0.904862638004271,1,66
"Sum_PG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta1_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,6.916082e-08,0.680407048023561,1,87
"Sum_LPE_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta8_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta8_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,7.079429e-08,1.02707812480388,1,11
"Sum_DG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta5_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta5_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,7.302945e-08,1.07642033957649,1,74
"Sum_GalCer_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta9_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta9_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,7.896944e-08,1.07488196563283,1,165
"Sum_Cer_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta8_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_Cer_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta8_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,8.068172e-08,1.09128162699701,1,38
"Sum_LPC_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta7_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta7_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,8.068172e-08,1.09128162699701,1,38
"Sum_PG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta5_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,8.109565e-08,0.819898575225243,1,195
"Sum_PS_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta7_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,8.427381e-08,0.917042695838615,1,54
"Sum_TG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta1_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,8.427381e-08,0.917042695838615,1,54
"Sum_PG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta10_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,8.443087e-08,0.940549064768983,1,11
"Sum_Cer_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta6_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_Cer_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta6_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,8.624524e-08,0.999447476773775,3,156
"Sum_PA_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta6_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,8.624524e-08,0.999447476773775,3,156
"Sum_PA_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta6_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,8.719061e-08,1.0233010101889,1,184
"Sum_PS_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta3_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,8.719061e-08,1.0233010101889,1,184
"Sum_PE_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta6_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,9.400119e-08,0.75696395335155,1,64
"LPE_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta8_SAP_bialleles_MAF_0.05_11.assoc.txt","LPE_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta8_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,9.41903e-08,0.871783292121248,1,17
"Sum_LPC_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta6_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPC_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta6_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,9.966284e-08,1.16832608120795,1,22
"Sum_PS_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta1_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,9.966284e-08,1.16832608120795,1,22
"Sum_GalCer_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta9_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta9_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,1.062392e-07,0.798061626220078,0,10
"Sum_PG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta8_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.069651e-07,0.97747097848208,0,238
"Sum_PG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta5_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.140801e-07,0.862545034171832,0,128
"Sum_PG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta4_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.162268e-07,1.25051853342923,0,26
"SM_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta6_SAP_bialleles_MAF_0.05_11.assoc.txt","SM_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta6_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,1.463047e-07,0.989481605644442,0,32
"Sum_DG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta8_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta8_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.471033e-07,0.934685791940565,0,47
"Sum_PG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta1_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.503729e-07,0.861363392115482,0,40
"Sum_TG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta5_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta5_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.504405e-07,0.993017370052091,0,63
"Sum_GalCer_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta1_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,1.632166e-07,0.856025887326215,0,31
"Sum_DG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta10_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta10_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.737748e-07,1.03358959918411,0,92
"Sum_PG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta3_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.792933e-07,0.928405592250748,0,51
"Sum_TG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_TG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta8_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,1.830845e-07,1.11962409493592,0,69
"Sum_DG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta7_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta7_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.83703e-07,1.01200526593572,0,128
"Sum_LPE_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta4_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta4_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,1.98727e-07,0.851274527208455,0,8
"Sum_PE_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta4_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,2.200091e-07,0.711161598168771,0,48
"Sum_PG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta2_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,2.258475e-07,0.954586829171582,0,121
"Sum_GalCer_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta7_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta7_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,2.280332e-07,1.0063459879433,0,45
"Sum_LPC_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta5_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta5_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,2.411897e-07,0.961261857658388,0,4
"Sum_GalCer_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta8_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta8_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,2.612763e-07,0.977797304021953,0,6
"Sum_PA_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta2_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,2.885869e-07,0.984658430339265,0,72
"MG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta9_SAP_bialleles_MAF_0.05_11.assoc.txt","MG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta9_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,2.925724e-07,1.06936716648559,0,9
"Sum_DG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta1_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,2.946384e-07,0.987883389765934,0,11
"Sum_LPC_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPC_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta1_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,3.043295e-07,0.899857072159926,0,7
"Sum_LPE_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta2_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta2_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,3.150874e-07,1.12691140395919,0,60
"Sum_PA_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta5_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,3.150874e-07,1.12691140395919,0,60
"Sum_PS_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta5_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,3.305055e-07,0.934705568311346,0,79
