condition	lipid_class	go_term	go_id	term_bg_count	term_test_count	expected	fold_enrichment	p_value	p_adj_bh	overlap_genes
LIN	FA	cell division	GO:0051301	68	5	2.418241965973535	2.0676177447723276	0.09368865967590978	0.19674618531941054	SORBI_3001G211500;SORBI_3003G388000;SORBI_3004G061800;SORBI_3006G194400;SORBI_3010G032400
LIN	SM	protein ubiquitination	GO:0016567	313	5	2.4776701323251418	2.018024891516857	0.1012353155770957	0.20910901250350913	SORBI_3001G045300;SORBI_3004G005000;SORBI_3006G188700;SORBI_3006G192400;SORBI_3006G194700
LIN	SM	regulation of transcription by RNA polymerase II	GO:0006357	227	4	1.7969045368620038	2.2260503649155106	0.10478560378398168	0.21295138833518856	SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G006600;SORBI_3006G194400
LIN	FA	monoatomic ion transport	GO:0006811	183	10	6.5079158790170135	1.5365902365521122	0.11702679730301978	0.23405359460603956	SORBI_3001G098800;SORBI_3001G512100;SORBI_3001G512300;SORBI_3002G208900;SORBI_3002G209000;SORBI_3003G086300;SORBI_3003G378400;SORBI_3003G420500;SORBI_3004G061400;SORBI_3010G224400
LIN	SQDG	protein ubiquitination	GO:0016567	313	6	3.3651937618147447	1.7829582558017063	0.12011449119447191	0.23647540453911658	SORBI_3001G045300;SORBI_3001G168800;SORBI_3004G005000;SORBI_3006G188700;SORBI_3006G192400;SORBI_3006G194700
LIN	FA	translational initiation	GO:0006413	35	3	1.2446833648393194	2.4102515424774564	0.12686757353306405	0.2459279117717857	SORBI_3001G168900;SORBI_3004G020000;SORBI_3008G101600
LIN	FA	RNA splicing	GO:0008380	97	6	3.4495510396975426	1.7393567832311538	0.13094643075865386	0.2499886405392483	SORBI_3001G028200;SORBI_3001G402300;SORBI_3003G122000;SORBI_3004G115350;SORBI_3006G183800;SORBI_3007G059700
LIN	TG	transmembrane transport	GO:0055085	526	3	1.3050567107750473	2.298750678978816	0.13849867871820862	0.26046020176857143	SORBI_3001G012600;SORBI_3003G169600;SORBI_3010G151000
LIN	DG	transmembrane transport	GO:0055085	526	6	3.542296786389414	1.6938162897738644	0.14092663909086345	0.2611287724330705	SORBI_3001G012600;SORBI_3006G184400;SORBI_3006G195000;SORBI_3006G195100;SORBI_3006G195200;SORBI_3010G151000
LIN	DG	signal transduction	GO:0007165	205	3	1.3805529300567108	2.1730423620025676	0.159450930494369	0.29117126438102164	SORBI_3003G407300;SORBI_3004G005300;SORBI_3004G007800
