condition	lipid_class	go_term	go_id	term_bg_count	term_test_count	expected	fold_enrichment	p_value	p_adj_bh	overlap_genes
CTL	TG	metal ion binding	GO:0046872	1938	4	2.262576947569518	1.767895675016418	0.17384353308780792	0.4140088764865715	SORBI_3002G374200;SORBI_3009G153400;SORBI_3010G151200;SORBI_3010G151325
CTL	PS	metal ion binding	GO:0046872	1938	5	3.0853322012311613	1.6205710354317164	0.1790566214174674	0.42074581707636277	SORBI_3002G221400;SORBI_3002G374200;SORBI_3009G153400;SORBI_3010G151200;SORBI_3010G151325
CTL	SM	metal ion binding	GO:0046872	1938	5	3.0853322012311613	1.6205710354317164	0.1790566214174674	0.42074581707636277	SORBI_3002G221400;SORBI_3002G374200;SORBI_3009G153400;SORBI_3010G151200;SORBI_3010G151325
LIN	FA	RNA helicase activity	GO:0003724	43	3	1.4649755890469114	2.0478156922408175	0.1797360771976695	0.42074581707636277	SORBI_3001G028100;SORBI_3001G028200;SORBI_3001G105200
LIN	Cer	zinc ion binding	GO:0008270	1015	6	3.8781575037147102	1.547126436781609	0.18567020588058925	0.43029148176360527	SORBI_3001G034300;SORBI_3001G036300;SORBI_3001G037000;SORBI_3001G039700;SORBI_3010G151200;SORBI_3010G151325
LIN	GalCer	heme binding	GO:0020037	335	3	1.4933135215453195	2.008955223880597	0.1868162505560257	0.43029148176360527	SORBI_3001G012000;SORBI_3004G006400;SORBI_3004G007500
LIN	SQDG	mRNA binding	GO:0003729	432	7	4.676714073445129	1.4967774146695714	0.18694702727108092	0.43029148176360527	SORBI_3001G045300;SORBI_3001G171600;SORBI_3005G119950;SORBI_3005G120301;SORBI_3006G183800;SORBI_3006G191500;SORBI_3010G150575
LIN	Cer	DNA-binding transcription factor activity	GO:0003700	594	4	2.269581829760136	1.7624392068836514	0.18923505487707018	0.43094399036487036	SORBI_3001G033200;SORBI_3001G034300;SORBI_3001G036800;SORBI_3004G115000
LIN	PC	metal ion binding	GO:0046872	1938	10	7.404797282954787	1.3504758628597637	0.1903343392932632	0.43094399036487036	SORBI_3003G087200;SORBI_3003G088800;SORBI_3003G088900;SORBI_3003G089300;SORBI_3004G006400;SORBI_3004G006600;SORBI_3004G007500;SORBI_3005G105700;SORBI_3010G151200;SORBI_3010G151325
CTL	PA	mRNA binding	GO:0003729	432	3	1.5130545531734239	1.9827441077441077	0.19122368747723661	0.43094399036487036	SORBI_3002G371500;SORBI_3010G136450;SORBI_3010G150575
LIN	TG	hydrolase activity	GO:0016787	1170	5	3.1044364253873913	1.6105982905982905	0.19141444232226038	0.43094399036487036	SORBI_3001G041900;SORBI_3001G042200;SORBI_3001G042800;SORBI_3001G045400;SORBI_3001G103900
CTL	DGDG	ATP binding	GO:0005524	1337	5	3.1218424962852898	1.601618277010947	0.19284907881760227	0.4318142417002833	SORBI_3002G220200;SORBI_3003G107500;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
LIN	SM	nucleotide binding	GO:0000166	1409	15	11.813946083634049	1.2696858351825067	0.1943835417978684	0.4328974011930907	SORBI_3001G041800;SORBI_3001G042200;SORBI_3001G042901;SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000;SORBI_3006G190300;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G194600;SORBI_3006G195500;SORBI_3009G016700
LIN	MG	heme binding	GO:0020037	335	3	1.5288686053916365	1.9622353349531414	0.19592081463682226	0.4335502146863227	SORBI_3001G012000;SORBI_3004G006400;SORBI_3004G007500
LIN	MG	oxidoreductase activity	GO:0016491	863	6	3.9385480789641267	1.5234040259775257	0.19678128676296688	0.4335502146863227	SORBI_3001G012000;SORBI_3003G088200;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G006400;SORBI_3004G008900
CTL	PG	nucleic acid binding	GO:0003676	522	3	1.5512630014858841	1.9339080459770115	0.20053557520586168	0.43947157970646283	SORBI_3002G371500;SORBI_3002G374200;SORBI_3010G136450
LIN	SQDG	zinc ion binding	GO:0008270	1015	14	10.988112927191679	1.274104124408384	0.20559634892161027	0.44817828442171126	SORBI_3001G026900;SORBI_3001G028100;SORBI_3003G406600;SORBI_3004G005000;SORBI_3004G010050;SORBI_3005G119950;SORBI_3005G120301;SORBI_3006G183800;SORBI_3006G188700;SORBI_3006G191900;SORBI_3006G194300;SORBI_3006G194700;SORBI_3010G151200;SORBI_3010G151325
LIN	DG	heme binding	GO:0020037	335	4	2.3466355338569307	1.7045680687471731	0.20720802600349508	0.44931424586021035	SORBI_3001G012000;SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900
LIN	MGDG	DNA binding	GO:0003677	1032	6	4.052642751008278	1.4805153991200504	0.21367467005073829	0.45994206596471227	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800
CTL	AEG	nucleic acid binding	GO:0003676	522	3	1.6066652515389515	1.8672215616329766	0.21515237617612784	0.45994206596471227	SORBI_3002G371500;SORBI_3002G374200;SORBI_3010G136450
CTL	DGDG	DNA binding	GO:0003677	1032	4	2.40967947357249	1.659971811134602	0.21545829789123658	0.45994206596471227	SORBI_3003G107500;SORBI_3005G110523;SORBI_3005G110535;SORBI_3009G153400
LIN	SQDG	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	221	4	2.3924856718318828	1.6719013397214089	0.21745763180189617	0.4618172386720682	SORBI_3001G012000;SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900
LIN	FA	phosphatase activity	GO:0016791	48	3	1.6353215877732965	1.8345015576323989	0.22384568711171762	0.4729457594360393	SORBI_3001G026100;SORBI_3001G038000;SORBI_3003G119900
LIN	Cer	mRNA binding	GO:0003729	432	3	1.6506049670982805	1.8175154320987654	0.22736889296377844	0.4779386933728404	SORBI_3001G036600;SORBI_3001G039400;SORBI_3010G150575
LIN	PC	oxidoreductase activity	GO:0016491	863	5	3.297389089365315	1.5163512295609631	0.23019264431848654	0.481418119082317	SORBI_3003G088200;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G006400;SORBI_3004G008900
LIN	PA	metal ion binding	GO:0046872	1938	7	5.142220335385269	1.3612796697626417	0.24226186369105346	0.5023742348352958	SORBI_3001G012000;SORBI_3002G227200;SORBI_3002G227500;SORBI_3004G005000;SORBI_3004G006400;SORBI_3004G006600;SORBI_3004G007500
LIN	PC	ATP binding	GO:0005524	1337	7	5.108469539375928	1.3702734147760327	0.24265163284520352	0.5023742348352958	SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000;SORBI_3005G106600;SORBI_3005G106900
LIN	MGDG	oxidoreductase activity	GO:0016491	863	5	3.388983230736574	1.4753687638971533	0.24776972043910142	0.5104056241045489	SORBI_3003G088200;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G006400;SORBI_3004G008900
LIN	DGDG	DNA binding	GO:0003677	1032	6	4.27170452133305	1.4045915324985092	0.25094645490697975	0.5122863043805804	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800
CTL	FA	DNA binding	GO:0003677	1032	3	1.7524941625981745	1.7118459302325582	0.2523304255475352	0.5122863043805804	SORBI_3005G110523;SORBI_3005G110535;SORBI_3009G153400
LIN	SQDG	monooxygenase activity	GO:0004497	236	4	2.5548715771598385	1.56563642406115	0.2524129121098491	0.5122863043805804	SORBI_3001G012000;SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900
LIN	DG	oxidoreductase activity	GO:0016491	863	8	6.045213330503078	1.323361073071386	0.2551165915323303	0.5152354691731377	SORBI_3001G012000;SORBI_3003G088200;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G006400;SORBI_3004G008900;SORBI_3006G183900;SORBI_3006G190000
LIN	FA	hydrolase activity, acting on glycosyl bonds	GO:0016798	179	8	6.098386754404585	1.3118223428879723	0.2661744245032002	0.5341547826195665	SORBI_3001G026800;SORBI_3001G099100;SORBI_3001G269100;SORBI_3002G189100;SORBI_3004G004800;SORBI_3004G028700;SORBI_3004G029400;SORBI_3007G180450
CTL	LPE	metal ion binding	GO:0046872	1938	4	2.6739545744003395	1.4959117250138922	0.2702362152059173	0.5341547826195665	SORBI_3002G374200;SORBI_3009G153400;SORBI_3010G151200;SORBI_3010G151325
LIN	SM	hydrolase activity	GO:0016787	1170	12	9.810019104224157	1.2232392080493346	0.2719524688191152	0.5341547826195665	SORBI_3001G041900;SORBI_3001G042200;SORBI_3001G042800;SORBI_3001G045400;SORBI_3003G087200;SORBI_3004G004800;SORBI_3004G007133;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G192200;SORBI_3006G195500
CTL	PG	RNA binding	GO:0003723	615	3	1.8276374442793462	1.6414634146341465	0.27499130979225966	0.5341547826195665	SORBI_3002G371500;SORBI_3010G150575;SORBI_3010G150700
LIN	LPC	oxidoreductase activity	GO:0016491	863	3	1.831882827425175	1.6376593279258402	0.27540380810534654	0.5341547826195665	SORBI_3001G012000;SORBI_3002G226900;SORBI_3002G227000
LIN	LPE	oxidoreductase activity	GO:0016491	863	3	1.831882827425175	1.6376593279258402	0.27540380810534654	0.5341547826195665	SORBI_3001G012000;SORBI_3002G226900;SORBI_3002G227000
CTL	PE	ATP binding	GO:0005524	1337	5	3.5475482912332836	1.4094240837696337	0.276148257043599	0.5341547826195665	SORBI_3001G168400;SORBI_3002G220200;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
CTL	PC	metal ion binding	GO:0046872	1938	7	5.347909148800679	1.3089227593871557	0.2770048884668325	0.5341547826195665	SORBI_3002G221400;SORBI_3003G367650;SORBI_3005G110535;SORBI_3005G110541;SORBI_3009G153400;SORBI_3010G151200;SORBI_3010G151325
CTL	DG	ATP binding	GO:0005524	1337	4	2.696136701337296	1.4836042987048772	0.279142529687197	0.5341547826195665	SORBI_3002G220200;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
CTL	MGDG	ATP binding	GO:0005524	1337	4	2.696136701337296	1.4836042987048772	0.279142529687197	0.5341547826195665	SORBI_3002G220200;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
CTL	SQDG	ATP binding	GO:0005524	1337	4	2.696136701337296	1.4836042987048772	0.279142529687197	0.5341547826195665	SORBI_3002G220200;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
LIN	PA	zinc ion binding	GO:0008270	1015	4	2.6931649331352157	1.4852413793103447	0.28004231321802514	0.5341547826195665	SORBI_3002G226900;SORBI_3002G227000;SORBI_3002G227500;SORBI_3004G005000
LIN	SM	sequence-specific DNA binding	GO:0043565	221	3	1.853003608575674	1.6189930694770605	0.28292698195928384	0.5355606173758508	SORBI_3003G087600;SORBI_3006G188900;SORBI_3009G016633
LIN	DGDG	oxidoreductase activity	GO:0016491	863	5	3.5721715134790917	1.3997088272870428	0.28385833234793845	0.5355606173758508	SORBI_3003G088200;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G006400;SORBI_3004G008900
LIN	FA	monooxygenase activity	GO:0004497	236	10	8.040331139885375	1.2437298695812873	0.284679066032309	0.5355606173758508	SORBI_3001G012000;SORBI_3001G022700;SORBI_3001G213300;SORBI_3003G076700;SORBI_3003G076800;SORBI_3003G236900;SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900;SORBI_3007G179750
LIN	PC	nucleotide binding	GO:0000166	1409	7	5.3835703672256425	1.3002523460294928	0.28708972331074556	0.5376407545637598	SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000;SORBI_3005G106600;SORBI_3005G106900
LIN	FA	iron ion binding	GO:0005506	264	11	8.994268732753131	1.2230010384215992	0.2894424898795808	0.5381171442759547	SORBI_3001G012000;SORBI_3001G022700;SORBI_3001G213300;SORBI_3003G076700;SORBI_3003G076800;SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008900;SORBI_3004G342000;SORBI_3006G183900;SORBI_3007G179750
CTL	PA	DNA binding	GO:0003677	1032	5	3.614519210358735	1.3833098426121682	0.29151813120190856	0.5381171442759547	SORBI_3003G107500;SORBI_3003G369200;SORBI_3005G013500;SORBI_3005G013600;SORBI_3005G014100
LIN	FA	transcription cis-regulatory region binding	GO:0000976	211	9	7.18860114625345	1.2519821056827745	0.29259062099114524	0.5381171442759547	SORBI_3001G037000;SORBI_3001G404400;SORBI_3002G128400;SORBI_3003G077100;SORBI_3003G324400;SORBI_3003G406600;SORBI_3004G062100;SORBI_3007G160400;SORBI_3007G183050
CTL	AEG	RNA binding	GO:0003723	615	3	1.8929102101464657	1.5848612279226242	0.29319102811741676	0.5381171442759547	SORBI_3002G371500;SORBI_3010G150575;SORBI_3010G150700
LIN	DG	DNA binding	GO:0003677	1032	9	7.22903842071747	1.2449788583509513	0.2944505483784589	0.5381171442759547	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800;SORBI_3006G184700;SORBI_3006G190800;SORBI_3006G195500
LIN	GalCer	zinc ion binding	GO:0008270	1015	6	4.524517087667162	1.3261083743842366	0.2960489541023176	0.5381171442759547	SORBI_3002G226900;SORBI_3002G227000;SORBI_3002G227500;SORBI_3004G005000;SORBI_3010G151200;SORBI_3010G151325
LIN	SM	oxidoreductase activity	GO:0016491	863	9	7.235937168329442	1.2437918946272204	0.2964868731811692	0.5381171442759547	SORBI_3001G012000;SORBI_3003G088200;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G006400;SORBI_3004G008900;SORBI_3006G183900;SORBI_3006G190000;SORBI_3009G016700
CTL	PC	ATP binding	GO:0005524	1337	5	3.6894502228826154	1.355215465163109	0.30544097013411564	0.55089355982094	SORBI_3001G168400;SORBI_3002G220200;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
LIN	SQDG	hydrolase activity, acting on glycosyl bonds	GO:0016798	179	3	1.9378051369136065	1.548143279658232	0.3062005465995031	0.55089355982094	SORBI_3001G026800;SORBI_3001G045400;SORBI_3004G004800
LIN	SM	heme binding	GO:0020037	335	4	2.808851623859053	1.4240695257887777	0.30901136769809867	0.5535334064852898	SORBI_3001G012000;SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900
CTL	GalCer	ATP binding	GO:0005524	1337	4	2.838038632986627	1.4094240837696335	0.31312311998122666	0.5556109847275068	SORBI_3002G220200;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
CTL	MG	ATP binding	GO:0005524	1337	4	2.838038632986627	1.4094240837696335	0.31312311998122666	0.5556109847275068	SORBI_3002G220200;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
LIN	FA	lyase activity	GO:0016829	162	7	5.519210358734876	1.2682973731779548	0.3149246066493298	0.5556109847275068	SORBI_3001G056601;SORBI_3001G414650;SORBI_3004G007500;SORBI_3004G008900;SORBI_3004G028500;SORBI_3004G044200;SORBI_3004G342000
LIN	FA	dioxygenase activity	GO:0051213	58	3	1.9760135852260667	1.5182081856268126	0.316640313762575	0.5556109847275068	SORBI_3004G310100;SORBI_3006G190000;SORBI_3007G210801
LIN	Cer	transferase activity	GO:0016740	1698	8	6.487794523455742	1.2330846747807878	0.31691403255088374	0.5556109847275068	SORBI_3001G012400;SORBI_3001G012500;SORBI_3001G033000;SORBI_3001G033400;SORBI_3001G038300;SORBI_3001G039500;SORBI_3001G039600;SORBI_3008G078800
LIN	PC	nucleic acid binding	GO:0003676	522	3	1.9944810019104224	1.5041507024265646	0.3216802906542571	0.5615774565659064	SORBI_3003G087200;SORBI_3004G009000;SORBI_3005G106432
LIN	FA	chromatin binding	GO:0003682	59	3	2.0100827849713436	1.4924758434975447	0.3260518017520444	0.5657798114353007	SORBI_3002G263700;SORBI_3003G389200;SORBI_3004G009600
LIN	SM	ATP binding	GO:0005524	1337	13	11.210252600297176	1.1596527271522301	0.3268339687417513	0.5657798114353007	SORBI_3001G041800;SORBI_3001G042901;SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000;SORBI_3006G190300;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G194600;SORBI_3006G195500
LIN	MG	DNA binding	GO:0003677	1032	6	4.709828061982594	1.2739318550567875	0.3298802712082718	0.5686638984845522	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800
LIN	DG	ATP binding	GO:0005524	1337	11	9.36552748885587	1.1745200698080278	0.3313374503838886	0.5687959564923422	SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000;SORBI_3006G190300;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G194600;SORBI_3006G195500
LIN	MGDG	nucleic acid binding	GO:0003676	522	3	2.0498832519634895	1.4634979807393602	0.33713803578034	0.5763521607531124	SORBI_3003G087200;SORBI_3004G009000;SORBI_3005G106432
LIN	FA	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	221	9	7.529293143706219	1.1953313316699794	0.34006406820748897	0.5771985949676044	SORBI_3001G012000;SORBI_3001G022700;SORBI_3001G213300;SORBI_3003G076700;SORBI_3003G076800;SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900;SORBI_3007G179750
LIN	SM	zinc ion binding	GO:0008270	1015	10	8.51040118870728	1.1750327367961588	0.3441526874365808	0.5771985949676044	SORBI_3003G406600;SORBI_3004G005000;SORBI_3006G183800;SORBI_3006G188700;SORBI_3006G191900;SORBI_3006G194300;SORBI_3006G194700;SORBI_3009G016400;SORBI_3010G151200;SORBI_3010G151325
CTL	PA	DNA-binding transcription factor activity	GO:0003700	594	3	2.080450010613458	1.4419957147229874	0.3457234835281494	0.5771985949676044	SORBI_3002G221400;SORBI_3005G013500;SORBI_3005G013600
CTL	DG	DNA binding	GO:0003677	1032	3	2.0810868180853324	1.4415544675642593	0.34626872531695996	0.5771985949676044	SORBI_3005G110523;SORBI_3005G110535;SORBI_3009G153400
CTL	MGDG	DNA binding	GO:0003677	1032	3	2.0810868180853324	1.4415544675642593	0.34626872531695996	0.5771985949676044	SORBI_3005G110523;SORBI_3005G110535;SORBI_3009G153400
CTL	SQDG	DNA binding	GO:0003677	1032	3	2.0810868180853324	1.4415544675642593	0.34626872531695996	0.5771985949676044	SORBI_3005G110523;SORBI_3005G110535;SORBI_3009G153400
LIN	SM	ubiquitin protein ligase activity	GO:0061630	249	3	2.087773296540013	1.4369376239133749	0.3474399309513735	0.5771985949676044	SORBI_3004G005000;SORBI_3006G188700;SORBI_3006G192400
CTL	PG	metal ion binding	GO:0046872	1938	7	5.759286775631501	1.2154282765737874	0.34954227414680117	0.5783591042107714	SORBI_3002G221400;SORBI_3002G374200;SORBI_3005G110535;SORBI_3005G110541;SORBI_3009G153400;SORBI_3010G151200;SORBI_3010G151325
LIN	FA	RNA binding	GO:0003723	615	23	20.95255784334536	1.0977180052174353	0.3509587802722963	0.5783800698887442	SORBI_3001G028100;SORBI_3001G028200;SORBI_3001G105200;SORBI_3001G402300;SORBI_3002G264200;SORBI_3003G122500;SORBI_3003G237100;SORBI_3003G419800;SORBI_3003G420100;SORBI_3004G019900;SORBI_3004G061800;SORBI_3006G183800;SORBI_3006G190900;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G192000;SORBI_3006G195500;SORBI_3007G059700;SORBI_3007G212300;SORBI_3010G150575;SORBI_3010G150700;SORBI_3010G224300
LIN	FA	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	GO:0016709	63	3	2.1463595839524516	1.3977154724818277	0.3636370234112145	0.5921854986089843	SORBI_3003G076700;SORBI_3003G076800;SORBI_3004G006400
LIN	SM	DNA binding	GO:0003677	1032	10	8.652939927828486	1.1556765773721913	0.3638366094477034	0.5921854986089843	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800;SORBI_3006G184700;SORBI_3006G190800;SORBI_3006G195500;SORBI_3009G016633
CTL	PG	ATP binding	GO:0005524	1337	5	3.973254086181278	1.2584143605086013	0.3650852345793253	0.5921854986089843	SORBI_3001G168400;SORBI_3002G220200;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
LIN	PG	ATP binding	GO:0005524	1337	5	3.973254086181278	1.2584143605086013	0.3650852345793253	0.5921854986089843	SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
LIN	FA	GTP binding	GO:0005525	144	6	4.90596476331989	1.223001038421599	0.36705810446530673	0.5926361848939603	SORBI_3001G031900;SORBI_3001G039300;SORBI_3001G105700;SORBI_3004G007133;SORBI_3004G017900;SORBI_3004G019900
LIN	MG	transferase activity	GO:0016740	1698	9	7.749310125238803	1.1613937053167886	0.3682399595457618	0.5926361848939603	SORBI_3001G012400;SORBI_3001G012500;SORBI_3001G104300;SORBI_3003G089000;SORBI_3003G407300;SORBI_3004G005000;SORBI_3004G007600;SORBI_3004G007800;SORBI_3005G106600
CTL	PA	nucleotide binding	GO:0000166	1409	6	4.934939503290172	1.2158203755080972	0.37120132188378346	0.5937383448463975	SORBI_3002G220200;SORBI_3003G107500;SORBI_3003G367300;SORBI_3003G369200;SORBI_3005G012200;SORBI_3005G017000
LIN	FA	DNA-binding transcription factor activity	GO:0003700	594	22	20.237104648694544	1.0871120341525327	0.37300277854799174	0.5937383448463975	SORBI_3001G031600;SORBI_3001G033200;SORBI_3001G034300;SORBI_3001G036800;SORBI_3001G404400;SORBI_3002G128400;SORBI_3003G077100;SORBI_3003G087600;SORBI_3003G324400;SORBI_3003G324500;SORBI_3003G417500;SORBI_3004G067100;SORBI_3006G184700;SORBI_3006G188900;SORBI_3006G190800;SORBI_3007G160400;SORBI_3007G180300;SORBI_3007G183050;SORBI_3008G126200;SORBI_3010G215100;SORBI_3010G221500;SORBI_3010G224200
LIN	SQDG	ATP binding	GO:0005524	1337	16	14.473997028231798	1.1054306539369674	0.3733498265348369	0.5937383448463975	SORBI_3001G028100;SORBI_3001G028200;SORBI_3001G041800;SORBI_3001G042901;SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000;SORBI_3004G009600;SORBI_3006G190300;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G194600;SORBI_3006G195500
LIN	PA	hydrolase activity	GO:0016787	1170	4	3.1044364253873913	1.2884786324786324	0.3774301214520309	0.5937383448463975	SORBI_3002G227800;SORBI_3002G227900;SORBI_3004G004800;SORBI_3004G007133
CTL	GalCer	DNA binding	GO:0003677	1032	3	2.1906177032477183	1.3694767441860465	0.3775714717227091	0.5937383448463975	SORBI_3005G110523;SORBI_3005G110535;SORBI_3009G153400
CTL	MG	DNA binding	GO:0003677	1032	3	2.1906177032477183	1.3694767441860465	0.3775714717227091	0.5937383448463975	SORBI_3005G110523;SORBI_3005G110535;SORBI_3009G153400
CTL	AEG	metal ion binding	GO:0046872	1938	7	5.964975589046912	1.1735169566919326	0.38660312061103413	0.6056292231625325	SORBI_3002G221400;SORBI_3002G374200;SORBI_3005G110535;SORBI_3005G110541;SORBI_3009G153400;SORBI_3010G151200;SORBI_3010G151325
CTL	PA	hydrolase activity	GO:0016787	1170	5	4.097856081511356	1.2201502201502203	0.3912932885870537	0.6075896543416838	SORBI_3003G107500;SORBI_3003G367300;SORBI_3003G367650;SORBI_3005G186700;SORBI_3005G186800
CTL	AEG	ATP binding	GO:0005524	1337	5	4.115156017830609	1.2150207618703739	0.3950556392611741	0.6075896543416838	SORBI_3001G168400;SORBI_3002G220200;SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
LIN	PE	ATP binding	GO:0005524	1337	5	4.115156017830609	1.2150207618703739	0.3950556392611741	0.6075896543416838	SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
LIN	LPC	metal ion binding	GO:0046872	1938	5	4.113776268308214	1.2154282765737876	0.3952282217562409	0.6075896543416838	SORBI_3001G012000;SORBI_3002G227200;SORBI_3002G227500;SORBI_3010G151200;SORBI_3010G151325
LIN	LPE	metal ion binding	GO:0046872	1938	5	4.113776268308214	1.2154282765737876	0.3952282217562409	0.6075896543416838	SORBI_3001G012000;SORBI_3002G227200;SORBI_3002G227500;SORBI_3010G151200;SORBI_3010G151325
LIN	PS	zinc ion binding	GO:0008270	1015	3	2.262258543833581	1.3261083743842366	0.39781406410179687	0.6084968080102552	SORBI_3005G106432;SORBI_3010G151200;SORBI_3010G151325
LIN	DG	nucleotide binding	GO:0000166	1409	11	9.869879006580344	1.1145020108824224	0.39890206842097314	0.6084968080102552	SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000;SORBI_3006G190300;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G194600;SORBI_3006G195500
CTL	FA	ATP binding	GO:0005524	1337	3	2.2704309063893016	1.3213350785340314	0.40139150738026486	0.6084968080102552	SORBI_3005G110523;SORBI_3005G110535;SORBI_3005G110538
LIN	FA	mRNA binding	GO:0003729	432	16	14.717894289959668	1.0871120341525327	0.4017260480067704	0.6084968080102552	SORBI_3001G036600;SORBI_3001G039400;SORBI_3001G171600;SORBI_3003G122500;SORBI_3003G236701;SORBI_3003G420100;SORBI_3004G047500;SORBI_3004G309900;SORBI_3004G310300;SORBI_3005G119950;SORBI_3005G120301;SORBI_3006G183800;SORBI_3006G191500;SORBI_3006G278600;SORBI_3010G150575;SORBI_3010G215500
CTL	PC	hydrolase activity	GO:0016787	1170	4	3.228613882402887	1.238921761998685	0.40705456745350427	0.6143094571093177	SORBI_3001G171500;SORBI_3003G367650;SORBI_3005G110535;SORBI_3005G110541
LIN	PG	nucleotide binding	GO:0000166	1409	5	4.187221396731055	1.1941092973740242	0.41036426012353133	0.6161234919655063	SORBI_3003G089000;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
CTL	PE	metal ion binding	GO:0046872	1938	6	5.142220335385269	1.1668111455108359	0.41124747643328696	0.6161234919655063	SORBI_3002G221400;SORBI_3005G110535;SORBI_3005G110541;SORBI_3009G153400;SORBI_3010G151200;SORBI_3010G151325
LIN	FA	nucleic acid binding	GO:0003676	522	19	17.7841222670346	1.068368723218868	0.4164846506320783	0.6213820254292904	SORBI_3001G028100;SORBI_3001G028200;SORBI_3001G032550;SORBI_3001G039700;SORBI_3001G105200;SORBI_3001G402300;SORBI_3002G264200;SORBI_3003G087200;SORBI_3003G122500;SORBI_3003G420100;SORBI_3004G009000;SORBI_3004G010050;SORBI_3005G117801;SORBI_3005G119950;SORBI_3005G120301;SORBI_3006G183800;SORBI_3006G192000;SORBI_3007G212300;SORBI_3010G224300
LIN	DG	zinc ion binding	GO:0008270	1015	8	7.109955423476968	1.1251828631138976	0.418467140429992	0.6213820254292904	SORBI_3003G406600;SORBI_3004G005000;SORBI_3006G183800;SORBI_3006G191900;SORBI_3006G194300;SORBI_3006G194700;SORBI_3010G151200;SORBI_3010G151325
LIN	FA	antiporter activity	GO:0015297	69	3	2.350774782424114	1.2761749966138425	0.41928204628481247	0.6213820254292904	SORBI_3001G012600;SORBI_3004G019800;SORBI_3006G184400
