GeneID	GeneName	conditions	layers	best_p	max_r2	max_nphen
SORBI_3003G200100	DUF632 domain-containing protein	LIN	individual	7.353324e-12	1.0	1
SORBI_3003G328300	Glycosyltransferase	LIN	individual	7.437492e-12	0.969568	1
SORBI_3003G328400	Glycosyltransferase	LIN	individual	7.437492e-12	1.0	1
SORBI_3003G328600	Stomatal closure-related actin-binding protein coiled-coil domain-containing protein	LIN	individual	7.437492e-12	0.969635	1
SORBI_3003G328700	RNA polymerase subunit H_Rpb5 C-terminal domain-containing protein	LIN	individual	7.437492e-12	1.0	1
SORBI_3010G183800	RNA helicase	LIN	individual	7.89402e-12	0.423908	1
SORBI_3004G311500		LIN	individual	7.949792e-12	0.625102	1
SORBI_3002G021500	F-box domain-containing protein	LIN	individual	8.082738e-12	1.0	1
SORBI_3002G021600	F-box domain-containing protein	LIN	individual	8.082738e-12	1.0	1
SORBI_3002G021900	Protein kinase domain-containing protein	LIN	individual	8.082738e-12	1.0	1
SORBI_3002G022000	Uncharacterized protein	LIN	individual	8.082738e-12	0.787302	1
SORBI_3005G211301	Uncharacterized protein	LIN	individual	8.401499e-12	0.549885	1
SORBI_3005G211400	Cytochrome P450	LIN	individual	8.401499e-12	0.50662	1
SORBI_3005G211500	Fibronectin type III-like domain-containing protein	LIN	individual	8.401499e-12	1.0	1
SORBI_3005G212100		LIN	individual	8.401499e-12	0.647288	1
SORBI_3001G312801		LIN	individual	8.812153e-12	0.465797	1
SORBI_3001G313700	Uncharacterized protein	LIN	individual	8.812153e-12	0.683092	1
SORBI_3001G313800	TF-B3 domain-containing protein	LIN	individual	8.812153e-12	0.702558	1
SORBI_3001G314000	Peroxidase	LIN	individual	8.812153e-12	0.97655	1
SORBI_3001G314100	Peroxidase	LIN	individual	8.812153e-12	0.714076	1
SORBI_3001G314200	Cyanobacterial aminoacyl-tRNA synthetase CAAD domain-containing protein	LIN	individual	8.812153e-12	0.801278	1
SORBI_3001G314300		LIN	individual	8.812153e-12	0.727402	1
SORBI_3001G314350		LIN	individual	8.812153e-12	0.694105	1
SORBI_3002G069050	Uncharacterized protein	LIN	individual	9.178148e-12	1.0	1
SORBI_3002G069166	AP2_ERF domain-containing protein	LIN	individual	9.178148e-12	0.859464	1
SORBI_3002G069232	F-box domain-containing protein	LIN	individual	9.178148e-12	0.863761	1
SORBI_3002G069400	AP2_ERF domain-containing protein	LIN	individual	9.178148e-12	1.0	1
SORBI_3002G069500	Uncharacterized protein	LIN	individual	9.178148e-12	0.846312	1
SORBI_3002G069700	TIR domain-containing protein	LIN	individual	9.178148e-12	0.843437	1
SORBI_3010G123901	Uncharacterized protein	LIN	individual	9.247714e-12	0.508689	1
SORBI_3002G028201	BTB domain-containing protein	LIN	individual	9.538726e-12	0.458525	1
SORBI_3002G029000	non-specific serine_threonine protein kinase	LIN	individual	9.538726e-12	0.574287	1
SORBI_3002G029100	GYF domain-containing protein	LIN	individual	9.538726e-12	0.817784	1
SORBI_3002G029200	Uncharacterized protein	LIN	individual	9.538726e-12	0.730478	1
SORBI_3002G030575	Uncharacterized protein	LIN	individual	9.538726e-12	1.0	1
SORBI_3002G030650	Uncharacterized protein	LIN	individual	9.538726e-12	1.0	1
SORBI_3002G030725	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	LIN	individual	9.538726e-12	0.889472	1
SORBI_3002G030800	Uncharacterized protein	LIN	individual	9.538726e-12	1.0	1
SORBI_3002G030900	NADP-dependent oxidoreductase domain-containing protein	LIN	individual	9.538726e-12	1.0	1
SORBI_3002G031000	BHLH domain-containing protein	LIN	individual	9.538726e-12	0.979587	1
SORBI_3002G031100		LIN	individual	9.538726e-12	0.682671	1
SORBI_3002G031200	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	LIN	individual	9.538726e-12	0.943441	1
SORBI_3002G031301	Uncharacterized protein	LIN	individual	9.538726e-12	1.0	1
SORBI_3002G031600	Cadmium-induced protein AS8	LIN	individual	9.538726e-12	0.715069	1
SORBI_3002G031800	Patatin	LIN	individual	9.538726e-12	0.70356	1
SORBI_3002G032400	F-box domain-containing protein	LIN	individual	9.538726e-12	0.770918	1
SORBI_3002G032500	Protein kinase domain-containing protein	LIN	individual	9.538726e-12	0.770918	1
SORBI_3002G032700	Photosystem II 10 kDa polypeptide, chloroplastic	LIN	individual	9.538726e-12	0.71205	1
SORBI_3002G032800	Protein kinase domain-containing protein	LIN	individual	9.538726e-12	0.693399	1
SORBI_3002G032900	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding domain-containing protein	LIN	individual	9.538726e-12	0.698823	1
SORBI_3001G191300		LIN	individual	9.646242e-12	0.580054	1
SORBI_3001G191600		LIN	individual	9.646242e-12	0.616577	1
SORBI_3001G192000	Autophagy-related protein 9	LIN	individual	9.646242e-12	0.532709	1
SORBI_3001G251200	Phospholipid-transporting ATPase	LIN	individual	9.698677e-12	0.464282	1
SORBI_3001G251300		LIN	individual	9.698677e-12	0.448001	1
SORBI_3001G251400		LIN	individual	9.698677e-12	0.443543	1
SORBI_3001G251500		LIN	individual	9.698677e-12	0.649882	1
SORBI_3001G251600	SET domain-containing protein	LIN	individual	9.698677e-12	0.522095	1
SORBI_3001G251700	Serine_threonine-protein phosphatase	LIN	individual	9.698677e-12	0.59154	1
SORBI_3002G198500		LIN	individual	1.003752e-11	0.420351	1
SORBI_3002G200700		LIN	individual	1.003752e-11	0.53942	1
SORBI_3002G120601	Endonuclease_exonuclease_phosphatase domain-containing protein (Fragment)	LIN	individual	1.057604e-11	0.928503	1
SORBI_3002G120700		LIN	individual	1.057604e-11	0.950633	1
SORBI_3002G120850	Uncharacterized protein	LIN	individual	1.057604e-11	0.914327	1
SORBI_3002G120900	Uncharacterized protein	LIN	individual	1.057604e-11	0.931274	1
SORBI_3010G171501	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit OST5	LIN	individual	1.093008e-11	0.691162	1
SORBI_3010G171600	Protein kinase domain-containing protein	LIN	individual	1.093008e-11	0.70722	1
SORBI_3010G171800	L-ascorbate oxidase	LIN	individual	1.093008e-11	0.444344	1
SORBI_3002G170820	DUF295 domain-containing protein	LIN	individual	1.218162e-11	0.754172	1
SORBI_3005G034200	F-box domain-containing protein	LIN	individual	1.331615e-11	0.400476	1
SORBI_3005G035900		LIN	individual	1.331615e-11	0.404331	1
SORBI_3005G036100	2-carboxy-D-arabinitol-1-phosphatase	LIN	individual	1.331615e-11	0.804037	1
SORBI_3005G036200	Seipin	LIN	individual	1.331615e-11	0.669312	1
SORBI_3005G036300	DUF868 domain-containing protein	LIN	individual	1.331615e-11	0.856168	1
SORBI_3005G036400	RING-type domain-containing protein	LIN	individual	1.331615e-11	1.0	1
SORBI_3005G036450	Uncharacterized protein	LIN	individual	1.331615e-11	0.954533	1
SORBI_3005G036500	Protein kinase domain-containing protein	LIN	individual	1.331615e-11	0.501258	1
SORBI_3005G037900	Sialyltransferase-like protein	LIN	individual	1.331615e-11	0.414305	1
SORBI_3005G038100	Sialyltransferase-like protein	LIN	individual	1.331615e-11	0.417878	1
SORBI_3009G135300	FAR1 domain-containing protein	LIN	individual	1.403869e-11	1.0	1
SORBI_3009G135800		LIN	individual	1.403869e-11	0.71947	1
SORBI_3009G136100	WAT1-related protein	LIN	individual	1.403869e-11	1.0	1
SORBI_3009G136600	Major facilitator superfamily (MFS) profile domain-containing protein	LIN	individual	1.403869e-11	0.583246	1
SORBI_3001G258700	Uncharacterized protein	LIN	individual	1.45935e-11	0.632818	1
SORBI_3004G113100	PABS domain-containing protein	LIN	individual	1.619311e-11	0.596555	1
SORBI_3004G113300	Cyclic nucleotide-binding domain-containing protein	LIN	individual	1.619311e-11	0.711105	1
SORBI_3004G113400	Cyclic nucleotide-binding domain-containing protein	LIN	individual	1.619311e-11	0.688004	1
SORBI_3004G113800	Uncharacterized protein	LIN	individual	1.619311e-11	1.0	1
SORBI_3004G114000	Secreted protein	LIN	individual	1.619311e-11	0.479149	1
SORBI_3010G279450		LIN	individual	1.675529e-11	1.0	1
SORBI_3001G270800	GTP-binding protein	LIN	individual	1.675975e-11	0.712615	1
SORBI_3001G271000	Uncharacterized protein	LIN	individual	1.675975e-11	0.716758	1
SORBI_3001G271100		LIN	individual	1.675975e-11	0.712852	1
SORBI_3001G271200	Rx N-terminal domain-containing protein	LIN	individual	1.675975e-11	0.620135	1
SORBI_3001G271300	Rx N-terminal domain-containing protein	LIN	individual	1.675975e-11	0.552992	1
SORBI_3001G272600		LIN	individual	1.675975e-11	0.554053	1
SORBI_3001G272700	F-box domain-containing protein	LIN	individual	1.675975e-11	0.539426	1
SORBI_3004G136600		LIN	individual	1.777653e-11	0.829472	1
SORBI_3004G136701	Uncharacterized protein	LIN	individual	1.777653e-11	0.967239	1
SORBI_3004G136800	Uncharacterized protein	LIN	individual	1.777653e-11	1.0	1
SORBI_3001G264500	3-ketoacyl-CoA synthase	LIN	individual	1.792268e-11	0.868415	1
SORBI_3001G264550		LIN	individual	1.792268e-11	0.539066	1
SORBI_3001G264700		LIN	individual	1.792268e-11	0.800086	1
SORBI_3001G481800		LIN	individual	1.843714e-11	0.489424	1
SORBI_3010G185100	DNA-directed RNA polymerase III subunit RPC6	LIN	individual	1.846735e-11	0.412202	1
SORBI_3002G004700	NAD(P)H dehydrogenase (quinone)	LIN	individual	1.852766e-11	0.471144	1
SORBI_3003G158100	Glycine-rich domain-containing protein 1	LIN	individual	1.890184e-11	0.472972	1
SORBI_3003G158201		LIN	individual	1.890184e-11	0.441546	1
SORBI_3003G158500	Uncharacterized protein	LIN	individual	1.890184e-11	0.607838	1
SORBI_3003G158600	Uncharacterized protein	LIN	individual	1.890184e-11	0.653803	1
SORBI_3003G158700	Exocyst complex component	LIN	individual	1.890184e-11	0.669733	1
SORBI_3003G158900		LIN	individual	1.890184e-11	0.681207	1
SORBI_3003G159000		LIN	individual	1.890184e-11	0.681207	1
SORBI_3003G159450		LIN	individual	1.890184e-11	0.573124	1
SORBI_3003G159600		LIN	individual	1.890184e-11	0.495423	1
SORBI_3002G170666	DUF295 domain-containing protein	LIN	individual	1.991537e-11	0.735384	1
SORBI_3004G102500	Protein BZR1 homolog	LIN	individual	2.067558e-11	0.63362	1
SORBI_3004G102700		LIN	individual	2.067558e-11	0.617224	1
SORBI_3004G102750	C2H2-type domain-containing protein	LIN	individual	2.067558e-11	0.429898	1
SORBI_3004G102800	ADP_ATP translocase	LIN	individual	2.067558e-11	0.449312	1
SORBI_3008G099600		LIN	individual	2.099626e-11	0.854506	1
SORBI_3008G100000	30S ribosomal protein S4, chloroplastic	LIN	individual	2.099626e-11	0.86276	1
SORBI_3008G100300	PUM-HD domain-containing protein	LIN	individual	2.099626e-11	0.870734	1
SORBI_3008G100400	Pentatricopeptide repeat-containing protein	LIN	individual	2.099626e-11	0.886117	1
SORBI_3010G148600	WRKY domain-containing protein	LIN	individual	2.108338e-11	1.0	1
SORBI_3008G025600	Cyclin-dependent kinase-like protein	LIN	individual	2.234303e-11	1.0	1
SORBI_3008G025700	Cytochrome P450-like protein	LIN	individual	2.234303e-11	0.675435	1
SORBI_3008G025800	Uncharacterized protein	LIN	individual	2.234303e-11	1.0	1
SORBI_3008G025900	No apical meristem-associated C-terminal domain-containing protein	LIN	individual	2.234303e-11	0.53471	1
SORBI_3001G180300	Calmodulin-binding domain-containing protein	LIN	individual	2.281133e-11	0.514957	1
SORBI_3001G180400	MADS-box domain-containing protein	LIN	individual	2.281133e-11	1.0	1
SORBI_3001G180500	Uncharacterized protein	LIN	individual	2.281133e-11	1.0	1
SORBI_3003G139300	MDR-like ABC transporter	LIN	individual	2.385368e-11	0.514742	1
SORBI_3008G091300	Helicase and polymerase-containing protein TEBICHI	LIN	individual	2.452894e-11	0.408583	1
SORBI_3004G149800		LIN	individual	2.485399e-11	1.0	1
SORBI_3010G114600	Uncharacterized protein	LIN	individual	2.53949e-11	1.0	1
SORBI_3009G246100	X8 domain-containing protein	LIN	individual	2.578995e-11	0.451974	1
SORBI_3009G247400	PX domain-containing protein	LIN	individual	2.578995e-11	0.978835	1
SORBI_3009G247601	PRP1 splicing factor N-terminal domain-containing protein	LIN	individual	2.578995e-11	1.0	1
SORBI_3009G250000	BHLH domain-containing protein	LIN	individual	2.578995e-11	1.0	1
SORBI_3010G112000	Autophagy-related protein 2	LIN	individual	2.651616e-11	0.692121	1
SORBI_3010G112100	JmjC domain-containing protein	LIN	individual	2.651616e-11	0.678045	1
SORBI_3001G213500	Uncharacterized protein	LIN	individual	2.66193e-11	1.0	1
SORBI_3001G524500		LIN	individual	2.711048e-11	0.540161	1
SORBI_3001G524600		LIN	individual	2.711048e-11	0.452911	1
SORBI_3001G180800	Secretory carrier-associated membrane protein	LIN	individual	2.852329e-11	1.0	1
SORBI_3002G158401		LIN	individual	2.870448e-11	0.864282	1
SORBI_3002G158500	Uncharacterized protein	LIN	individual	2.870448e-11	0.874118	1
SORBI_3002G158700	TATA box binding protein associated factor (TAF) histone-like fold domain-containing protein	LIN	individual	2.870448e-11	0.838112	1
SORBI_3002G158800	Uncharacterized protein	LIN	individual	2.870448e-11	0.794387	1
SORBI_3002G158900	4-coumarate--CoA ligase	LIN	individual	2.870448e-11	0.853766	1
SORBI_3002G159000		LIN	individual	2.870448e-11	0.776205	1
SORBI_3002G159100	Chlorophyll a-b binding protein, chloroplastic	LIN	individual	2.870448e-11	0.771197	1
SORBI_3002G159200	Uncharacterized protein	LIN	individual	2.870448e-11	0.762483	1
SORBI_3010G071700	AP2_ERF domain-containing protein	LIN	individual	2.908061e-11	0.443596	1
SORBI_3010G073500	3-oxoacyl-[acyl-carrier-protein] synthase	LIN	individual	2.908061e-11	0.811144	1
SORBI_3010G073600	Auxin response factor	LIN	individual	2.908061e-11	0.84157	1
SORBI_3010G074366	Uncharacterized protein	LIN	individual	2.908061e-11	0.600517	1
SORBI_3010G074600	DUF1677 family protein	LIN	individual	2.908061e-11	0.488141	1
SORBI_3010G074700	Flavoprotein domain-containing protein	LIN	individual	2.908061e-11	0.52211	1
SORBI_3010G074800	Uncharacterized protein	LIN	individual	2.908061e-11	0.491875	1
SORBI_3010G075300	Uncharacterized protein	LIN	individual	2.908061e-11	0.739933	1
SORBI_3010G075500	Uncharacterized protein	LIN	individual	2.908061e-11	0.557207	1
SORBI_3002G136200		LIN	individual	2.928e-11	1.0	1
SORBI_3009G082100	Uncharacterized protein	LIN	individual	2.946105e-11	0.948176	1
SORBI_3009G082200	Cysteine-rich receptor-like protein kinase 10	LIN	individual	2.946105e-11	0.964775	1
SORBI_3009G082300	Transcription repressor	LIN	individual	2.946105e-11	0.937071	1
SORBI_3009G082600	non-specific serine_threonine protein kinase	LIN	individual	2.946105e-11	1.0	1
SORBI_3009G082800	Uncharacterized protein	LIN	individual	2.946105e-11	0.966193	1
SORBI_3009G083000	Peptidase S54 rhomboid domain-containing protein	LIN	individual	2.946105e-11	0.850244	1
SORBI_3009G083100	Uncharacterized protein	LIN	individual	2.946105e-11	0.954176	1
SORBI_3009G083200	NFACT RNA-binding domain-containing protein	LIN	individual	2.946105e-11	0.966247	1
SORBI_3006G198800	Bet v I_Major latex protein domain-containing protein	LIN	individual	3.091626e-11	0.599608	1
SORBI_3006G202300		LIN	individual	3.091626e-11	0.433354	1
SORBI_3010G092700	Amino acid transporter transmembrane domain-containing protein	LIN	individual	3.230852e-11	1.0	1
SORBI_3007G090900	ATPase AAA-type core domain-containing protein	LIN	individual	3.414782e-11	0.822163	1
SORBI_3007G091000	Thioredoxin domain-containing protein	LIN	individual	3.414782e-11	0.885676	1
SORBI_3004G113600	protein-serine_threonine phosphatase	LIN	individual	3.526019e-11	0.663369	1
SORBI_3008G078300		LIN	individual	3.541453e-11	0.406903	1
SORBI_3008G078550		LIN	individual	3.541453e-11	0.738731	1
SORBI_3003G069400	BURP domain-containing protein	LIN	individual	3.624862e-11	0.956576	1
SORBI_3003G069500	4-hydroxy-4-methyl-2-oxoglutarate aldolase	LIN	individual	3.624862e-11	0.956576	1
SORBI_3003G070025	Protein kinase domain-containing protein	LIN	individual	3.624862e-11	0.454413	1
SORBI_3003G070100	DUF4220 domain-containing protein	LIN	individual	3.624862e-11	1.0	1
SORBI_3002G023300	SCP domain-containing protein	LIN	individual	3.937882e-11	1.0	1
SORBI_3001G269000	Alpha-mannosidase	LIN	individual	4.006996e-11	0.504943	1
SORBI_3010G032900	1-deoxy-D-xylulose-5-phosphate synthase	LIN	individual	4.012228e-11	0.929049	1
SORBI_3010G033500	Neprosin domain-containing protein	LIN	individual	4.012228e-11	0.544684	1
SORBI_3010G034100	Translation factor GUF1 homolog, mitochondrial	LIN	individual	4.012228e-11	0.462839	1
SORBI_3010G035100		LIN	individual	4.012228e-11	0.593888	1
SORBI_3003G044900	Auxin-responsive protein	LIN	individual	4.014916e-11	0.90255	1
SORBI_3003G045000	Serine_threonine protein phosphatase 2A regulatory subunit	LIN	individual	4.014916e-11	0.822459	1
SORBI_3003G045200	RecQ mediated genome instability protein 1-like N-terminal helical domain-containing protein	LIN	individual	4.014916e-11	0.807342	1
SORBI_3003G045300	Protein ABCI12, chloroplastic	LIN	individual	4.014916e-11	0.822459	1
SORBI_3003G045501	Uncharacterized protein	LIN	individual	4.014916e-11	0.764918	1
SORBI_3005G189700	Invertebrate defensins family profile domain-containing protein	LIN	individual	4.191915e-11	0.560706	1
SORBI_3005G189900	BTB domain-containing protein	LIN	individual	4.191915e-11	0.570513	1
SORBI_3005G190000	BTB domain-containing protein	LIN	individual	4.191915e-11	0.62945	1
SORBI_3005G190500	BTB domain-containing protein	LIN	individual	4.191915e-11	0.549273	1
SORBI_3001G512633	Uncharacterized protein	LIN	individual	4.20874e-11	0.863907	1
SORBI_3004G331800	Uncharacterized protein	LIN	individual	4.251283e-11	1.0	1
SORBI_3004G331900	Transmembrane 9 superfamily member	LIN	individual	4.251283e-11	0.884943	1
SORBI_3004G332000	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	LIN	individual	4.251283e-11	0.812091	1
SORBI_3004G332100	RING-type domain-containing protein	LIN	individual	4.251283e-11	0.884539	1
SORBI_3004G332200	Uncharacterized protein	LIN	individual	4.251283e-11	0.965725	1
SORBI_3004G332300	RING-type domain-containing protein	LIN	individual	4.251283e-11	0.939805	1
SORBI_3004G332400	Neurochondrin	LIN	individual	4.251283e-11	0.933237	1
SORBI_3004G332500	RING-type domain-containing protein	LIN	individual	4.251283e-11	0.939805	1
SORBI_3004G332600	F-box domain-containing protein	LIN	individual	4.251283e-11	0.939805	1
SORBI_3004G332700	Major facilitator superfamily (MFS) profile domain-containing protein	LIN	individual	4.251283e-11	1.0	1
SORBI_3004G332800	F-box domain-containing protein	LIN	individual	4.251283e-11	1.0	1
SORBI_3004G332900	protein-serine_threonine phosphatase	LIN	individual	4.251283e-11	1.0	1
SORBI_3004G333000	Uncharacterized protein	LIN	individual	4.251283e-11	1.0	1
SORBI_3004G334200	Small ribosomal subunit protein uS15c	LIN	individual	4.251283e-11	0.620146	1
SORBI_3004G334300	N-alpha-acetyltransferase 35, NatC auxiliary subunit	LIN	individual	4.251283e-11	0.73571	1
SORBI_3004G334501	Uncharacterized protein	LIN	individual	4.251283e-11	0.515523	1
SORBI_3004G334900	Uncharacterized protein	LIN	individual	4.251283e-11	0.598096	1
SORBI_3004G335200	Uncharacterized protein	LIN	individual	4.251283e-11	0.528067	1
SORBI_3004G335300	Uncharacterized protein	LIN	individual	4.251283e-11	0.528067	1
SORBI_3009G146700	UspA domain-containing protein	LIN	individual	4.265889e-11	0.529918	1
SORBI_3009G150300	Uncharacterized protein	LIN	individual	4.265889e-11	0.431649	1
SORBI_3002G020800	Uncharacterized protein	LIN	individual	4.31178e-11	1.0	1
SORBI_3002G022300	F-box domain-containing protein	LIN	individual	4.31178e-11	0.760948	1
SORBI_3001G019200		LIN	individual	4.392383e-11	0.438097	1
SORBI_3010G146700	Amino acid transporter transmembrane domain-containing protein	LIN	individual	4.397667e-11	0.958533	1
SORBI_3010G146800	RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog	LIN	individual	4.397667e-11	0.856031	1
SORBI_3010G146900	Transposase Tnp1_En_Spm-like domain-containing protein	LIN	individual	4.397667e-11	0.861266	1
SORBI_3010G147200	Aluminum-activated malate transporter	LIN	individual	4.397667e-11	1.0	1
SORBI_3010G147600	Reticulon-like protein	LIN	individual	4.397667e-11	0.974912	1
SORBI_3010G147700	Minichromosome loss protein Mcl1 middle region domain-containing protein	LIN	individual	4.397667e-11	0.836921	1
SORBI_3009G129700	Protein kinase domain-containing protein	LIN	individual	4.428467e-11	0.717693	1
SORBI_3009G129800	Dienelactone hydrolase domain-containing protein	LIN	individual	4.428467e-11	0.698469	1
SORBI_3009G129900	Dienelactone hydrolase domain-containing protein	LIN	individual	4.428467e-11	0.698469	1
SORBI_3009G130000	Dienelactone hydrolase domain-containing protein	LIN	individual	4.428467e-11	0.614917	1
SORBI_3009G130100	chitinase	LIN	individual	4.428467e-11	0.625174	1
SORBI_3009G132700	Uncharacterized protein	LIN	individual	4.428467e-11	1.0	1
SORBI_3002G023400	DUF4220 domain-containing protein	LIN	individual	4.436336e-11	0.876175	1
SORBI_3002G023600	BED-type domain-containing protein	LIN	individual	4.436336e-11	1.0	1
SORBI_3001G184100	Potassium transporter	LIN	individual	4.470648e-11	1.0	1
SORBI_3002G274600	Protein kinase domain-containing protein	LIN	individual	4.472363e-11	0.443596	1
SORBI_3002G274700	Hexosyltransferase	LIN	individual	4.472363e-11	0.461502	1
SORBI_3008G098500	Phosphohydrolase	LIN	individual	4.494547e-11	0.852261	1
SORBI_3008G098600		LIN	individual	4.494547e-11	0.796711	1
SORBI_3009G257100	Calmodulin-binding family protein	LIN	individual	4.679469e-11	0.40205	1
SORBI_3010G140525	Uncharacterized protein	LIN	individual	5.034469e-11	0.916728	1
SORBI_3010G140550	CCHC-type domain-containing protein	LIN	individual	5.034469e-11	0.974784	1
SORBI_3001G446500	BHLH domain-containing protein	LIN	individual	5.108851e-11	1.0	1
SORBI_3005G126701	Aminotransferase class I_classII domain-containing protein	LIN	individual	5.151282e-11	0.497304	1
SORBI_3005G127100	50S ribosomal protein L31, chloroplastic	LIN	individual	5.151282e-11	1.0	1
SORBI_3005G127200		LIN	individual	5.151282e-11	1.0	1
SORBI_3005G127300	Exportin-5 C-terminal domain-containing protein	LIN	individual	5.151282e-11	1.0	1
SORBI_3009G084500		LIN	individual	5.217834e-11	0.938697	1
SORBI_3008G018400	VQ domain-containing protein	LIN	individual	5.260074e-11	0.586517	1
SORBI_3008G018600	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	LIN	individual	5.260074e-11	1.0	1
SORBI_3010G129100	Peptidase A1 domain-containing protein	LIN	individual	5.314511e-11	0.515999	1
SORBI_3010G129300		LIN	individual	5.314511e-11	0.470596	1
SORBI_3010G129450		LIN	individual	5.314511e-11	0.522018	1
SORBI_3010G129600		LIN	individual	5.314511e-11	0.517617	1
SORBI_3010G129900	Uncharacterized protein	LIN	individual	5.314511e-11	0.436538	1
SORBI_3010G130000	Vta1_callose synthase N-terminal domain-containing protein	LIN	individual	5.314511e-11	0.518886	1
SORBI_3010G130100	PHD-type domain-containing protein	LIN	individual	5.314511e-11	0.499004	1
SORBI_3010G130200	Lipid-binding serum glycoprotein C-terminal domain-containing protein	LIN	individual	5.314511e-11	0.503779	1
SORBI_3010G130300	mannan endo-1,4-beta-mannosidase	LIN	individual	5.314511e-11	0.951795	1
SORBI_3010G130400	Jasmonate O-methyltransferase	LIN	individual	5.314511e-11	0.50363	1
SORBI_3010G130500	Uncharacterized protein	LIN	individual	5.314511e-11	0.495893	1
SORBI_3010G130601	Uncharacterized protein	LIN	individual	5.314511e-11	0.558895	1
SORBI_3001G534532	Protein kinase domain-containing protein	LIN	individual	5.426482e-11	1.0	1
SORBI_3001G535200	HMA domain-containing protein	LIN	individual	5.426482e-11	1.0	1
SORBI_3001G535500	Folylpolyglutamate synthase	LIN	individual	5.426482e-11	0.406352	1
SORBI_3001G536400	THO complex subunit 1	LIN	individual	5.426482e-11	1.0	1
SORBI_3004G112400	Uncharacterized protein	LIN	individual	5.448535e-11	0.556274	1
SORBI_3004G112800		LIN	individual	5.448535e-11	0.568013	1
SORBI_3004G112900	Thioredoxin domain-containing protein	LIN	individual	5.448535e-11	0.55194	1
SORBI_3004G114200	RING-type domain-containing protein	LIN	individual	5.448535e-11	0.432201	1
SORBI_3004G114300		LIN	individual	5.448535e-11	0.432201	1
SORBI_3004G138000	Transcriptional coactivator Hfi1_Transcriptional adapter 1	LIN	individual	5.496189e-11	0.458582	1
SORBI_3004G138100	Calmodulin-binding domain-containing protein	LIN	individual	5.496189e-11	0.458582	1
SORBI_3001G164200	Uncharacterized protein	LIN	individual	5.662353e-11	0.534785	1
SORBI_3001G164800	TF-B3 domain-containing protein	LIN	individual	5.662353e-11	0.445903	1
SORBI_3001G165000	TF-B3 domain-containing protein	LIN	individual	5.662353e-11	0.548	1
SORBI_3001G165100	TF-B3 domain-containing protein	LIN	individual	5.662353e-11	0.547161	1
SORBI_3001G165200	TF-B3 domain-containing protein	LIN	individual	5.662353e-11	0.555069	1
SORBI_3001G165301	TF-B3 domain-containing protein	LIN	individual	5.662353e-11	0.573568	1
SORBI_3001G165401	TF-B3 domain-containing protein	LIN	individual	5.662353e-11	0.462174	1
SORBI_3010G032200	Uncharacterized protein	LIN	individual	5.805844e-11	0.411885	1
SORBI_3008G005900	Nodulin-like domain-containing protein	LIN	individual	5.915794e-11	0.511479	1
SORBI_3008G006100	Protein DETOXIFICATION	LIN	individual	5.915794e-11	0.412377	1
SORBI_3008G006200	Uncharacterized protein	LIN	individual	5.915794e-11	0.622539	1
SORBI_3008G006500	DUF4283 domain-containing protein	LIN	individual	5.915794e-11	0.50431	1
SORBI_3008G006601	DUF295 domain-containing protein	LIN	individual	5.915794e-11	0.529519	1
SORBI_3008G006700	PDZ domain-containing protein	LIN	individual	5.915794e-11	0.518672	1
SORBI_3008G006900	Plastocyanin-like domain-containing protein	LIN	individual	5.915794e-11	0.663178	1
SORBI_3008G007000	HIT-type domain-containing protein	LIN	individual	5.915794e-11	0.414383	1
SORBI_3010G124500	B-keto acyl reductase	LIN	individual	5.991652e-11	0.70684	1
SORBI_3010G124600	B-keto acyl reductase	LIN	individual	5.991652e-11	0.757414	1
SORBI_3010G124700	Protein kinase domain-containing protein	LIN	individual	5.991652e-11	0.68797	1
SORBI_3003G105500	Omega-hydroxypalmitate O-feruloyl transferase	LIN	individual	6.188695e-11	0.551535	1
SORBI_3003G105700	PH domain-containing protein	LIN	individual	6.188695e-11	0.551535	1
SORBI_3003G105800	NAC44	LIN	individual	6.188695e-11	0.671055	1
SORBI_3003G106200	Integrator complex subunit 7	LIN	individual	6.188695e-11	1.0	1
SORBI_3003G106300	EXPERA domain-containing protein	LIN	individual	6.188695e-11	0.953328	1
SORBI_3003G106400	EXPERA domain-containing protein	LIN	individual	6.188695e-11	0.953328	1
SORBI_3003G106800	EXPERA domain-containing protein	LIN	individual	6.188695e-11	1.0	1
SORBI_3003G106900	Uncharacterized protein	LIN	individual	6.188695e-11	1.0	1
SORBI_3003G107600	EXPERA domain-containing protein	LIN	individual	6.188695e-11	1.0	1
SORBI_3003G107800	Thylakoid lumenal 17.9 kDa protein, chloroplastic	LIN	individual	6.188695e-11	1.0	1
SORBI_3001G535100	Uncharacterized protein	LIN	individual	6.218761e-11	0.410161	1
SORBI_3010G151575	ABC transporter family G domain-containing protein	LIN	individual	6.268769e-11	0.537901	1
SORBI_3010G151700	Probable zinc-ribbon domain-containing protein	LIN	individual	6.268769e-11	0.701547	1
